Athlete,vespoli usa,,,,,,,,,,,,,,,,,,,,
Date,"Mon, Apr 27 2026",,,,,,,,,,,,,,,,,,,,
Interval,6,,,,,,,,,,,,,,,,,,,,
Start Time,4:33:10.9 PM,,,,,,,,,,,,,,,,,,,,
End Time,4:44:18.3 PM,,,,,,,,,,,,,,,,,,,,
Duration,0:11:07.3,,,,,,,,,,,,,,,,,,,,
Distance,2824 m,,,,,,,,,,,,,,,,,,,,
Class,4+,,,,,,,,,,,,,,,,,,,,
Shell,1,,,,,,,,,,,,,,,,,,,,
Seat,2,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Stroke,Timestamp,Split,SPM,Speed (m/s),DPS (m),Power (W),Work (J),Peak N,Peak °,Peak %,Length (°),Connection (°),Catch (°),Release (°),Slip (°),Wash (°),Check (ms),Drive Time (s),HR (bpm),Drive %,Recovery %
136,4:38:17.0 PM,0:01:55.870000,27.1,4.32,10,266,589,607,-20.9,41.6,87.3,65,-57.2,30.1,12.3,10,661,0.946,,42.7,57.3
137,4:38:19.2 PM,0:01:54.142000,27.4,4.38,9.1,252,552,609,-13.2,52.1,88.3,64.8,-59.1,29.1,15.8,7.6,709,0.901,,41.1,58.9
138,4:38:21.4 PM,0:01:55.855000,27,4.32,8.8,239,531,608,-8.7,53.1,87.6,58.8,-55.3,32.3,15.9,12.9,757,0.9,,40.6,59.4
139,4:38:23.6 PM,0:01:57.998000,25.8,4.24,9.9,244,566,641,-14.7,47.9,85.4,62.1,-55.7,29.8,15.2,8.1,677,1.079,,46.4,53.6
140,4:38:25.9 PM,0:01:59.832000,26.5,4.17,10,250,568,595,-14.6,49.7,85.5,65,-57.1,28.4,12.5,8,677,1.006,,44.4,55.6
141,4:38:28.2 PM,0:01:59.622000,28.2,4.18,8.9,256,544,607,-18.1,42.8,86.4,62.2,-55.1,31.3,13.8,10.4,658,0.869,,40.8,59.2
142,4:38:30.3 PM,0:01:59.931000,26,4.17,9.1,222,513,595,-13.9,50.1,87.4,62.2,-57.7,29.6,14.6,10.6,657,1.14,,49.3,50.7
143,4:38:32.6 PM,0:02:00.592000,26.7,4.15,9.1,239,539,588,-15.7,47.2,87.4,63.4,-57.1,30.4,14.7,9.4,664,1.109,,49.3,50.7
144,4:38:34.9 PM,0:02:02.039000,27.8,4.1,8.9,237,511,573,-19.7,41.2,86.5,60.1,-55.3,31.2,15.7,10.7,692,0.915,,42.4,57.6
145,4:38:37.0 PM,0:02:03.938000,26.5,4.03,9.5,224,506,562,-16.7,45.9,86.1,62.9,-56.3,29.8,13.1,10.1,659,1.02,,45,55
146,4:38:39.3 PM,0:02:03.256000,26.3,4.06,9,237,541,588,-9.7,54.3,85.5,63.1,-56.1,29.4,11.9,10.5,673,1.065,,46.7,53.3
147,4:38:41.6 PM,0:02:03.239000,27.6,4.06,8.6,229,499,549,-11.1,52,86.5,62.2,-56.1,30.4,15.9,8.4,710,0.961,,44.2,55.8
148,4:38:43.7 PM,0:02:04.363000,27.8,4.02,8.6,287,621,670,-11.9,51.1,86.8,65.2,-56.2,30.6,13,8.6,672,0.929,,43,57
149,4:38:45.9 PM,0:02:03.929000,28,4.03,9.4,274,587,622,-12.9,49.8,86.9,64.9,-56.2,30.7,12.1,9.9,721,0.974,,45.4,54.6
150,4:38:48.0 PM,0:02:01.118000,26.5,4.13,9.9,210,476,577,-10.5,52.6,85.4,56.6,-55.4,29.9,18.6,10.2,700,1.05,,46.3,53.7
151,4:38:50.3 PM,0:01:59.379000,27.4,4.19,9,271,594,636,-10.6,52.3,87.9,64.5,-56.6,31.3,14.4,9,639,1.094,,50,50
152,4:38:52.5 PM,0:01:57.028000,28.8,4.27,9.5,281,585,669,-13.6,49.2,91.8,63.5,-58.8,33,17.5,10.8,556,0.975,,46.8,53.2
153,4:38:54.6 PM,0:01:55.775000,28,4.32,8.8,276,593,647,-7.9,54.8,87.5,63.3,-55.9,31.6,13.9,10.3,608,0.84,,39.1,60.9
154,4:38:56.7 PM,0:01:57.246000,26.9,4.26,9.8,262,585,670,-12.1,51.8,86.4,63.1,-56.9,29.6,14,9.3,669,0.9,,40.3,59.7
155,4:38:59.0 PM,0:01:55.878000,28,4.31,9.6,268,574,603,-18,43.7,87.6,61.4,-56.2,31.4,13.2,13,708,1.019,,47.5,52.5
156,4:39:01.1 PM,0:01:54.428000,27.4,4.37,8.7,244,535,636,-11.8,50.8,86.9,60.6,-56,30.9,15.4,10.9,674,1.051,,48,52
157,4:39:03.3 PM,0:01:57.050000,28,4.27,8.7,265,567,573,-19.5,42.5,88.3,65.8,-57.1,31.3,12.6,9.9,653,1.006,,46.9,53.1
158,4:39:05.4 PM,0:01:58.811000,27.8,4.21,8.9,256,552,630,-12.7,49.3,85.4,62.7,-54.8,30.6,13,9.7,662,0.885,,41,59
159,4:39:07.6 PM,0:01:59.251000,27.2,4.19,9.9,226,498,576,-11.7,52.3,85.9,59.9,-56.6,29.3,17.3,8.6,747,0.945,,42.9,57.1
160,4:39:09.8 PM,0:01:58.292000,26.2,4.23,10.5,237,545,582,-14.6,48.7,88,61.5,-57.4,30.6,15.5,11,700,1.079,,47,53
161,4:39:12.1 PM,0:01:55.471000,27.6,4.33,9.1,252,548,599,-8.3,56.2,87.8,64.2,-57.7,30.1,12.9,10.8,572,1.08,,49.6,50.4
162,4:39:14.3 PM,0:01:53.347000,26.3,4.41,9.6,242,552,606,-16.2,47.5,87.2,63.7,-57.6,29.6,15,8.5,695,1.094,,48,52
163,4:39:16.6 PM,0:01:53.039000,27,4.42,10.1,253,561,613,-8.1,56.6,88.1,64,-58,30.1,15,9.1,706,1.094,,49.3,50.7
164,4:39:18.8 PM,0:01:53.912000,28.2,4.39,9.1,237,506,582,-6.2,57.5,84.8,57,-54.9,29.9,17.9,9.9,687,0.99,,46.5,53.5
165,4:39:20.9 PM,0:01:55.508000,27.6,4.33,9.4,253,549,622,-4.1,60.3,87.4,62.9,-56.9,30.6,14.9,9.6,670,1.005,,46.2,53.8
166,4:39:23.1 PM,0:01:54.578000,26.8,4.36,9.2,250,560,637,-13.4,50.2,87.1,60.2,-57.2,29.9,17,9.9,632,0.99,,44.3,55.7
167,4:39:25.3 PM,0:01:56.122000,26.5,4.31,9.7,248,562,620,-17.1,46,86.2,63.8,-56.7,29.5,12.3,10.1,674,0.975,,43,57
168,4:39:27.6 PM,0:01:58.890000,27.8,4.21,9,228,492,564,-7.4,56,84.3,57.5,-54.6,29.7,16.6,10.2,703,0.96,,44.5,55.5
169,4:39:29.7 PM,0:01:59.696000,27.6,4.18,9.1,245,533,628,-11.7,52.9,85.5,62.8,-56.9,28.6,16.2,6.5,752,1.021,,46.9,53.1
170,4:39:31.9 PM,0:01:59.991000,26.7,4.17,9.6,251,564,624,-13.7,49,86.8,64.8,-56.2,30.5,11.9,10,638,0.989,,44,56
171,4:39:34.2 PM,0:01:58.624000,27.4,4.21,9.1,236,517,577,-10.4,52.6,86.4,62.9,-55.9,30.6,13.5,10.1,655,1.035,,47.3,52.7
172,4:39:36.4 PM,0:01:57.816000,27.4,4.24,9.3,244,534,583,-8,55.9,87.4,61.8,-56.8,30.6,14.4,11.1,683,1.11,,50.7,49.3
173,4:39:38.6 PM,0:01:58.315000,27,4.23,9,258,572,619,-12.8,51.2,85.5,64.9,-56.6,28.9,13,7.6,656,1.094,,49.3,50.7
174,4:39:40.8 PM,0:01:59.776000,27.8,4.17,8.7,265,573,644,-11.1,53.1,85.9,64.7,-56.7,29.2,13.2,8,661,1.02,,47.2,52.8
175,4:39:42.9 PM,0:02:01.788000,26.2,4.11,9.9,233,534,565,-9.8,54.6,85.1,62,-56.2,28.9,13.3,9.9,705,1.02,,44.5,55.5
176,4:39:45.2 PM,0:02:01.546000,28,4.11,8.3,252,541,592,-16.5,44.3,88.1,60.6,-55.5,32.6,14.1,13.4,672,0.945,,44,56
177,4:39:47.4 PM,0:02:01.718000,27.6,4.11,9.2,261,568,660,-8.7,54.9,87.6,61.2,-56.7,30.9,15.3,11.1,642,0.9,,41.4,58.6
178,4:39:49.5 PM,0:02:00.990000,26.3,4.13,9.5,238,543,600,-12.8,51.1,86.6,63.6,-57.1,29.6,13.9,9.2,634,1.005,,44.1,55.9
179,4:39:51.8 PM,0:01:59.181000,27,4.2,10.4,260,577,627,-16.8,46.3,86.8,64.5,-57,29.8,12.5,9.9,579,1.007,,45.3,54.7
180,4:39:54.0 PM,0:01:55.543000,27.6,4.33,9.6,239,520,607,-13.5,50.1,86.1,60.8,-56.6,29.5,17.6,7.8,705,1.05,,48.3,51.7
181,4:39:56.2 PM,0:01:55.534000,26.5,4.33,8.7,260,589,654,-8.2,56.3,85.7,64.6,-56.4,29.3,12.6,8.5,662,1.035,,45.7,54.3
182,4:39:58.5 PM,0:01:56.709000,27.6,4.28,9.3,225,491,575,-10.2,53.6,87.1,57.5,-56.9,30.1,19.1,10.4,702,0.915,,42,58
183,4:40:00.7 PM,0:01:56.425000,28.6,4.29,9.4,264,554,617,-17.4,44.8,85.4,64,-55.7,29.7,12.8,8.7,662,0.93,,44.3,55.7
184,4:40:02.8 PM,0:02:00.713000,27,4.14,9,250,554,628,-12.4,50.5,88.4,61.2,-57,31.4,14.1,13.1,627,0.9,,40.5,59.5
185,4:40:05.0 PM,0:02:00.961000,26.5,4.13,9.3,251,568,634,-9.3,55.8,89.3,65.8,-59.1,30.1,12.9,10.6,651,1.14,,50.4,49.6
186,4:40:07.2 PM,0:02:00.330000,27.8,4.16,8.5,249,539,590,-12.2,51.6,87.6,62.4,-57.5,30.1,13.4,11.8,678,0.915,,42.4,57.6
187,4:40:09.4 PM,0:02:02.286000,27,4.09,9.5,232,515,574,-6.9,57.8,89.1,62.7,-58.4,30.6,15.5,10.8,700,0.886,,39.9,60.1
188,4:40:11.6 PM,0:02:01.950000,26.3,4.1,9,254,578,613,-10,54.8,86.9,65.4,-57.6,29.3,12.5,9,632,0.974,,42.7,57.3
189,4:40:13.9 PM,0:02:03.277000,26.8,4.06,8.8,258,578,614,-10.1,54.9,86.3,65.3,-57.4,28.8,13.5,7.5,605,0.96,,43,57
190,4:40:16.1 PM,0:02:04.313000,26.5,4.02,8.9,259,586,649,-7.2,57.4,86.8,65.7,-57,29.8,11.6,9.6,679,1.006,,44.4,55.6
191,4:40:18.4 PM,0:02:05.189000,26.5,3.99,9.2,226,512,598,-13.1,51.7,88.7,60.2,-58.9,29.8,18.1,10.3,721,1.066,,47.1,52.9
192,4:40:20.7 PM,0:02:05.787000,26.9,3.97,9,233,520,637,-9.1,54.2,85.6,59.4,-55.5,30.1,14.4,11.9,632,1.065,,47.7,52.3
193,4:40:22.9 PM,0:02:04.401000,28.4,4.02,8.8,252,533,607,-16.9,47.2,86.9,62.4,-57.9,29,15.9,8.6,613,1.035,,48.9,51.1
194,4:40:25.0 PM,0:02:02.332000,26.5,4.09,9.8,198,449,481,-15.9,46.1,89.6,57.5,-57.2,32.4,15.5,16.6,684,1.034,,45.7,54.3
195,4:40:27.3 PM,0:02:01.816000,26.5,4.1,8.8,209,473,557,-13.3,49.1,86.6,60.8,-55.8,30.8,13,12.8,617,1.124,,49.6,50.4
196,4:40:29.6 PM,0:02:04.986000,27.6,4,8.2,219,478,557,-12.9,50,83.2,58.4,-54.5,28.7,15.3,9.5,721,1.021,,46.9,53.1
197,4:40:31.7 PM,0:02:05.054000,28.4,4,9,244,515,571,-11.1,52.7,87.8,63.3,-57.4,30.4,13.9,10.6,608,0.96,,45.4,54.6
198,4:40:33.8 PM,0:02:05.125000,26.7,4,9.6,233,524,577,-14.1,50.1,85.6,64.1,-57,28.6,12.9,8.6,593,1.123,,49.9,50.1
199,4:40:36.1 PM,0:02:03.352000,27,4.05,9.7,224,498,573,-11.6,52.5,86,62.1,-56.7,29.3,12.9,11,701,1.05,,47.3,52.7
200,4:40:38.3 PM,0:01:59.492000,26.8,4.18,9.2,241,538,562,-10.8,53.5,87.3,62.1,-57.5,29.8,14.2,11,698,1.154,,51.6,48.4
201,4:40:40.5 PM,0:02:00.061000,27.6,4.16,8.6,225,490,551,-12.2,51.2,86.1,61.5,-56.4,29.8,14.7,9.9,708,1.05,,48.3,51.7
202,4:40:42.7 PM,0:02:00.710000,27.8,4.14,9.1,229,494,561,-6.1,56.9,87.7,62.2,-56.1,31.6,13,12.5,602,0.976,,45.2,54.8
203,4:40:44.9 PM,0:02:00.388000,27,4.15,9.8,241,534,583,-7.7,56.5,88.7,63.5,-57.8,30.9,13.3,11.9,603,1.049,,47.3,52.7
204,4:40:47.1 PM,0:01:59.835000,26.3,4.17,9,214,488,573,-16,47.2,86.3,62,-56.7,29.5,12.5,11.7,628,0.974,,42.7,57.3
205,4:40:49.4 PM,0:02:02.089000,26,4.1,8.2,209,483,574,-10.6,52.8,84.9,58.3,-55.4,29.5,14.7,11.9,655,1.079,,46.7,53.3
206,4:40:51.7 PM,0:02:04.756000,27.4,4.01,8.4,248,543,589,-13.5,50.3,86.9,63.6,-57.2,29.8,12.9,10.5,600,0.959,,43.8,56.2
207,4:40:53.9 PM,0:02:07.219000,27.8,3.93,9.1,225,487,542,-8.4,54.9,90.1,60.7,-57.9,32.3,17,12.4,730,0.886,,41,59
208,4:40:56.0 PM,0:02:08.890000,26.5,3.88,9.2,249,563,632,-9.9,53.8,89.1,60.2,-57.7,31.3,17.2,11.7,587,1.066,,47.1,52.9
209,4:40:58.3 PM,0:02:06.190000,26.3,3.96,8.2,176,400,519,-8.6,54.2,81.4,52.2,-52.7,28.6,19,10.1,723,1.035,,45.4,54.6
210,4:41:00.6 PM,0:02:09.242000,27.6,3.87,7.4,261,567,626,-16.2,45,85.4,61.7,-54.6,30.8,13.4,10.3,699,0.975,,44.8,55.2
211,4:41:02.8 PM,0:02:12.241000,27.2,3.78,8.5,234,516,577,-14.4,47.5,86.2,62.6,-55.4,30.8,13.3,10.3,622,0.973,,44.1,55.9
212,4:41:05.0 PM,0:02:13.675000,26.1,3.74,9.2,206,474,513,-12.8,50.9,86,63.4,-56.6,29.4,13,9.6,781,1.111,,48.4,51.6
213,4:41:07.3 PM,0:02:15.325000,28.8,3.69,7.8,215,448,518,-16.4,44.5,83.1,55.3,-53.4,29.7,15.6,12.3,583,0.976,,46.8,53.2
214,4:41:09.3 PM,0:02:10.986000,26.5,3.82,8.7,224,506,570,-11.6,51.6,85.8,62.3,-55.9,29.9,14.8,8.7,654,1.02,,45.1,54.9
215,4:41:11.6 PM,0:02:09.324000,26.8,3.87,8.5,221,494,578,-10.4,52.7,88.1,60.5,-56.8,31.3,14.1,13.5,646,1.036,,46.3,53.7
216,4:41:13.8 PM,0:02:08.518000,27,3.89,9.3,213,473,549,-16.6,45.7,85.8,61.3,-55.9,29.9,15,9.5,646,1.003,,45.2,54.8
217,4:41:16.1 PM,0:02:05.462000,27.2,3.99,9.2,208,459,525,-7.4,56,85.9,59.4,-55.6,30.3,14.8,11.7,676,0.96,,43.5,56.5
218,4:41:18.3 PM,0:02:03.902000,27,4.04,8.9,181,402,477,-5.6,57.5,82.4,54,-53,29.4,17.8,10.6,628,1.02,,45.9,54.1
219,4:41:20.5 PM,0:02:02.234000,26.8,4.09,9,237,530,563,-14.6,48.6,86.3,62.8,-56.5,29.8,12.9,10.5,664,1.186,,53.1,46.9
220,4:41:22.7 PM,0:02:02.910000,28.4,4.07,8.5,226,477,569,-10.6,51.1,86.8,57.9,-54.9,31.8,14.3,14.5,610,0.976,,46.1,53.9
221,4:41:24.8 PM,0:02:03.720000,26.3,4.04,9.6,235,535,584,-13.9,48.4,89.3,63.1,-57.1,32.3,11.7,14.5,605,0.96,,42.1,57.9
222,4:41:27.1 PM,0:02:01.796000,26.3,4.11,9.5,232,529,593,-12.5,51.4,85.3,62.2,-56.3,29,13.6,9.6,668,1.021,,44.8,55.2
223,4:41:29.4 PM,0:02:02.365000,29,4.09,8.2,302,625,670,-8,55.9,85.9,63.8,-56,29.9,13,9.1,719,0.885,,42.8,57.2
224,4:41:31.5 PM,0:02:02.167000,26,4.09,9.1,249,575,641,-9.3,55,85.3,63.2,-56.2,29.1,12.9,9.2,699,0.961,,41.6,58.4
225,4:41:33.8 PM,0:02:03.466000,27.4,4.05,8.8,240,525,604,-15.3,46.7,83.8,57.7,-54.4,29.4,15.4,10.8,704,1.065,,48.6,51.4
226,4:41:36.0 PM,0:02:05.426000,27.8,3.99,9,263,569,644,-10.3,52.4,87.5,63.6,-56.2,31.3,13.2,10.7,588,0.992,,45.9,54.1
227,4:41:38.1 PM,0:02:02.264000,26.8,4.09,9.3,247,552,584,-7.5,55.7,87.1,63.5,-56,31.1,12.9,10.7,643,0.976,,43.7,56.3
228,4:41:40.4 PM,0:02:02.943000,26.8,4.07,8.3,249,556,613,-10.6,53,86.8,63.3,-56.6,30.2,13.3,10.1,696,1.081,,48.3,51.7
229,4:41:42.6 PM,0:02:04.001000,27.2,4.03,8.4,225,495,579,-13.1,49.7,85.8,59.8,-55.7,30.1,15.2,10.7,683,1.034,,46.9,53.1
230,4:41:44.8 PM,0:02:04.610000,27,4.01,9.3,240,532,607,-14.7,49.9,89.8,62.7,-59.5,30.3,16.2,10.9,623,1.125,,50.7,49.3
231,4:41:47.0 PM,0:02:05.733000,27,3.98,9.4,241,534,598,-12.8,51.9,87.6,63.7,-58.3,29.3,14.3,9.6,618,1.14,,51.4,48.6
232,4:41:49.2 PM,0:02:02.966000,27.2,4.07,8.7,230,506,589,-10.4,52.3,86.1,59.6,-55.4,30.7,15.9,10.6,644,1.109,,50.3,49.7
233,4:41:51.5 PM,0:02:03.716000,28.3,4.04,8.2,245,519,594,-11.8,52.6,88.3,62.2,-58.2,30.1,16.6,9.5,602,1.081,,51.1,48.9
234,4:41:53.6 PM,0:02:03.394000,27.6,4.05,8.6,200,435,540,-7.9,54.4,83.3,53.9,-53.1,30.1,17.3,12,755,0.975,,44.8,55.2
235,4:41:55.7 PM,0:02:05.215000,27.8,3.99,8.6,218,471,560,-11,52.1,85.9,57.9,-55.8,30.1,14.7,13.4,670,1.02,,47.2,52.8
236,4:41:57.9 PM,0:02:07.304000,27.2,3.93,9.3,227,500,546,-16.2,46.9,85.9,60.6,-56.6,29.3,14.4,10.8,626,1.019,,46.2,53.8
237,4:42:00.1 PM,0:02:02.774000,27.2,4.07,9.3,241,531,612,-10.5,52.9,86,62.1,-56,30,13,10.9,633,1.02,,46.2,53.8
238,4:42:02.3 PM,0:02:01.401000,27.8,4.12,8.6,234,506,573,-13.1,51.2,85.9,60.8,-57,28.9,15.7,9.4,675,1.08,,50,50
239,4:42:04.5 PM,0:02:01.661000,28.4,4.11,8.2,261,552,604,-6.1,57.9,89.2,60.7,-57.7,31.4,17,11.5,670,0.838,,39.6,60.4
240,4:42:06.6 PM,0:02:02.698000,26.5,4.08,8.9,244,551,618,-14.2,48.4,86.1,61.8,-55.8,30.3,12.9,11.4,675,0.959,,42.4,57.6
241,4:42:08.9 PM,0:02:03.869000,26.8,4.04,9.5,235,525,587,-12,51.6,85.9,62.4,-56.3,29.6,12.3,11.2,617,1.14,,51,49
242,4:42:11.1 PM,0:02:02.969000,26.9,4.07,9.4,239,533,573,-8.7,55.4,86.4,60.5,-56.5,29.9,13.7,12.2,618,0.988,,44.2,55.8
243,4:42:13.3 PM,0:02:01.178000,27.8,4.13,8.3,227,491,606,-14.9,49.3,84.7,57.6,-56.7,28,17.4,9.8,672,1.108,,51.3,48.7
244,4:42:15.5 PM,0:02:00.786000,27.4,4.14,8.7,224,492,593,-15.6,47.1,84.6,57.7,-55.4,29.2,17,9.9,639,1.142,,52.1,47.9
245,4:42:17.7 PM,0:02:02.842000,30.1,4.07,7.5,314,626,656,-14.9,50,89.3,65.9,-59.6,29.7,14.8,8.6,610,1.019,,51.1,48.9
246,4:42:19.7 PM,0:02:04.837000,27.6,4.01,9.2,279,607,650,-14.1,49.9,87.3,65.7,-57.6,29.6,12.6,9,634,0.929,,42.7,57.3
247,4:42:21.8 PM,0:02:03.677000,27.8,4.04,9.5,287,621,655,-5,60.2,87.9,65.4,-57.9,29.9,13.2,9.2,639,1.111,,51.4,48.6
248,4:42:24.0 PM,0:02:00.272000,28.2,4.16,9.6,270,574,641,-10.1,53.5,86.9,62.1,-56.6,30.3,15.5,9.2,695,1.063,,50,50
249,4:42:26.1 PM,0:01:55.666000,27.7,4.32,9.6,243,526,600,-6.2,58,88.2,61.1,-57.4,30.8,15.1,12,676,1.081,,50,50
250,4:42:28.3 PM,0:01:53.405000,29,4.41,8.6,265,547,637,-15.1,47.8,87.1,59.5,-56.7,30.3,16.6,11,688,0.974,,47.1,52.9
251,4:42:30.4 PM,0:01:54.582000,26.3,4.36,9.4,230,525,572,-6.1,57.8,86.6,60.5,-56.1,30.4,15.4,10.6,683,0.959,,42.1,57.9
252,4:42:32.6 PM,0:01:57.290000,27.4,4.26,8.8,253,555,575,-5.6,58.9,86.8,63.9,-56.7,30,12,10.9,608,1.02,,46.6,53.4
253,4:42:34.8 PM,0:01:58.881000,29.2,4.21,9.1,274,563,641,-10.9,51.9,85.3,61.5,-55.1,30.1,14.2,9.6,637,0.887,,43.2,56.8
254,4:42:36.9 PM,0:01:58.057000,26.8,4.24,9.7,257,574,672,-10.6,51.8,86.2,60.6,-55.2,31,14.4,11.2,678,0.96,,43,57
255,4:42:39.1 PM,0:01:57.253000,28,4.26,9,232,498,565,-15.3,48.1,87.7,58.8,-57.5,30.2,16,12.9,639,1.081,,50.4,49.6
256,4:42:41.3 PM,0:01:57.101000,28.8,4.27,8.3,275,574,626,-11,52.2,88.3,62.9,-57.1,31.2,13.4,12,663,1.049,,50.3,49.7
257,4:42:43.4 PM,0:01:58.499000,27.4,4.22,8.7,225,494,564,-9.8,53.8,85.8,57.5,-55.9,29.8,17.1,11.1,693,1.019,,46.5,53.5
258,4:42:45.5 PM,0:02:02.781000,27.8,4.07,8,217,468,560,-11.2,52,88.3,58.1,-57.1,31.2,17.8,12.3,676,0.869,,40.2,59.8
259,4:42:47.7 PM,0:02:05.785000,26.5,3.98,9.5,226,511,585,-16.1,47.2,87.3,61.4,-57.4,29.9,16.5,9.4,626,1.066,,47.1,52.9
260,4:42:50.0 PM,0:02:03.832000,27,4.04,9.9,229,508,572,-13.6,50,87.4,63.5,-57.3,30.1,13.2,10.7,677,1.005,,45.2,54.8
261,4:42:52.2 PM,0:02:00.925000,28,4.13,9,261,561,591,-19.9,40.7,90,62.8,-56.5,33.5,15.3,11.9,663,1.02,,47.5,52.5
262,4:42:54.3 PM,0:01:59.397000,26.7,4.19,9,254,572,660,-12,51.5,86.3,63,-56.4,29.8,14.5,8.7,662,1.049,,46.6,53.4
263,4:42:56.6 PM,0:01:59.376000,28,4.19,8.7,270,579,605,-13.1,50.1,88.1,65.5,-57.2,30.9,12.7,9.9,607,0.944,,44.1,55.9
264,4:42:58.7 PM,0:02:00.537000,27.9,4.15,8.9,230,493,590,-15.4,46.8,84.2,58.5,-54.8,29.4,16.2,9.4,674,1.005,,46.8,53.2
265,4:43:00.9 PM,0:02:01.055000,26.7,4.13,10.1,234,526,592,-11,52.7,85,61.4,-55.8,29.2,14.7,8.9,709,1.095,,48.7,51.3
266,4:43:03.1 PM,0:01:57.680000,27.8,4.25,9.6,254,548,603,-12,50.9,86.2,62.5,-55.9,30.3,13.9,9.7,648,0.916,,42.4,57.6
267,4:43:05.3 PM,0:01:55.066000,27.2,4.35,9.4,235,518,597,-17.8,46.4,85.4,62.5,-57.4,28,15.1,7.9,664,0.961,,43.6,56.4
268,4:43:07.5 PM,0:01:54.555000,27.6,4.36,8.7,218,473,567,-17.6,43.6,84.9,59.2,-54.6,30.3,15.1,10.5,683,1.02,,46.9,53.1
269,4:43:09.7 PM,0:01:57.341000,29.6,4.26,7.9,261,529,559,-11.3,51.7,88.2,63.6,-56.9,31.3,11.9,12.7,633,0.9,,44.4,55.6
270,4:43:11.7 PM,0:02:00.878000,28.6,4.14,8.5,252,528,605,-9,53.9,87.1,61.1,-55.9,31.1,14.4,11.5,694,0.855,,40.7,59.3
271,4:43:13.8 PM,0:02:00.551000,27.2,4.15,9.6,258,568,619,-10.6,53.6,86.6,63,-57,29.6,14.4,9.2,665,1.11,,50.3,49.7
272,4:43:16.0 PM,0:02:00.700000,29.9,4.14,8.7,261,525,566,-10.6,51.8,87.9,59.6,-56.2,31.7,14.5,13.8,644,0.93,,46.3,53.7
273,4:43:18.0 PM,0:01:57.270000,28,4.26,9.4,254,544,609,-15.3,47.4,87.9,63.6,-57,30.9,13.2,11,661,0.946,,44.1,55.9
274,4:43:20.1 PM,0:01:53.758000,28.4,4.4,9.4,256,541,572,-7.4,56.2,88.4,63.7,-57.1,31.3,12.2,12.6,647,0.916,,43.3,56.7
275,4:43:22.3 PM,0:01:54.648000,27.4,4.36,9,261,571,632,-12.2,51.1,86.2,65,-56.2,29.9,12.7,8.5,661,1.005,,45.9,54.1
276,4:43:24.5 PM,0:01:56.112000,28.2,4.31,8.8,267,568,613,-13.9,49.9,86.4,64.7,-57,29.4,12,9.7,652,0.915,,42.9,57.1
277,4:43:26.6 PM,0:01:57.744000,29,4.25,8.3,209,434,490,-6.2,58.4,87.4,56.2,-57.2,30.1,20.1,11.1,678,0.96,,46.4,53.6
278,4:43:28.7 PM,0:02:00.610000,29.4,4.15,8.3,232,472,563,-12.1,49.5,86.9,56.6,-55.2,31.8,16,14.3,646,0.884,,43.4,56.6
279,4:43:30.7 PM,0:02:01.031000,28.3,4.13,9.4,210,445,518,-12.4,50.2,88.6,57,-56.8,31.8,18.1,13.5,596,1.007,,47.5,52.5
280,4:43:32.8 PM,0:01:59.177000,28.6,4.2,9.3,217,455,517,-9.9,52.9,86.4,58.5,-55.6,30.9,14.9,13,599,0.901,,42.9,57.1
281,4:43:34.9 PM,0:01:56.304000,28,4.3,9.6,219,470,525,-10.8,52.5,85.4,59.1,-55.6,29.8,14.2,12.1,616,0.93,,43.4,56.6
282,4:43:37.1 PM,0:01:53.449000,28.6,4.41,9.6,233,490,548,-10.9,52.9,86.6,60,-56.7,29.9,14.3,12.2,683,0.899,,42.8,57.2
283,4:43:39.2 PM,0:01:50.604000,29,4.52,9.4,196,406,496,-11.6,51,83.8,54.8,-54.4,29.4,17.1,11.9,736,0.976,,47.1,52.9
284,4:43:41.2 PM,0:01:50.553000,28.8,4.52,9.2,219,456,548,-9.1,54.2,85.5,57.9,-55.4,30.1,17.4,10.1,728,0.9,,43.2,56.8
285,4:43:43.3 PM,0:01:51.710000,29.6,4.48,8.5,249,506,563,-13.4,49,86.3,61.6,-55.7,30.6,13.6,11,619,0.872,,43,57
286,4:43:45.3 PM,0:01:53.409000,29,4.41,8.6,236,489,588,-16,45.6,86.8,60.2,-55.6,31.3,14.5,12.1,613,0.977,,47.2,52.8
287,4:43:47.4 PM,0:01:56.072000,28.8,4.31,8.8,228,475,533,-14.4,47.3,89.7,61.2,-56.8,32.9,14.6,13.9,615,0.901,,43.2,56.8
288,4:43:49.5 PM,0:01:57.602000,29.2,4.25,8.5,292,600,616,-11.7,52.7,85.7,66.2,-56.9,28.8,11.9,7.6,594,0.87,,42.3,57.7
289,4:43:51.5 PM,0:01:59.031000,29.6,4.2,8.3,297,601,636,-12,52.3,87.6,63.2,-57.8,29.8,14.3,10.1,654,0.883,,43.6,56.4
290,4:43:53.6 PM,0:01:58.868000,29.2,4.21,8.9,258,529,562,-14.9,49.8,89.8,64.7,-59.6,30.1,15.3,9.7,686,0.854,,41.6,58.4
291,4:43:55.6 PM,0:01:57.603000,28.7,4.25,8.9,265,554,603,-12,51.4,89.1,64,-57.8,31.3,13.4,11.7,654,0.915,,43.8,56.2
