Athlete,vespoli usa,,,,,,,,,,,,,,,,,,,,
Date,"Mon, Apr 27 2026",,,,,,,,,,,,,,,,,,,,
Interval,8,,,,,,,,,,,,,,,,,,,,
Start Time,5:09:18.5 PM,,,,,,,,,,,,,,,,,,,,
End Time,5:21:19.3 PM,,,,,,,,,,,,,,,,,,,,
Duration,0:12:00.8,,,,,,,,,,,,,,,,,,,,
Distance,3014 m,,,,,,,,,,,,,,,,,,,,
Class,4+,,,,,,,,,,,,,,,,,,,,
Shell,1,,,,,,,,,,,,,,,,,,,,
Seat,2,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Stroke,Timestamp,Split,SPM,Speed (m/s),DPS (m),Power (W),Work (J),Peak N,Peak °,Peak %,Length (°),Connection (°),Catch (°),Release (°),Slip (°),Wash (°),Check (ms),Drive Time (s),HR (bpm),Drive %,Recovery %
32,5:10:21.0 PM,0:01:54.159000,29,4.38,9.2,237,491,574,-13.1,51.9,84,60.3,-56.7,27.3,13.9,9.8,615,1.065,,51.4,48.6
33,5:10:23.1 PM,0:01:53.158000,30.3,4.42,8.7,243,482,570,-13.8,50.4,83.4,57.8,-55.9,27.5,16.2,9.4,601,1.02,,51.5,48.5
34,5:10:25.1 PM,0:01:52.387000,30.1,4.45,8.8,234,468,526,-11.8,52.7,85.7,58.3,-56.9,28.8,15.5,12,620,0.915,,45.9,54.1
35,5:10:27.0 PM,0:01:53.120000,29.4,4.42,8.7,223,454,532,-16.4,47.3,82.4,59.9,-55.4,26.9,13.6,8.9,647,0.93,,45.6,54.4
36,5:10:29.1 PM,0:01:54.185000,29.4,4.38,8.8,228,466,524,-11.7,53.8,82.8,58.6,-56.3,26.5,14,10.1,642,0.975,,47.8,52.2
37,5:10:31.1 PM,0:01:55.211000,29.4,4.34,8.5,230,468,542,-18.6,45,82.4,59.7,-55.7,26.7,13.1,9.7,618,0.962,,47.1,52.9
38,5:10:33.2 PM,0:01:55.973000,29.4,4.31,8.6,240,490,550,-10.7,55,83.8,61.3,-56.8,27,13.7,8.8,667,1.006,,49.3,50.7
39,5:10:35.2 PM,0:01:57.165000,30.3,4.27,8.3,213,421,488,-11.1,52.8,82.1,56,-54.5,27.6,15.5,10.6,638,0.96,,48.5,51.5
40,5:10:37.2 PM,0:01:57.124000,29.4,4.27,8.6,205,418,502,-7.3,58.7,82.9,57,-56,26.9,16.3,9.6,656,1.064,,52.2,47.8
41,5:10:39.2 PM,0:01:58.883000,31.2,4.21,7.8,228,437,513,-7.8,56.3,81.3,56.9,-53.6,27.7,15.8,8.6,617,0.841,,43.8,56.2
42,5:10:41.2 PM,0:01:59.133000,29,4.2,8.4,224,464,542,-9.6,55.2,83.4,57.1,-55.6,27.8,15.2,11.1,591,0.975,,47.1,52.9
43,5:10:43.2 PM,0:02:00.368000,28.8,4.15,8.3,216,451,535,-10.4,54.6,82.1,59,-55.2,26.9,13.9,9.2,637,1.081,,51.8,48.2
44,5:10:45.3 PM,0:02:01.305000,30.5,4.12,8.3,229,450,546,-11.1,53.3,82.5,55.8,-55.1,27.4,17.2,9.5,647,1.005,,51.1,48.9
45,5:10:47.3 PM,0:02:01.243000,30.3,4.12,8,246,487,541,-9.2,56.8,84.1,59.7,-57,27.1,16.4,7.9,649,1.019,,51.5,48.5
46,5:10:49.2 PM,0:02:00.930000,30.1,4.13,8.2,232,462,552,-10.4,55,82.3,58.5,-55.7,26.6,15.8,8,656,1.005,,50.4,49.6
47,5:10:51.2 PM,0:02:01.845000,29.2,4.1,8,278,571,665,-14.7,49,83.6,59.6,-55.7,27.9,15.3,8.8,679,1.036,,50.4,49.6
48,5:10:53.3 PM,0:02:01.289000,29.6,4.12,8.7,242,490,511,1.3,68.1,84.6,61.7,-56.3,28.3,16.6,6.3,702,0.915,,45.2,54.8
49,5:10:55.3 PM,0:02:01.372000,29.2,4.12,8.4,262,540,596,-8.8,56,83.9,62.4,-55.8,28.1,16.3,5.2,662,1.081,,52.6,47.4
50,5:10:57.4 PM,0:02:01.247000,29,4.12,8.3,225,465,542,-11.1,52.4,84.2,57.1,-55.2,28.9,17.3,9.8,662,1.052,,50.8,49.2
51,5:10:59.4 PM,0:02:01.350000,29.4,4.12,8.2,230,469,575,-15.9,47.1,82.6,57.9,-54.8,27.8,15,9.6,623,0.992,,48.6,51.4
52,5:11:01.5 PM,0:02:00.427000,29.2,4.15,8.8,225,461,505,-15.4,48.7,83.2,58.8,-55.9,27.3,14.1,10.2,642,0.976,,47.5,52.5
53,5:11:03.5 PM,0:02:01.969000,29.2,4.1,7.8,221,454,525,-13.2,50,82.8,57.6,-54.6,28.2,15.4,9.8,608,0.989,,48.1,51.9
54,5:11:05.6 PM,0:02:03.674000,30.5,4.04,7.6,215,423,546,-13.6,50.3,80.7,53.6,-54.2,26.5,16.4,10.7,645,0.912,,46.4,53.6
55,5:11:07.6 PM,0:02:04.040000,29.4,4.03,8.1,240,490,564,-8.1,57,84.1,57.8,-56,28.1,14.6,11.7,643,0.96,,47,53
56,5:11:09.6 PM,0:02:04.346000,30.3,4.02,7.9,214,424,512,-8.3,55.4,80.9,53.5,-53.2,27.8,17.5,9.9,662,0.975,,49.2,50.8
57,5:11:11.6 PM,0:02:05.160000,28.6,3.99,8.6,224,469,551,-8.4,57,82.7,58.1,-55.5,27.2,13.4,11.3,614,1.094,,52.1,47.9
58,5:11:13.7 PM,0:02:03.305000,29.4,4.05,8.4,216,441,504,-15.1,48.7,82.6,59,-55.4,27.3,13.1,10.5,605,0.976,,47.8,52.2
59,5:11:15.7 PM,0:02:02.226000,29.4,4.09,8.3,210,429,509,-15,48.2,82.3,56.8,-54.7,27.6,13.9,11.6,605,0.978,,47.9,52.1
60,5:11:17.8 PM,0:02:02.165000,29.2,4.09,8.3,199,409,510,-8.3,56.2,80.3,53.4,-53.4,26.8,15.2,11.6,693,1.05,,51.2,48.8
61,5:11:19.8 PM,0:02:02.433000,30.5,4.08,8,228,448,527,-8.5,55.7,81.6,54.3,-53.9,27.7,16.2,11.1,646,0.887,,45.1,54.9
62,5:11:21.8 PM,0:02:03.743000,28.4,4.04,8.5,213,451,563,-6.1,58.3,82.8,57.6,-54.4,28.4,13.4,11.8,645,0.974,,46.1,53.9
63,5:11:23.9 PM,0:02:04.135000,30.8,4.03,8.1,227,442,518,-12.2,51.3,81.8,55.6,-54.1,27.7,14.5,11.8,649,0.871,,44.7,55.3
64,5:11:25.8 PM,0:02:02.542000,29.2,4.08,8.8,212,436,541,-12.8,50.4,81,54.6,-53.6,27.4,15.7,10.7,618,0.974,,47.4,52.6
65,5:11:27.9 PM,0:02:02.587000,30.5,4.08,8.1,243,478,560,-15.6,49,83.9,58.4,-56.7,27.2,15.4,10.1,649,1.019,,51.8,48.2
66,5:11:29.9 PM,0:02:02.229000,29,4.09,8.1,219,454,557,-15.4,48.8,81.6,56.1,-55.2,26.4,14.7,10.8,613,0.989,,47.8,52.2
67,5:11:31.9 PM,0:02:01.478000,29.9,4.12,8.2,237,476,543,-13.4,50.6,83.4,59.7,-55.6,27.8,13,10.8,613,0.944,,47,53
68,5:11:33.9 PM,0:02:02.193000,30.1,4.09,8.2,228,454,522,-11.7,51.3,84.1,56.2,-54.9,29.2,14.9,12.9,606,0.945,,47.4,52.6
69,5:11:35.9 PM,0:02:03.994000,28.6,4.03,8.2,216,453,534,-16.1,48.4,82.8,58.9,-56.1,26.6,13,10.8,632,1.124,,53.5,46.5
70,5:11:38.0 PM,0:02:04.847000,29.6,4,8,225,456,529,-13.9,51.2,83.1,59.3,-56.4,26.7,14.2,9.6,616,0.992,,48.9,51.1
71,5:11:40.1 PM,0:02:05.174000,29.5,3.99,8.2,205,417,479,-16.6,47,84.1,55.5,-56.1,28,15.5,13.1,606,1.048,,51.4,48.6
72,5:11:42.1 PM,0:02:05.944000,28.5,3.97,8.2,205,432,509,-15,49.2,82.4,55.5,-55.5,26.9,15.8,11.1,638,1.011,,48,52
73,5:11:44.2 PM,0:02:06.260000,30.2,3.96,8,213,424,508,-17.2,46.3,82,54.8,-55.2,26.8,16.6,10.6,634,0.974,,48.9,51.1
74,5:11:46.2 PM,0:02:05.648000,28.4,3.98,8.2,199,421,485,-9.9,55.4,81.4,56.4,-54.9,26.4,14.5,10.4,644,1.033,,48.9,51.1
75,5:11:48.3 PM,0:02:05.068000,30.3,4,8,215,426,496,-16,48.6,81.8,56.5,-55.7,26.1,14.8,10.5,640,0.974,,49.2,50.8
76,5:11:50.3 PM,0:02:04.359000,29.4,4.02,8.5,246,502,585,-12.2,50.5,81.8,56.2,-53.5,28.3,16.3,9.4,706,1.05,,51.4,48.6
77,5:11:52.3 PM,0:02:03.058000,30.5,4.06,8,251,493,583,-13.9,47.5,84.6,56.3,-54.1,30.5,13.4,14.8,622,0.883,,45,55
78,5:11:54.3 PM,0:02:03.615000,30.1,4.04,8.1,217,433,500,-16.7,45.4,82.3,57,-54.1,28.3,14.3,11,644,0.959,,48.1,51.9
79,5:11:56.3 PM,0:02:02.386000,28.1,4.09,8.6,181,387,458,-7.4,57.7,81.7,56.5,-54.6,27.1,15.9,9.3,683,0.991,,46.5,53.5
80,5:11:58.4 PM,0:02:02.714000,30.1,4.07,7.8,208,415,473,-11.1,51.8,80.7,56.5,-52.9,27.8,14.4,9.8,685,1.095,,54.9,45.1
81,5:12:00.4 PM,0:02:04.368000,29.4,4.02,8,213,435,525,-9.7,54.9,82.4,53.9,-54.9,27.5,17.6,10.9,681,1.033,,50.7,49.3
82,5:12:02.5 PM,0:02:04.506000,30.3,4.02,7.8,241,477,546,-14.3,47.7,83.3,58.1,-54.1,29.2,13.4,11.7,623,0.9,,45.4,54.6
83,5:12:04.4 PM,0:02:04.261000,30.5,4.02,8.1,232,455,555,-12.2,49.5,82.1,55.1,-52.9,29.3,16.7,10.3,707,0.899,,45.8,54.2
84,5:12:06.4 PM,0:02:03.917000,28.6,4.03,8.7,222,466,575,-11.8,51.7,81.6,57.5,-54,27.6,14,10.1,628,0.958,,45.6,54.4
85,5:12:08.5 PM,0:02:02.503000,29.9,4.08,8.3,243,488,573,-8.9,56.1,81,57.2,-54.3,26.7,15.2,8.6,650,0.974,,48.5,51.5
86,5:12:10.5 PM,0:02:02.775000,30.5,4.07,7.5,242,476,547,-11.2,52.4,81.4,56.8,-53.9,27.5,13.7,10.9,639,0.915,,46.5,53.5
87,5:12:12.5 PM,0:02:03.394000,29.2,4.05,8.3,237,487,560,-11.4,53.2,83.1,57.2,-55.6,27.6,14.8,11.1,644,1.093,,53.2,46.8
88,5:12:14.5 PM,0:02:03.389000,30.5,4.05,7.9,233,458,539,-14.2,48.8,82.3,55.7,-54.4,27.9,15.5,11,637,0.895,,45.5,54.5
89,5:12:16.5 PM,0:02:04.258000,29.4,4.02,8,221,452,502,-18.9,43.8,81.8,56.8,-54.7,27.1,13.9,11.2,646,1.004,,49.2,50.8
90,5:12:18.5 PM,0:02:05.229000,30.5,3.99,7.8,210,412,503,-13.6,48.2,82.4,52.9,-53.2,29.1,17.4,12.1,639,0.932,,47.4,52.6
91,5:12:20.5 PM,0:02:04.489000,28.4,4.02,8.3,197,418,517,-12.6,51.1,82.8,55.3,-54.9,27.9,14.7,12.8,612,1.14,,53.9,46.1
92,5:12:22.6 PM,0:02:06.060000,29.6,3.97,7.7,214,434,505,-14.6,48.6,84.1,58.8,-55.4,28.6,12.6,12.7,633,0.99,,48.9,51.1
93,5:12:24.6 PM,0:02:06.837000,29.4,3.94,8.3,220,450,540,-13.1,51.7,81.5,59.4,-55.2,26.3,12.9,9.2,673,0.947,,46.4,53.6
94,5:12:26.7 PM,0:02:06.672000,28.4,3.95,8.3,207,437,521,-10.7,54.8,82.6,57.4,-56,26.6,16.7,8.5,679,0.973,,46.1,53.9
95,5:12:28.8 PM,0:02:07.787000,30.3,3.91,7.7,222,439,505,-7.6,57.7,81.1,57.5,-54.4,26.7,14.6,8.9,660,1.02,,51.5,48.5
96,5:12:30.8 PM,0:02:07.449000,28.6,3.92,8.1,216,453,531,-10.2,53.5,82.2,54.9,-54.2,28,15.8,11.5,606,1.065,,50.7,49.3
97,5:12:32.9 PM,0:02:07.014000,29.6,3.94,8.3,206,418,532,-15.2,48.2,81.3,53.5,-54.4,26.8,16.6,11.2,607,1.006,,49.6,50.4
98,5:12:34.9 PM,0:02:07.580000,30.3,3.92,8.1,232,458,548,-14.9,50,81.2,58.5,-55.6,25.6,13.2,9.4,656,1.049,,53,47
99,5:12:36.9 PM,0:02:05.546000,28.9,3.98,8.7,203,420,456,-3.3,62.3,83,55.7,-55.1,27.9,13.9,13.4,696,1.025,,49.4,50.6
100,5:12:39.0 PM,0:02:04.450000,31.3,4.02,8.1,229,440,522,-13.3,51,82.1,58,-55.2,26.9,14.4,9.8,630,0.871,,45.5,54.5
101,5:12:40.9 PM,0:02:03.194000,29,4.06,8.7,204,421,490,-16.9,46.6,83.1,54.9,-55.6,27.4,15.5,12.7,638,1.079,,52.1,47.9
102,5:12:42.9 PM,0:02:00.944000,29,4.13,8.7,217,449,515,-15.2,48.4,82.5,58.4,-55.1,27.4,13.9,10.2,641,0.973,,47.1,52.9
103,5:12:45.0 PM,0:02:00.107000,30.3,4.16,8.5,219,435,523,-11.9,52.3,82,55.5,-54.7,27.3,14.3,12.2,659,0.93,,46.9,53.1
104,5:12:47.0 PM,0:01:58.612000,30.3,4.22,8.1,232,459,523,-10.4,54.4,82.4,58.1,-55.2,27.1,13.6,10.7,622,0.914,,46.2,53.8
105,5:12:49.0 PM,0:01:59.178000,29.4,4.2,8.1,212,432,509,-10.4,53.6,80.9,56.5,-53.7,27.2,14.8,9.5,675,0.974,,47.7,52.3
106,5:12:51.0 PM,0:02:00.411000,28.8,4.15,8.1,217,453,515,-10.1,54.7,84.3,55.3,-56.2,28.1,17.2,11.8,650,1.036,,49.7,50.3
107,5:12:53.1 PM,0:02:03.087000,29.4,4.06,8.2,221,450,523,-15.2,47.7,82.6,58.8,-54.6,28.1,12.5,11.4,650,0.976,,47.8,52.2
108,5:12:55.1 PM,0:02:04.939000,29.2,4,8.4,217,445,501,-11.6,52.6,82.6,58.1,-55.1,27.5,15.6,8.8,659,1.079,,52.5,47.5
109,5:12:57.2 PM,0:02:03.899000,30.3,4.04,8.3,233,461,528,-10,55.2,83.8,57.7,-56.2,27.5,14.5,11.6,657,0.96,,48.5,51.5
110,5:12:59.2 PM,0:02:03.674000,29,4.04,8.4,197,408,467,-9.4,55.8,82.8,56.6,-55.6,27.3,16.6,9.7,630,1.05,,50.7,49.3
111,5:13:01.2 PM,0:02:02.685000,29.9,4.08,7.7,213,428,477,-17.4,47.4,84.3,58.7,-57.3,26.9,14.4,11.2,645,0.9,,44.8,55.2
112,5:13:03.3 PM,0:02:04.532000,28.6,4.02,8,206,434,462,-10.6,53.1,84.8,58.5,-55.6,29.1,12.6,13.6,621,0.989,,47.1,52.9
113,5:13:05.4 PM,0:02:05.686000,29.9,3.98,8,200,402,457,-7.4,56.1,83.4,54,-54.2,29.2,15.1,14.3,657,0.93,,46.3,53.7
114,5:13:07.4 PM,0:02:06.178000,29.9,3.96,8.1,200,401,496,-12.6,49.8,82.1,53.1,-53.4,28.6,15.8,13.2,658,0.914,,45.5,54.5
115,5:13:09.4 PM,0:02:04.841000,28.5,4.01,9,201,423,503,-15.4,48.4,82.4,58.3,-55.3,27.1,12.9,11.2,650,0.989,,47.1,52.9
116,5:13:11.5 PM,0:02:02.999000,30.8,4.07,7.5,189,369,421,-6,58.9,84,53.1,-55.5,28.5,18.4,12.5,598,0.9,,46.2,53.8
117,5:13:13.4 PM,0:02:02.613000,29.9,4.08,8,202,406,476,-9.2,55.1,80.5,54.1,-53.6,26.9,15.1,11.3,640,1.049,,52.2,47.8
118,5:13:15.4 PM,0:02:02.574000,29.4,4.08,8.3,215,439,519,-14.8,49.5,82.1,58.9,-55.4,26.6,13.1,10.1,631,1.095,,53.7,46.3
119,5:13:17.5 PM,0:02:01.776000,29.6,4.11,8.2,226,458,499,-11.7,53.3,83,59.1,-55.9,27.1,13.5,10.4,653,0.959,,47.4,52.6
120,5:13:19.5 PM,0:02:04.017000,29.6,4.03,7.8,233,472,541,-10.7,54.4,82.6,58,-55.6,27,14.8,9.8,673,0.9,,44.4,55.6
121,5:13:21.5 PM,0:02:03.265000,29.2,4.06,8.1,241,494,553,-11.6,52.5,83.4,60.3,-55.4,28,14.1,9,672,0.944,,46,54
122,5:13:23.6 PM,0:02:03.865000,30,4.04,7.8,230,459,527,-11.3,53.4,83.2,59.3,-55.7,27.4,14.1,9.8,665,1.083,,54.2,45.8
123,5:13:25.6 PM,0:02:04.747000,29.9,4.01,7.7,227,456,510,-12.3,52.2,83.9,59.1,-56.1,27.8,13.5,11.3,633,0.958,,47.7,52.3
124,5:13:27.6 PM,0:02:06.031000,30.1,3.97,7.8,220,440,525,-12.1,52.8,81.8,58.1,-55.3,26.4,13.7,9.9,617,0.913,,45.8,54.2
125,5:13:29.6 PM,0:02:06.153000,29.2,3.96,7.9,241,497,590,-12.8,52.1,83.6,58.8,-56.4,27.2,14.1,10.7,666,1.097,,53.3,46.7
126,5:13:31.6 PM,0:02:07.146000,29.4,3.93,8,244,497,574,-6.4,58.6,83.7,59.8,-55.4,28.3,14,10,614,1.021,,50,50
127,5:13:33.7 PM,0:02:07.271000,30.3,3.93,8,239,474,522,-13.5,49.2,84.7,59.3,-55.2,29.5,12.3,13.2,612,0.93,,47,53
128,5:13:35.7 PM,0:02:06.041000,29.6,3.97,8.3,215,436,528,-10.1,54.4,84,57.6,-55.7,28.3,16.5,10,642,0.915,,45.2,54.8
129,5:13:37.7 PM,0:02:04.437000,29.6,4.02,7.9,190,384,460,-9,56.7,82.6,52.9,-55.9,26.8,18.3,11.5,644,1.035,,51.1,48.9
130,5:13:39.7 PM,0:02:03.823000,29.2,4.04,8.3,196,404,472,-14.5,46.9,81,54,-52.5,28.5,16.1,10.9,622,1.021,,49.7,50.3
131,5:13:41.8 PM,0:02:03.196000,31,4.06,7.9,187,363,433,-12.7,51.5,81.5,53.5,-54.7,26.8,17,11,620,0.903,,46.6,53.4
132,5:13:43.7 PM,0:02:03.071000,29.9,4.06,7.9,290,583,643,-11.4,54,83.5,63.1,-56.5,27,12,8.4,593,0.947,,47.1,52.9
133,5:13:45.7 PM,0:02:05.011000,30.3,4,7.6,275,543,598,-13.8,50.9,82.6,62.6,-55.9,26.7,11.7,8.3,619,0.943,,47.7,52.3
134,5:13:47.7 PM,0:02:04.706000,30.3,4.01,7.7,267,529,602,-12.1,53.8,82.8,63.4,-56.6,26.2,12.4,7.1,654,0.945,,47.7,52.3
135,5:13:49.7 PM,0:02:03.400000,30.1,4.05,8.1,224,447,519,-6.9,57.8,80.4,56.5,-53.4,27,16.1,7.8,675,0.96,,48.1,51.9
136,5:13:51.7 PM,0:02:03.814000,29.4,4.04,8.1,218,444,544,-7.5,56.9,83.4,56.3,-55,28.4,15.6,11.5,641,1.065,,52.2,47.8
137,5:13:53.7 PM,0:02:03.869000,28.8,4.04,7.9,219,456,546,-11.9,53.5,84.3,58,-56.9,27.3,14.3,11.9,628,1.02,,48.9,51.1
138,5:13:55.8 PM,0:02:04.402000,30.8,4.02,7.6,226,440,515,-11.3,54.4,83.3,56.3,-56.6,26.7,14.2,12.8,631,0.974,,50,50
139,5:13:57.7 PM,0:02:05.367000,29,3.99,8,256,530,593,-10.8,55.2,82.3,59.8,-56.2,26,13.6,8.8,650,1.019,,49.2,50.8
140,5:13:59.8 PM,0:02:06.744000,29.8,3.94,7.9,234,471,558,-13.9,51.2,83.6,58.2,-56.7,26.9,16.4,9,671,1.081,,53.8,46.2
141,5:14:01.8 PM,0:02:06.860000,30.5,3.94,7.8,214,420,492,-9.4,57,82.9,54.7,-56.7,26.2,17.3,10.9,701,1.034,,52.6,47.4
142,5:14:03.8 PM,0:02:05.874000,29.6,3.97,8.1,183,370,435,-21.4,41,82.3,53.1,-55.2,27.1,15.5,13.7,619,0.958,,47.3,52.7
143,5:14:05.8 PM,0:02:04.713000,30.1,4.01,8.3,182,363,456,-11.9,51.6,80.9,50.2,-53.6,27.3,17.4,13.3,634,0.961,,48.1,51.9
144,5:14:07.8 PM,0:02:03.653000,29.4,4.04,7.6,200,407,461,-14.8,49.8,81.8,57.7,-55.6,26.2,13.9,10.2,642,1.02,,50,50
145,5:14:09.8 PM,0:02:03.604000,30.3,4.05,7.8,218,431,518,-15.4,46.8,81,53.8,-53.4,27.6,15.7,11.5,632,0.945,,47.7,52.3
146,5:14:11.8 PM,0:02:02.929000,30.1,4.07,8.3,208,416,463,-11.9,51.6,83.9,56.8,-55.2,28.7,15.1,11.9,661,0.929,,46.6,53.4
147,5:14:13.8 PM,0:02:02.984000,28.8,4.07,8.3,222,464,528,-15.2,48.6,83.1,57.6,-55.6,27.5,14.8,10.7,618,1.004,,48.2,51.8
148,5:14:15.9 PM,0:02:04.203000,30.5,4.03,7.7,229,450,514,-10.2,54.1,84.4,59.6,-55.9,28.5,15.2,9.5,649,0.916,,46.6,53.4
149,5:14:17.9 PM,0:02:03.500000,28.6,4.05,8.1,187,392,445,-16.2,46.5,82.2,54.1,-54.4,27.8,16.3,11.8,646,1.05,,50,50
150,5:14:20.0 PM,0:02:02.816000,30.3,4.07,8.1,219,433,511,-18.7,43.3,82.8,55.3,-54.6,28.2,14.3,13.2,619,0.99,,50,50
