Athlete,vespoli usa,,,,,,,,,,,,,,,,,,,,
Date,"Mon, Apr 27 2026",,,,,,,,,,,,,,,,,,,,
Interval,7,,,,,,,,,,,,,,,,,,,,
Start Time,4:53:02.3 PM,,,,,,,,,,,,,,,,,,,,
End Time,5:04:00.3 PM,,,,,,,,,,,,,,,,,,,,
Duration,0:10:57.9,,,,,,,,,,,,,,,,,,,,
Distance,2839 m,,,,,,,,,,,,,,,,,,,,
Class,4+,,,,,,,,,,,,,,,,,,,,
Shell,1,,,,,,,,,,,,,,,,,,,,
Seat,2,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Stroke,Timestamp,Split,SPM,Speed (m/s),DPS (m),Power (W),Work (J),Peak N,Peak °,Peak %,Length (°),Connection (°),Catch (°),Release (°),Slip (°),Wash (°),Check (ms),Drive Time (s),HR (bpm),Drive %,Recovery %
17,4:53:37.6 PM,0:01:52.571000,29,4.44,9.2,224,464,533,-14.2,48,87.3,54.9,-56.1,31.3,18.7,13.7,668,1.006,,48.6,51.4
18,4:53:39.7 PM,0:01:54.331000,28.4,4.37,9.3,240,507,570,-9.2,54.1,88.2,61.8,-56.9,31.3,16,10.4,617,0.975,,46.1,53.9
19,4:53:41.8 PM,0:01:54.742000,29.2,4.36,9.3,256,526,551,-14.2,49.3,88.3,61.7,-57.7,30.6,16.9,9.7,647,0.99,,48.2,51.8
20,4:53:43.9 PM,0:01:52.409000,28.2,4.45,9.9,240,512,575,-9.6,54.7,85.6,60.5,-56.4,29.1,15,10.1,703,0.989,,46.4,53.6
21,4:53:46.0 PM,0:01:50.422000,28.2,4.53,9.7,223,476,540,-17.9,44.8,88.4,57.2,-57.5,30.9,19.2,12,672,0.975,,45.8,54.2
22,4:53:48.1 PM,0:01:49.630000,27.4,4.56,9.5,224,492,525,-15,48.3,87.8,62.1,-57.4,30.4,14.1,11.6,621,1.02,,46.6,53.4
23,4:53:50.3 PM,0:01:51.138000,27,4.5,9.3,222,492,545,-12.3,52,84.8,61.5,-56.4,28.4,13.9,9.4,686,0.959,,43.2,56.8
24,4:53:52.5 PM,0:01:54.321000,28.2,4.37,9.2,245,522,565,-12.4,52.1,88.5,62.4,-58.6,29.9,15.4,10.7,673,1.021,,47.9,52.1
25,4:53:54.7 PM,0:01:56.131000,27.4,4.31,10,201,441,545,-10.5,53.2,86.5,56.2,-56.5,30,18.1,12.1,672,0.961,,43.9,56.1
26,4:53:56.9 PM,0:01:56.689000,27,4.28,9.7,230,511,544,-15.7,47.7,86.8,62,-57.1,29.8,13.7,11.2,657,1.003,,45.2,54.8
27,4:53:59.1 PM,0:01:55.663000,27.6,4.32,10,213,464,540,-13.2,50.5,86,58.6,-56.6,29.4,17.6,9.8,655,1.081,,49.7,50.3
28,4:54:01.2 PM,0:01:52.333000,28.6,4.45,9.2,267,561,600,-15.4,47.7,87.1,63.9,-56.9,30.2,13.8,9.4,649,0.915,,43.6,56.4
29,4:54:03.3 PM,0:01:53.636000,28,4.4,8.7,249,534,587,-9,55.1,87.1,61.9,-57,30.1,15.7,9.5,689,0.959,,44.7,55.3
30,4:54:05.5 PM,0:01:55.071000,29.4,4.35,8.8,259,528,601,-14.6,48.1,85.9,62.5,-55.9,30,13.4,10,664,0.886,,43.4,56.6
31,4:54:07.5 PM,0:01:55.417000,28.2,4.33,9.5,268,570,611,-15.8,47.7,88.4,64.4,-58,30.4,12.2,11.8,668,0.928,,43.6,56.4
32,4:54:09.7 PM,0:01:56.432000,27.8,4.29,9.6,259,559,595,-16.5,47,86.5,64,-57.2,29.3,13.7,8.9,678,0.928,,43,57
33,4:54:11.8 PM,0:01:54.296000,29.2,4.37,9.8,247,509,574,-12.6,51.2,86.8,62.6,-57,29.8,15,9.2,636,0.887,,43.1,56.9
34,4:54:13.9 PM,0:01:51.466000,28.2,4.49,9.9,261,555,607,-10.8,53.1,86.4,64.7,-56.7,29.7,13.4,8.3,635,0.886,,41.6,58.4
35,4:54:16.0 PM,0:01:49.518000,28.6,4.57,9.4,249,524,583,-14.7,47.8,86.2,62.1,-55.9,30.3,15.1,9.1,671,0.976,,46.5,53.5
36,4:54:18.1 PM,0:01:50.340000,28,4.53,9.3,240,515,570,-18,43.7,90.2,60.6,-57.4,32.8,16.2,13.4,625,0.932,,43.4,56.6
37,4:54:20.3 PM,0:01:51.255000,28.2,4.49,9.2,246,524,568,-15.2,46.4,90.8,64.1,-57.4,33.4,14.3,12.3,635,0.898,,42.2,57.8
38,4:54:22.4 PM,0:01:52.708000,28,4.44,9.4,266,572,583,-6,56.8,91.9,66.8,-58.2,33.7,13.3,11.9,693,0.944,,44,56
39,4:54:24.5 PM,0:01:55.064000,27.9,4.35,9.6,253,543,586,-7.9,55.5,88,62.8,-56.7,31.3,14.1,11,676,0.932,,43.4,56.6
40,4:54:26.7 PM,0:01:55.047000,27,4.35,9.7,240,533,563,-14.3,50.3,86.6,65.6,-57.8,28.8,13.3,7.7,691,1.02,,46,54
41,4:54:28.9 PM,0:01:54.852000,28.2,4.35,9.4,243,517,507,-21.9,41.5,87.8,63.7,-58.4,29.4,14.2,9.9,666,0.975,,45.8,54.2
42,4:54:31.0 PM,0:01:54.046000,27.4,4.38,9.6,219,480,531,-12.1,51.6,85.7,61,-56.3,29.4,15.2,9.5,668,1.065,,48.6,51.4
43,4:54:33.2 PM,0:01:52.907000,28.6,4.43,9,256,538,585,-12.5,49.9,87.3,64,-56.1,31.3,14,9.3,658,0.871,,41.5,58.5
44,4:54:35.3 PM,0:01:54.330000,28.2,4.37,9.3,233,496,533,-15.1,48.1,91,61.6,-58.9,32.1,18.5,10.9,631,0.991,,46.6,53.4
45,4:54:37.4 PM,0:01:54.724000,27.8,4.36,9.2,236,511,554,-9.6,53.9,87.2,63.8,-56.6,30.6,14.4,9,678,0.93,,43,57
46,4:54:39.6 PM,0:01:55.300000,26.7,4.34,10.4,224,504,565,-15.4,48.4,86.7,63.1,-57.4,29.3,13.9,9.7,670,0.946,,42,58
47,4:54:41.9 PM,0:01:54.798000,29,4.36,9.7,262,542,592,-10.6,53.4,90.8,63,-59.1,31.8,16.1,11.7,673,0.976,,47.2,52.8
48,4:54:43.9 PM,0:01:52.669000,27.8,4.44,9.9,236,509,533,-12,51.1,89.2,63.6,-57.6,31.6,13.8,11.8,672,0.988,,45.8,54.2
49,4:54:46.1 PM,0:01:51.338000,26.7,4.49,9.8,214,482,548,-10.2,53,86.2,62.4,-55.9,30.3,14.7,9.1,657,0.946,,42,58
50,4:54:48.3 PM,0:01:51.945000,27.8,4.47,8.9,249,538,552,-14.6,49.5,88.4,65.8,-58.3,30.1,14.5,8.1,679,1.141,,52.8,47.2
51,4:54:50.5 PM,0:01:54.294000,28.2,4.37,9,262,558,597,-9.4,54.4,86.3,63.2,-56.3,29.9,15.5,7.6,699,1.079,,50.7,49.3
52,4:54:52.6 PM,0:01:56.278000,28.8,4.3,9.1,264,551,575,-3.7,61.4,86.7,66.9,-57,29.7,12.6,7.2,667,0.974,,46.7,53.3
53,4:54:54.7 PM,0:01:57.898000,26.8,4.24,9.8,261,583,604,-9.4,55.6,85.9,65.3,-57.2,28.8,12.4,8.3,641,0.992,,44.3,55.7
54,4:54:56.9 PM,0:01:56.343000,28.6,4.3,9.6,264,553,586,-12.1,52.9,85.9,64.7,-57.5,28.4,14.1,7,676,0.954,,45.5,54.5
55,4:54:59.0 PM,0:01:53.347000,28,4.41,9.7,265,569,574,-6.9,57.3,89.3,65.4,-58,31.3,13.8,10.1,678,0.945,,44.1,55.9
56,4:55:01.2 PM,0:01:53.274000,26.8,4.41,8.9,252,563,572,-12.9,51.6,88.5,66.7,-58.6,29.9,13.3,8.4,680,0.989,,44.3,55.7
57,4:55:03.4 PM,0:01:54.596000,29,4.36,9,257,533,576,-16.9,46,88.4,61.8,-57.5,30.9,15.1,11.5,657,1.006,,48.6,51.4
58,4:55:05.5 PM,0:01:56.270000,26.9,4.3,9.6,241,539,580,-12.5,52.4,88.9,65.8,-59.1,29.8,13,10,684,0.973,,43.6,56.4
59,4:55:07.7 PM,0:01:56.799000,28.3,4.28,9.7,280,594,659,-12.7,50.6,86.6,64.7,-56.6,30,14,8,703,0.872,,41.2,58.8
60,4:55:09.8 PM,0:01:55.374000,28.2,4.33,9.7,263,559,636,-11.4,53,87.8,61.8,-58,29.8,16.9,9.1,651,0.959,,45,55
61,4:55:12.0 PM,0:01:53.153000,26.8,4.42,9.8,239,534,593,-15.1,49,87.1,62.6,-57.8,29.3,16,8.4,672,1.066,,47.7,52.3
62,4:55:14.2 PM,0:01:52.021000,28.8,4.46,8.8,230,480,572,-16.9,45.9,86.8,57.8,-56.7,30.1,17.8,11.1,679,0.899,,43.1,56.9
63,4:55:16.3 PM,0:01:53.145000,27,4.42,9.7,220,489,568,-12.6,51.1,85.4,58.8,-56.3,29.1,15.8,10.8,640,1.11,,50,50
64,4:55:18.5 PM,0:01:54.047000,29.4,4.38,9.3,273,557,602,-16.8,45.6,84.8,63.4,-55.5,29.3,12.9,8.5,681,0.944,,46.3,53.7
65,4:55:20.6 PM,0:01:54.415000,28.4,4.37,9.7,273,577,659,-15.2,48.9,87.1,61.2,-57.8,29.3,15.7,10.2,682,0.946,,44.7,55.3
66,4:55:22.7 PM,0:01:53.561000,27.2,4.4,10.4,267,589,659,-17.7,45.2,85.4,61.7,-56.3,29.1,14.7,8.9,692,1.005,,45.6,54.4
67,4:55:24.9 PM,0:01:51.019000,28.2,4.5,10,257,548,597,-16.2,46.5,89.3,62,-57.7,31.6,15,12.2,705,0.975,,45.8,54.2
68,4:55:27.0 PM,0:01:49.728000,27.2,4.56,9.7,240,530,565,-14,49.5,86.8,61.3,-56.9,29.8,13.7,11.8,711,0.974,,44.2,55.8
69,4:55:29.2 PM,0:01:49.949000,27,4.55,10.3,225,499,598,-14.3,49.8,85.1,61.2,-56.7,28.4,14.9,8.9,722,1.003,,45.2,54.8
70,4:55:31.4 PM,0:01:50.559000,26.8,4.52,9.7,224,500,555,-16.4,43.3,89.6,57.8,-55.1,34.4,15.1,16.6,749,0.989,,44.2,55.8
71,4:55:33.7 PM,0:01:53.868000,25.8,4.39,9.8,212,492,581,-12.9,50.9,86.6,58.4,-57,29.6,16.8,11.4,674,1.066,,45.8,54.2
72,4:55:36.0 PM,0:01:54.803000,28.5,4.36,9.2,233,491,593,-9.9,51.5,85.3,57.3,-53.9,31.4,14.4,13.6,688,0.888,,42.2,57.8
73,4:55:38.1 PM,0:01:55.439000,27.6,4.33,9.3,223,484,574,-12.1,49.8,85.1,58.1,-54.5,30.6,14.7,12.2,711,0.974,,44.8,55.2
74,4:55:40.3 PM,0:01:57.734000,27.2,4.25,9.1,242,533,590,-15.9,47.1,88.3,62.7,-57.5,30.8,15.1,10.4,662,1.004,,45.6,54.4
75,4:55:42.5 PM,0:01:58.400000,27,4.22,9.6,225,499,570,-8.4,55.9,87.9,59.7,-57.5,30.4,16.8,11.4,707,0.96,,43.2,56.8
76,4:55:44.7 PM,0:01:59.231000,26.1,4.19,9.7,219,503,584,-14.3,49.6,86.5,62.1,-57.2,29.3,14.4,9.9,717,1.111,,48.4,51.6
77,4:55:47.0 PM,0:01:59.129000,27.2,4.2,9.6,243,535,592,-13.5,49.2,87.4,63,-56.5,30.9,13.6,10.9,704,0.946,,42.9,57.1
78,4:55:49.2 PM,0:01:57.607000,27.2,4.25,9.5,246,543,607,-15.8,46.6,88.3,62.8,-56.9,31.4,13.4,12,655,1.02,,46.3,53.7
79,4:55:51.4 PM,0:01:56.591000,27.4,4.29,9.4,210,459,546,-12.6,51.4,85.5,57.8,-56.5,29,15.9,11.8,726,0.973,,44.5,55.5
80,4:55:53.6 PM,0:01:57.143000,27.3,4.27,9.7,258,566,621,-15.4,46.6,90.3,63.3,-57.6,32.8,13.3,13.7,688,1.067,,48.6,51.4
81,4:55:55.8 PM,0:01:57.358000,26.3,4.26,10.1,189,430,505,-11.7,52.1,85.8,60.1,-56.4,29.4,13.2,12.4,715,1.138,,49.9,50.1
82,4:55:58.1 PM,0:01:56.433000,27.7,4.29,9.1,229,495,571,-13.7,48.8,83.7,60.5,-54.6,29.1,15,8.2,722,1.05,,48.5,51.5
83,4:56:00.2 PM,0:01:55.065000,28.4,4.35,9.3,237,499,557,-17.8,42.9,86.9,59.8,-55.1,31.8,14.7,12.3,671,1.02,,48.3,51.7
84,4:56:02.3 PM,0:01:55.701000,26.3,4.32,9.5,209,477,552,-18.4,43.8,86.7,62.2,-56.4,30.3,13.5,11,681,1.004,,44.1,55.9
85,4:56:04.6 PM,0:01:56.838000,28.4,4.28,9,242,512,571,-14.1,48.6,86.9,62,-56.4,30.6,12.8,12.2,653,0.987,,46.7,53.3
86,4:56:06.7 PM,0:01:58.135000,27.2,4.23,10,252,555,609,-8.6,54.9,87.4,64.3,-56.6,30.9,13.8,9.4,636,0.917,,41.5,58.5
87,4:56:08.9 PM,0:01:56.603000,28,4.29,9.7,218,467,564,-5.2,59,89.1,55.1,-57.8,31.3,20.3,13.7,688,0.958,,44.7,55.3
88,4:56:11.1 PM,0:01:54.182000,27,4.38,9.7,243,540,597,-11.5,52,86.3,62.9,-56.3,29.9,13.5,9.8,637,0.901,,40.6,59.4
89,4:56:13.3 PM,0:01:54.765000,28.2,4.36,8.7,305,649,725,-6.7,57.4,86.4,63.4,-56.3,30.1,15.2,7.8,689,1.02,,47.9,52.1
90,4:56:15.4 PM,0:01:55.358000,27.4,4.33,9.3,307,672,673,-8.2,56,88.2,68,-57.6,30.6,13.4,6.8,663,0.901,,41.1,58.9
91,4:56:17.6 PM,0:01:56.319000,27.4,4.3,10.1,293,642,665,-12.4,51.3,88.5,67.1,-57.7,30.8,12.7,8.7,719,0.93,,42.5,57.5
92,4:56:19.8 PM,0:01:56.510000,26.7,4.29,10.1,216,485,539,-6.9,55.8,90.1,61.8,-57.1,32.9,14.1,14.1,661,1.11,,49.4,50.6
93,4:56:22.1 PM,0:01:54.418000,26.7,4.37,9.4,222,499,595,-12.9,53.3,90.8,59.9,-61.2,29.5,19.5,11.3,621,1.109,,49.3,50.7
94,4:56:24.3 PM,0:01:54.978000,28.2,4.35,8.4,236,503,561,-14.4,48.9,90.1,60.1,-58.4,31.6,17.7,12.3,666,1.05,,49.3,50.7
95,4:56:26.4 PM,0:01:59.085000,26.3,4.2,8.9,214,487,593,-5.6,57.8,86.3,58.1,-55.4,30.9,16.4,11.8,658,0.991,,43.5,56.5
96,4:56:28.7 PM,0:02:01.755000,28.4,4.11,9.5,224,474,545,-9.2,53.3,86,56.5,-55.1,30.9,17.8,11.7,633,0.976,,46.1,53.9
97,4:56:30.8 PM,0:02:01.865000,27.8,4.1,9.5,243,525,586,-14.9,47.9,88.9,59.4,-57.4,31.5,17.2,12.4,666,1.019,,47.2,52.8
98,4:56:33.0 PM,0:01:59.674000,26.8,4.18,9.7,231,517,577,-13.4,49.6,87.8,63,-56.9,30.8,13.6,11.1,674,1.019,,45.6,54.4
99,4:56:35.2 PM,0:01:56.738000,29.4,4.28,8.2,253,516,580,-7.8,55.9,84.4,60.9,-55,29.4,14.9,8.6,663,0.976,,47.8,52.2
100,4:56:37.3 PM,0:01:56.577000,28.6,4.29,8.9,215,451,520,-6.9,56.5,85.1,57,-55,30.1,17.5,10.5,693,0.84,,40,60
101,4:56:39.4 PM,0:01:58.448000,26.5,4.22,9.6,211,477,552,-12.3,51.8,85.8,60.7,-56.7,29,14.5,10.5,660,1.035,,45.7,54.3
102,4:56:41.6 PM,0:01:59.794000,28.6,4.17,9.1,257,539,602,-14.5,47.6,90.3,61,-57.5,32.8,15.6,13.6,636,0.914,,43.5,56.5
103,4:56:43.7 PM,0:01:59.102000,27,4.2,10.1,221,491,579,-9.4,54.7,86.2,60.9,-56.5,29.7,15.6,9.7,644,0.915,,41.2,58.8
104,4:56:45.9 PM,0:01:56.176000,27.2,4.3,10.1,239,526,568,-12.9,51.1,86,62.6,-56.9,29.1,13.6,9.8,683,1.064,,48.3,51.7
105,4:56:48.2 PM,0:01:53.630000,28.6,4.4,9.2,239,503,522,-17.7,44,89.7,62.1,-57.2,32.5,14.9,12.7,667,1.051,,50,50
106,4:56:50.3 PM,0:01:53.491000,26.9,4.41,9.3,236,527,590,-14.7,48.8,86.6,62.9,-57,29.6,13.8,10,648,1.005,,45,55
107,4:56:52.5 PM,0:01:55.571000,27.9,4.33,8.7,219,469,559,-10.8,53.5,84.8,56.9,-56.2,28.6,15.6,12.2,678,1.079,,50.3,49.7
108,4:56:54.6 PM,0:01:58.769000,27,4.21,8.7,226,502,579,-16.6,46.7,84.1,59.7,-55.9,28.3,13.8,10.6,658,1.021,,46,54
109,4:56:56.9 PM,0:02:01.195000,28.4,4.13,9.1,223,472,505,-14.2,49.2,86.8,60.8,-56.9,29.9,14.1,11.9,687,0.959,,45.4,54.6
110,4:56:59.0 PM,0:02:00.018000,27.2,4.17,9.7,232,513,554,-15.1,47.5,88.3,62.8,-56.9,31.3,12.1,13.4,650,0.959,,43.5,56.5
111,4:57:01.2 PM,0:01:57.918000,27.6,4.24,9.6,223,485,530,-18.3,43.7,88.2,60.1,-56.9,31.3,14,14.2,648,0.961,,44.2,55.8
112,4:57:03.3 PM,0:01:56.819000,27.8,4.28,8.9,225,486,533,-16.1,46.6,87.4,61.6,-56.9,30.6,13.1,12.7,637,0.87,,40.3,59.7
113,4:57:05.5 PM,0:01:57.272000,27.6,4.26,8.9,196,427,496,-9.2,53.9,86.3,58.7,-55.7,30.6,15.6,12.1,674,0.973,,44.7,55.3
114,4:57:07.7 PM,0:01:59.570000,28,4.18,8.9,228,489,558,-14.1,48.6,85.7,59.2,-55.7,30,15.4,11.1,641,0.946,,44.1,55.9
115,4:57:09.8 PM,0:02:00.194000,28.4,4.16,9.6,233,494,561,-19.6,41.3,87.1,58.8,-55.6,31.5,14,14.3,629,0.93,,44,56
116,4:57:11.9 PM,0:01:57.670000,27.8,4.25,9.8,233,504,552,-12.7,50.1,88.3,63,-57,31.3,12,13.3,613,0.975,,45.1,54.9
117,4:57:14.1 PM,0:01:54.452000,28,4.37,9.4,211,453,547,-10.7,53.1,85.6,55.4,-56.1,29.5,17.6,12.6,674,1.035,,48.3,51.7
118,4:57:16.2 PM,0:01:52.918000,28.6,4.43,9.1,239,502,577,-11.1,52.6,87.3,61.4,-57.1,30.3,13.3,12.6,694,1.077,,51.3,48.7
119,4:57:18.3 PM,0:01:53.066000,28,4.42,9,217,465,538,-17.5,45.8,86.2,59,-56.9,29.3,15.8,11.5,670,0.986,,46,54
120,4:57:20.5 PM,0:01:54.901000,27.6,4.35,9.5,230,500,550,-16.4,45.5,87.7,61.3,-56.3,31.4,13.6,12.8,683,0.96,,44.1,55.9
121,4:57:22.7 PM,0:01:57.596000,28.4,4.25,8.9,251,530,609,-13.1,50.6,86.4,61,-56.7,29.6,13.6,11.8,649,0.899,,42.5,57.5
122,4:57:24.8 PM,0:01:56.771000,27.4,4.28,10.1,225,492,580,-14.4,48.5,87.3,60.6,-56.8,30.5,13.8,12.9,641,0.961,,43.8,56.2
123,4:57:27.0 PM,0:01:53.401000,27,4.41,10,208,462,531,-10.5,53.8,86.3,57.9,-56.9,29.4,15,13.4,636,0.99,,44.6,55.4
124,4:57:29.2 PM,0:01:52.174000,28.6,4.46,9.8,286,601,582,-16.9,46.9,86.9,68.6,-57.7,29.2,11,7.3,644,0.946,,45,55
125,4:57:31.3 PM,0:01:50.908000,28.4,4.51,9.1,250,529,596,-12.1,51.5,89.1,61.7,-58,31.1,16.5,10.9,685,1.005,,47.5,52.5
126,4:57:33.4 PM,0:01:50.272000,28.6,4.53,9.3,273,573,607,-17.6,45.2,88.1,65.1,-57.4,30.7,12.6,10.4,656,0.915,,43.6,56.4
127,4:57:35.5 PM,0:01:51.828000,29.2,4.47,9.5,247,507,560,-12.6,49.8,87.3,58.1,-56,31.3,16.7,12.5,734,0.96,,46.7,53.3
128,4:57:37.6 PM,0:01:51.590000,27.8,4.48,10.3,250,540,596,-12.7,50.6,87.6,63.4,-57.1,30.5,13.3,10.9,680,0.959,,44.4,55.6
129,4:57:39.7 PM,0:01:52.215000,28.2,4.46,9.4,241,514,566,-13.3,51.2,87.6,63.2,-58.2,29.4,12.6,11.7,685,0.947,,44.4,55.6
130,4:57:41.9 PM,0:01:52.382000,28.4,4.45,9.9,244,516,599,-13.2,50.1,84.3,61.4,-55.4,28.9,13.5,9.3,677,0.961,,45.4,54.6
131,4:57:44.0 PM,0:01:49.710000,27.8,4.56,10.3,225,485,554,-9.7,54.7,85.7,60.7,-56.6,29.1,13.8,11.1,694,1.004,,46.5,53.5
132,4:57:46.1 PM,0:01:48.040000,30,4.63,9.6,240,479,547,-11.1,51.3,86.6,59.1,-55.5,31.1,15.8,11.6,681,1.023,,51.2,48.8
133,4:57:48.1 PM,0:01:47.946000,28,4.63,9.4,228,489,579,-12.2,50.4,86,59,-55.6,30.4,14.1,12.9,661,0.884,,41.3,58.7
134,4:57:50.3 PM,0:01:48.091000,28.3,4.63,9.3,217,460,487,-17.9,43.6,86.3,59,-55.5,30.8,15.1,12.3,701,1.023,,48.3,51.7
135,4:57:52.4 PM,0:01:50.789000,28.2,4.51,9.1,236,503,573,-15.1,49,90.1,61.9,-59.2,30.9,16.7,11.5,715,1.003,,47.1,52.9
136,4:57:54.5 PM,0:01:54.156000,27.4,4.38,9.6,222,485,586,-12.4,51.5,85.6,60.1,-56.6,29.1,14.9,10.6,661,1.093,,49.9,50.1
137,4:57:56.7 PM,0:01:56.295000,28.8,4.3,9.1,229,477,501,-14.1,48.4,88.3,61.4,-56.9,31.4,13.2,13.7,645,0.959,,46,54
138,4:57:58.8 PM,0:01:57.447000,28.3,4.26,9.4,240,509,591,-11.6,51.4,89.4,60.3,-57.5,31.9,13.8,15.3,639,0.93,,43.9,56.1
139,4:58:00.9 PM,0:01:54.166000,27.8,4.38,10.2,228,492,580,-14.6,49.2,85.8,61.3,-56.8,29,12.7,11.8,670,0.959,,44.4,55.6
140,4:58:03.1 PM,0:01:51.714000,28,4.48,9.9,204,438,533,-10.4,54.3,84.6,55.9,-56.3,28.3,17.4,11.2,701,0.915,,42.7,57.3
141,4:58:05.2 PM,0:01:51.031000,29.2,4.5,9.2,225,463,540,-8.9,54.3,89.1,58.5,-57.4,31.8,18.2,12.4,706,1.019,,49.6,50.4
142,4:58:07.3 PM,0:01:49.761000,27.4,4.56,9.6,217,475,545,-12.1,52.6,88.9,58.2,-58.9,30.1,18.7,12,642,1.08,,49.3,50.7
143,4:58:09.5 PM,0:01:52.333000,29,4.45,8.6,249,516,572,-13.8,49.9,85.6,62.6,-56.5,29.1,12.6,10.4,650,0.931,,45,55
144,4:58:11.5 PM,0:01:55.179000,27.4,4.34,9.3,218,478,556,-15.2,48.8,83.9,59.7,-56.2,27.7,12.8,11.4,672,1.018,,46.5,53.5
145,4:58:13.7 PM,0:01:56.290000,29.4,4.3,9.1,246,502,557,-10.1,54.9,88.8,60.4,-58.8,30,18.3,10.1,692,1.007,,49.3,50.7
146,4:58:15.8 PM,0:01:56.158000,29,4.3,9.5,236,489,528,-11.2,52.1,87.7,61.3,-56.9,30.8,13.5,12.9,672,0.87,,42,58
147,4:58:17.8 PM,0:01:54.745000,27.4,4.36,10.3,237,519,603,-13.2,51.5,85.1,59.8,-57.1,28.1,14.9,10.4,620,1.079,,49.2,50.8
148,4:58:20.0 PM,0:01:50.960000,29.2,4.51,9.4,223,458,533,-11.8,54.9,86,57.3,-59,27,15.2,13.5,615,1.036,,50.4,49.6
149,4:58:22.1 PM,0:01:50.518000,28.4,4.52,9.3,229,486,555,-13.7,50,83.3,58.4,-55.3,28,14,10.9,629,0.976,,46.1,53.9
150,4:58:24.2 PM,0:01:50.159000,29,4.54,9.1,263,545,650,-8.5,55.3,83.1,58.6,-54.4,28.7,14.6,9.9,648,0.99,,47.8,52.2
151,4:58:26.3 PM,0:01:49.680000,29.4,4.56,9.6,307,627,656,-16.6,46.7,86.3,64.7,-56.9,29.4,12.3,9.3,619,1.067,,52.3,47.7
