Athlete,vespoli usa,,,,,,,,,,,,,,,,,,,,
Date,"Mon, Apr 27 2026",,,,,,,,,,,,,,,,,,,,
Interval,7,,,,,,,,,,,,,,,,,,,,
Start Time,4:53:02.3 PM,,,,,,,,,,,,,,,,,,,,
End Time,5:04:00.3 PM,,,,,,,,,,,,,,,,,,,,
Duration,0:10:57.9,,,,,,,,,,,,,,,,,,,,
Distance,2839 m,,,,,,,,,,,,,,,,,,,,
Class,4+,,,,,,,,,,,,,,,,,,,,
Shell,1,,,,,,,,,,,,,,,,,,,,
Seat,2,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Stroke,Timestamp,Split,SPM,Speed (m/s),DPS (m),Power (W),Work (J),Peak N,Peak °,Peak %,Length (°),Connection (°),Catch (°),Release (°),Slip (°),Wash (°),Check (ms),Drive Time (s),HR (bpm),Drive %,Recovery %
152,4:58:28.3 PM,0:01:50.717000,30.1,4.52,8.6,305,608,657,-13.9,48.9,89.1,64.9,-57.4,31.7,12.5,11.7,618,0.914,,45.9,54.1
153,4:58:30.3 PM,0:01:53.201000,28.8,4.42,8.2,263,547,627,-14.1,50.4,88.4,61.7,-58.6,29.8,18.3,8.4,660,0.886,,42.5,57.5
154,4:58:32.4 PM,0:01:55.087000,28.5,4.34,9,255,537,615,-10.9,53.7,88.4,62.4,-58.4,30,17.4,8.5,714,1.051,,50,50
155,4:58:34.5 PM,0:01:56.072000,29.9,4.31,8.9,308,618,644,-16.8,44.5,89.4,65.5,-56.6,32.8,12.3,11.6,653,0.899,,44.8,55.2
156,4:58:36.5 PM,0:01:58.953000,28.2,4.2,8.6,278,592,630,-12.4,51.7,87.6,65.2,-57.7,29.9,12,10.3,614,1.065,,50,50
157,4:58:38.6 PM,0:02:00.440000,27.8,4.15,9.4,260,562,639,-10.2,54.7,84.5,62,-56.4,28.1,15.3,7.3,684,1.081,,50,50
158,4:58:40.8 PM,0:01:58.399000,29.9,4.22,8.7,272,547,588,-10,53.6,85.1,59.9,-55.6,29.5,15.4,9.8,669,0.99,,49.3,50.7
159,4:58:42.8 PM,0:01:58.106000,28,4.23,9.5,221,474,555,-8.6,56,83.6,60.8,-55.4,28.2,13.5,9.3,659,1.003,,46.8,53.2
160,4:58:44.9 PM,0:01:57.830000,30.1,4.24,9.2,242,484,568,-12,52.5,88.3,60.3,-58.3,29.9,17.6,10.4,602,0.915,,45.8,54.2
161,4:58:46.9 PM,0:01:55.144000,27.2,4.34,9.7,236,521,586,-11.6,53,84.9,62.2,-56.6,28.3,13,9.7,620,0.974,,44.2,55.8
162,4:58:49.1 PM,0:01:54.859000,28.8,4.35,9.1,200,418,518,-7.8,55.9,82.1,51.5,-53.7,28.4,18.6,12.1,638,1.007,,48.3,51.7
163,4:58:51.2 PM,0:01:54.849000,30.1,4.35,8.2,216,430,524,-11.4,50.8,82.8,53,-53.5,29.3,16.9,12.9,678,0.975,,48.9,51.1
164,4:58:53.2 PM,0:01:57.048000,27.2,4.27,8.7,237,523,610,-9.8,53,84.5,58.7,-54.6,29.9,14.8,11,629,0.945,,42.8,57.2
165,4:58:55.4 PM,0:01:59.146000,28.6,4.2,8.6,216,454,506,-12.5,50.7,85.8,60.1,-56,29.8,15.3,10.4,647,1.08,,51.4,48.6
166,4:58:57.5 PM,0:02:02.116000,29.4,4.09,8.2,250,510,563,-11,51.3,86.1,57.6,-55.2,30.9,14.5,14,623,0.946,,46.4,53.6
167,4:58:59.6 PM,0:02:04.094000,28.2,4.03,9,237,504,598,-15.3,47.3,85.3,59.4,-55.6,29.6,14.4,11.5,656,0.99,,46.5,53.5
168,4:59:01.7 PM,0:02:02.842000,28.6,4.07,8.7,199,418,508,-11.9,50.6,88.3,54.5,-56.6,31.7,19.5,14.3,690,0.869,,41.4,58.6
169,4:59:03.8 PM,0:02:02.206000,27,4.09,9.2,197,438,549,-11.2,52.4,83.9,55.1,-55.1,28.8,15.2,13.5,659,1.081,,48.7,51.3
170,4:59:06.0 PM,0:01:59.591000,29.4,4.18,9,260,530,607,-7.8,54.3,87.7,59.6,-55.4,32.3,14.3,13.8,594,0.975,,47.8,52.2
171,4:59:08.0 PM,0:01:56.931000,28.2,4.28,9.4,231,491,579,-12.6,49.2,88.1,58.2,-55.9,32.2,14.5,15.4,608,0.9,,42.3,57.7
172,4:59:10.2 PM,0:01:56.402000,28.3,4.3,9.1,211,447,501,-19.9,42.1,88,59.5,-57,31,13.8,14.7,652,0.932,,44,56
173,4:59:12.3 PM,0:01:55.299000,27.2,4.34,9.2,206,453,544,-16.2,47.3,83.6,59.4,-55.7,27.9,14.1,10,643,0.96,,43.6,56.4
174,4:59:14.5 PM,0:01:56.565000,29,4.29,8.3,227,471,530,-15.3,48.5,84.8,61.4,-56.4,28.4,13.7,9.7,651,1.019,,49.2,50.8
175,4:59:16.6 PM,0:01:58.501000,28.8,4.22,9,239,499,563,-8.2,56.6,83.8,58.5,-55.6,28.2,15.6,9.7,666,0.946,,45.4,54.6
176,4:59:18.6 PM,0:02:00.965000,28.6,4.13,8,238,501,578,-15.3,46.7,87.5,61.5,-56.2,31.3,13.2,12.7,686,0.914,,43.5,56.5
177,4:59:20.7 PM,0:02:01.469000,28.4,4.12,9.5,231,488,592,-16.6,47.4,88,59.7,-58.3,29.7,16.6,11.7,632,0.99,,46.8,53.2
178,4:59:22.9 PM,0:01:57.893000,27,4.24,10.5,212,470,553,-14.6,49,86.3,60.2,-56.9,29.4,14.2,11.9,678,1.05,,47.3,52.7
179,4:59:25.1 PM,0:01:53.656000,28.8,4.4,9.3,227,472,558,-15.1,47.6,86.8,57.5,-56.4,30.4,13.1,16.2,664,0.898,,43.1,56.9
180,4:59:27.2 PM,0:01:53.098000,27.2,4.42,9.3,192,425,504,-11.6,54.4,86.1,59.5,-58.4,27.7,16.4,10.2,660,1.052,,47.7,52.3
181,4:59:29.4 PM,0:01:52.504000,28.6,4.44,8.5,219,461,549,-13.2,49.6,86.4,56.2,-56.1,30.3,14.8,15.3,668,0.989,,47.1,52.9
182,4:59:31.5 PM,0:01:56.169000,28.2,4.3,8.7,186,395,478,-13.7,49.5,85.8,53.9,-56.1,29.7,16.8,15,656,0.959,,45,55
183,4:59:33.6 PM,0:01:59.452000,27.4,4.19,9.6,213,467,535,-17.5,44.2,86.9,59.4,-55.9,30.9,14,13.5,665,0.959,,43.8,56.2
184,4:59:35.8 PM,0:01:59.488000,28.2,4.18,9.2,237,504,592,-12.6,51.2,87.1,59.3,-57.2,29.9,14.2,13.6,657,0.958,,45,55
185,4:59:37.9 PM,0:01:58.273000,28.8,4.23,9.4,228,475,568,-16.4,45.6,87.7,57.9,-56.4,31.3,17.1,12.6,664,0.841,,40.4,59.6
186,4:59:40.0 PM,0:01:56.557000,27.2,4.29,8.7,212,468,560,-13.5,51,86.1,60.9,-57.4,28.7,14.6,10.6,695,0.948,,42.9,57.1
187,4:59:42.2 PM,0:01:56.602000,28.4,4.29,9.1,234,494,586,-9.8,54.9,85.9,58.6,-56.9,28.9,14.9,12.4,679,1.095,,51.8,48.2
188,4:59:44.3 PM,0:01:58.144000,27.8,4.23,8.3,185,400,492,-8.4,56.1,83,53.9,-54.9,28.1,16.9,12.2,668,1.061,,49.1,50.9
189,4:59:46.5 PM,0:02:00.865000,29.4,4.14,8.6,205,419,498,-13.8,47.8,85.8,53.9,-54.8,31,17.7,14.3,695,1.006,,49.3,50.7
190,4:59:48.5 PM,0:02:03.234000,28.4,4.06,8.9,202,427,509,-11.5,51.2,86.1,58.4,-55.6,30.5,16.5,11.2,636,0.913,,43.2,56.8
191,4:59:50.6 PM,0:02:02.522000,28.2,4.08,8.9,214,456,533,-10.2,51.6,86.7,56.4,-55,31.7,17,13.3,648,1.021,,47.9,52.1
192,4:59:52.8 PM,0:02:01.764000,27.4,4.11,9.8,217,475,564,-14.1,49,86.1,61.9,-56.2,29.9,14.2,10,674,1.036,,47.3,52.7
193,4:59:55.0 PM,0:01:56.796000,29,4.28,9.6,211,437,498,-18.5,44.4,85.7,59.6,-56.6,29.1,12.7,13.3,646,0.93,,44.9,55.1
194,4:59:57.0 PM,0:01:53.307000,28.6,4.41,9.5,227,476,542,-15.5,47.1,87.8,58.2,-56.8,30.9,13.7,15.8,661,0.93,,44.3,55.7
195,4:59:59.1 PM,0:01:51.286000,28.5,4.49,9.2,188,395,450,-9.5,55.8,85.1,58.6,-57,28.1,14.6,11.9,693,0.87,,41.4,58.6
196,5:00:01.2 PM,0:01:50.903000,27,4.51,9.2,169,375,468,-20.2,41.8,83.8,51.3,-55.2,28.6,17.8,14.7,694,1.006,,45.3,54.7
197,5:00:03.5 PM,0:01:54.825000,29,4.35,7.8,207,429,481,-15.3,47.6,85.6,58.9,-56.1,29.6,12.8,13.9,647,0.931,,45,55
198,5:00:05.5 PM,0:01:58.582000,28,4.22,9.5,187,401,471,-15.9,46.6,87.4,58.5,-56.7,30.8,12.7,16.2,648,0.915,,42.7,57.3
199,5:00:07.7 PM,0:02:01.379000,27.2,4.12,9,164,362,437,-9.2,56.5,84,52.1,-56.7,27.3,21.1,10.8,677,1.067,,48.3,51.7
200,5:00:09.9 PM,0:02:03.403000,27.8,4.05,9,187,404,466,-10.4,55.1,85.2,57.1,-57.3,27.9,16.2,12,648,1.022,,47.4,52.6
201,5:00:12.0 PM,0:02:00.369000,28.2,4.15,9.1,202,430,484,-12.5,50.5,85,58.1,-55.4,29.6,14.8,12.1,639,1.019,,47.9,52.1
202,5:00:14.2 PM,0:01:58.558000,27.8,4.22,9.1,209,452,505,-16.1,47.7,84.3,60.8,-56.3,28,13,10.5,736,1.02,,47.2,52.8
203,5:00:16.3 PM,0:02:00.058000,29.4,4.16,8,210,429,494,-10.2,52.4,85.4,56,-55,30.4,15.5,13.8,681,0.961,,47.1,52.9
204,5:00:18.4 PM,0:02:00.897000,27.2,4.14,8.9,182,402,487,-11.2,52.9,87.4,57.1,-57.4,29.9,17.6,12.7,684,1.093,,49.6,50.4
205,5:00:20.6 PM,0:02:03.373000,28.4,4.05,8.9,200,422,475,-19.4,42.9,86.5,58.6,-56.6,29.9,13.5,14.4,636,0.915,,43.2,56.8
206,5:00:22.7 PM,0:02:04.092000,28.2,4.03,9.5,189,402,492,-13.4,50,85.4,53.6,-56.1,29.4,16.5,15.3,654,0.901,,42.3,57.7
207,5:00:24.8 PM,0:02:02.165000,28.6,4.09,9.2,174,365,423,-13,50.5,86.6,53.6,-56.7,29.9,20.6,12.3,701,1.022,,48.7,51.3
208,5:00:26.9 PM,0:01:57.798000,27.6,4.24,10.1,179,389,450,-9,54.5,84.7,54,-55.1,29.6,17.7,13,678,1.005,,46.2,53.8
209,5:00:29.1 PM,0:01:53.850000,28.6,4.39,8.9,193,405,449,-3.5,62.9,87.9,60.1,-58.7,29.1,17.7,10.1,683,0.914,,43.5,56.5
210,5:00:31.2 PM,0:01:52.293000,29.2,4.45,9.1,144,297,356,-0.1,63,83.1,40.9,-52.5,30.6,24.5,17.8,645,0.885,,43.1,56.9
211,5:00:33.2 PM,0:01:53.491000,27,4.41,9.5,186,412,463,-13.7,48.6,86.3,57.8,-55.7,30.6,15.2,13.4,604,0.99,,44.6,55.4
212,5:00:35.5 PM,0:01:55.498000,28.6,4.33,8.2,272,571,618,-13.9,50.8,85.3,64.8,-57.2,28,12.8,7.7,610,0.959,,45.7,54.3
213,5:00:37.6 PM,0:01:59.629000,27.8,4.18,8.9,216,468,538,-14.1,50.1,84.8,59.1,-56.6,28.2,13.8,11.8,636,0.96,,44.4,55.6
214,5:00:39.7 PM,0:02:00.875000,28,4.14,9.3,213,457,534,-9.7,54.3,82.9,56.6,-54.7,28.2,15.1,11.2,681,1.109,,51.7,48.3
215,5:00:41.9 PM,0:02:00.316000,29,4.16,9.6,260,539,599,-12.1,52.4,85.2,61.3,-56.7,28.4,14.7,9.2,644,0.931,,44.9,55.1
216,5:00:43.9 PM,0:01:58.454000,28.6,4.22,9.2,219,459,524,-9.4,55.4,86.1,57.4,-57.1,29,17,11.7,687,0.9,,42.9,57.1
217,5:00:46.0 PM,0:01:55.324000,27.8,4.34,9.5,241,521,585,-11.4,52.6,86.6,60,-56.9,29.7,13.6,13,651,1.081,,50,50
218,5:00:48.2 PM,0:01:53.655000,28,4.4,9.3,240,515,566,-14.4,50.1,84.9,61.4,-56.9,28,12.5,11,656,1.065,,49.7,50.3
219,5:00:50.3 PM,0:01:54.119000,28.4,4.38,8.7,222,469,539,-12.5,50.8,87.2,59.3,-56.7,30.4,15.4,12.5,682,1.019,,48.2,51.8
220,5:00:52.5 PM,0:01:57.913000,27.2,4.24,9.1,204,450,542,-11.4,51.2,85.3,58.2,-55.1,30.3,14.3,12.9,737,0.945,,42.8,57.2
221,5:00:54.7 PM,0:01:59.052000,27.8,4.2,9.2,206,445,511,-15.2,48.1,84.4,57.6,-55.9,28.6,14.3,12.5,688,0.915,,42.4,57.6
222,5:00:56.8 PM,0:01:58.347000,26.8,4.22,10.2,183,410,485,-10.4,54.8,86.1,53.2,-57.6,28.5,18.4,14.5,720,1.093,,48.9,51.1
223,5:00:59.1 PM,0:01:55.252000,27.4,4.34,10.1,179,392,482,-11.2,52.3,84.2,56.1,-55.3,28.9,16.9,11.1,752,1.112,,50.7,49.3
224,5:01:01.3 PM,0:01:52.593000,28.4,4.44,9.2,206,437,506,-14.6,47.8,88.6,58.4,-56.9,31.7,16.2,14,677,0.884,,41.8,58.2
225,5:01:03.4 PM,0:01:52.430000,26.9,4.45,9,183,409,498,-13.6,49.1,85.6,55.2,-55.6,30,17.7,12.7,670,1.035,,46.3,53.7
226,5:01:05.6 PM,0:01:54.552000,28.8,4.36,9.1,212,442,542,-13.4,48.6,85.4,53.5,-54.9,30.6,16.6,15.3,674,0.901,,43.2,56.8
227,5:01:07.7 PM,0:01:56.314000,27.2,4.3,9.8,208,459,505,-14.4,49.3,86.5,59.8,-57.1,29.4,14.5,12.2,658,0.947,,42.9,57.1
228,5:01:09.9 PM,0:01:56.880000,29,4.28,9.1,182,375,428,-8.4,56,89.3,53.3,-58.3,30.9,21.7,14.2,678,0.856,,41.4,58.6
229,5:01:12.0 PM,0:01:55.043000,27.4,4.35,9.7,175,384,465,-12.1,50.3,86.6,52.6,-55.6,31,19.3,14.7,603,0.9,,41.1,58.9
230,5:01:14.1 PM,0:01:52.777000,27.6,4.43,9.5,220,478,540,-17.2,46.8,84.6,60.8,-56.8,27.8,13.6,10.2,655,0.947,,43.5,56.5
231,5:01:16.3 PM,0:01:56.039000,27.6,4.31,8.2,220,479,516,-9.7,56.1,86.1,62.6,-58.1,28.1,13.2,10.3,704,0.915,,42.1,57.9
232,5:01:18.5 PM,0:01:58.495000,28,4.22,9.3,210,450,522,-16.4,46.3,85.3,58.1,-55.9,29.4,13.6,13.5,665,0.914,,42.6,57.4
233,5:01:20.6 PM,0:02:01.345000,28,4.12,8.9,215,460,516,-16.4,45.4,87.2,60.4,-56.1,31.1,14.2,12.6,669,0.93,,43.4,56.6
234,5:01:22.8 PM,0:02:02.122000,28.4,4.09,9.4,195,412,489,-17.7,42.4,86.7,54.7,-54.5,32.2,16.2,15.7,677,0.84,,39.7,60.3
235,5:01:24.9 PM,0:01:57.929000,28.4,4.24,9.8,228,483,537,-17.6,44.8,87.8,61.4,-56.9,30.9,13.6,12.7,676,0.915,,43.3,56.7
236,5:01:27.0 PM,0:01:53.021000,28.8,4.42,9.6,208,433,525,-14.8,47.3,89.4,59.8,-57.1,32.3,15.6,13.9,675,0.855,,41,59
237,5:01:29.1 PM,0:01:50.749000,28,4.51,9.2,183,393,466,-8,54.2,86.7,54.6,-55,31.7,17,15.1,668,0.901,,42,58
238,5:01:31.2 PM,0:01:51.322000,28.6,4.49,9.1,203,426,498,-17.7,43.3,85.3,56.9,-54.6,30.6,16.1,12.3,649,0.9,,42.9,57.1
239,5:01:33.3 PM,0:01:53.129000,28.4,4.42,8.8,212,448,516,-14.9,48.7,86.5,61,-57.1,29.4,12.7,12.8,657,0.915,,43.3,56.7
240,5:01:35.5 PM,0:01:56.783000,28,4.28,8.9,233,499,560,-11.1,51.7,89,62,-57.1,31.9,13.4,13.6,655,0.929,,43.3,56.7
241,5:01:37.6 PM,0:02:00.304000,27.4,4.16,9,189,413,461,-7.1,56.6,87.7,58.2,-56.7,31,16,13.5,635,0.929,,42.4,57.6
242,5:01:39.8 PM,0:02:01.235000,26.5,4.12,9.2,181,411,480,-12.9,51.8,84.5,59.6,-56.7,27.8,15.2,9.7,655,1.02,,45,55
243,5:01:42.1 PM,0:02:01.120000,29.2,4.13,9,189,388,462,-13,51.8,86.4,54.3,-57.7,28.6,19.1,13,689,0.96,,46.7,53.3
244,5:01:44.1 PM,0:02:00.497000,28.6,4.15,8.7,188,394,462,-14.9,46.4,85.3,53.1,-54.5,30.8,18,14.2,677,0.927,,44.2,55.8
245,5:01:46.2 PM,0:02:00.975000,28.1,4.13,8.5,193,412,523,-16.9,47.4,84.4,55,-56.9,27.5,17.9,11.5,628,1.051,,49.3,50.7
246,5:01:48.4 PM,0:01:59.142000,28.6,4.2,8.9,245,515,586,-17,46.7,86.4,58.5,-57.4,29.1,14.5,13.4,598,0.962,,45.8,54.2
247,5:01:50.5 PM,0:01:58.922000,29,4.2,8.9,198,409,466,-16.4,46.4,86.8,57.7,-56.6,30.2,13.7,15.4,695,0.974,,47.1,52.9
248,5:01:52.5 PM,0:01:59.895000,28.8,4.17,8.5,186,387,469,-10.9,51.5,85.8,52.7,-55.1,30.7,20.5,12.7,632,0.883,,42.4,57.6
249,5:01:54.6 PM,0:01:59.837000,27.6,4.17,9,202,440,518,-17.2,46.9,83.9,59,-56.6,27.3,13.3,11.5,659,1.034,,47.5,52.5
250,5:01:56.8 PM,0:01:59.574000,29.6,4.18,8.7,203,410,456,-20.1,42.3,85.6,56.4,-56.3,29.3,15.4,13.8,646,0.901,,44.5,55.5
251,5:01:58.8 PM,0:01:58.523000,27.2,4.22,9.6,150,331,400,-13.8,50.3,83.9,49.3,-56.1,27.9,17.7,16.8,657,0.96,,43.6,56.4
252,5:02:01.0 PM,0:01:57.668000,29.2,4.25,9,193,398,480,-15.9,48.5,82.9,55.8,-56.1,26.8,15.2,12,667,0.901,,43.8,56.2
253,5:02:03.1 PM,0:01:55.713000,28.4,4.32,9.3,211,446,528,-13.4,50.9,83.7,58.1,-55.9,27.8,15.3,10.3,627,0.916,,43.3,56.7
254,5:02:05.2 PM,0:01:54.546000,28.6,4.37,8.9,214,450,523,-16.8,44.7,88.8,58.7,-56.5,32.3,14.8,15.2,662,0.929,,44.2,55.8
255,5:02:07.3 PM,0:01:54.486000,28.6,4.37,9.2,192,402,487,-19.1,42,85.9,53,-55.1,30.8,17.3,15.7,658,0.899,,42.8,57.2
256,5:02:09.4 PM,0:01:55.460000,28.6,4.33,8.5,186,390,442,-16.4,44.5,86,55.9,-54.7,31.3,17.1,13,649,0.914,,43.5,56.5
257,5:02:11.5 PM,0:01:56.728000,28.6,4.28,8.7,195,410,461,-21.7,39.3,86.3,58.3,-55.7,30.6,13.8,14.1,637,0.928,,44.2,55.8
258,5:02:13.6 PM,0:01:58.539000,27.4,4.22,9.3,177,388,477,-7.6,57.7,83.3,54.5,-55.6,27.6,17.6,11.2,649,1.007,,45.9,54.1
259,5:02:15.8 PM,0:01:58.923000,29.5,4.2,8.8,235,480,530,-9.6,55.8,84.1,61.3,-56.5,27.6,14.2,8.6,699,0.957,,47,53
260,5:02:17.8 PM,0:01:58.408000,28.3,4.22,9.7,202,428,512,-16.4,47,84.1,55.8,-55.9,28.2,16.9,11.4,641,0.945,,44.6,55.4
261,5:02:19.9 PM,0:01:55.737000,28.8,4.32,9.3,179,374,422,-14.7,49,83.5,55.1,-55.7,27.8,17.4,11,702,0.899,,43.1,56.9
262,5:02:22.0 PM,0:01:53.763000,28.2,4.4,9.3,174,371,450,-9.7,54,83.4,54.9,-54.7,28.7,16.7,11.7,699,0.959,,45,55
263,5:02:24.1 PM,0:01:52.793000,28.6,4.43,9.3,192,403,476,-12.8,50.4,84.1,56,-55.2,28.9,15.4,12.7,641,0.99,,47.1,52.9
264,5:02:26.2 PM,0:01:51.842000,29,4.47,9.3,223,462,485,-14.3,50.4,85.6,61.7,-57.4,28.1,13.4,10.5,641,0.945,,45.7,54.3
265,5:02:28.3 PM,0:01:52.593000,29,4.44,9.1,248,514,552,-16.4,47.4,86.3,62.6,-57.4,28.9,13.3,10.4,655,0.914,,44.2,55.8
266,5:02:30.4 PM,0:01:53.815000,28.1,4.39,8.7,217,462,481,-14.1,50.8,86.1,60,-57.7,28.3,14.9,11.2,695,0.959,,45,55
267,5:02:32.5 PM,0:01:55.399000,28.4,4.33,8.8,216,457,491,-12.4,53.1,86.7,61.3,-58.5,28.2,15.5,9.8,676,0.945,,44.7,55.3
268,5:02:34.6 PM,0:01:57.024000,28,4.27,9.2,225,482,522,-12,53.2,86.6,63.7,-58.1,28.5,12.6,10.4,696,1.006,,46.9,53.1
269,5:02:36.8 PM,0:01:58.216000,27.8,4.23,9.1,226,487,526,-19.1,45.7,87.1,62.4,-58.9,28.3,13.1,11.6,639,1.045,,48.4,51.6
270,5:02:38.9 PM,0:01:57.812000,29.2,4.24,9.3,199,408,434,-5.1,61.5,87.2,59,-58.7,28.4,17.5,10.7,700,1.08,,52.5,47.5
271,5:02:41.0 PM,0:01:55.209000,28,4.34,9.6,178,383,425,-14.4,51.1,85.1,56.2,-57.9,27.2,17.4,11.5,628,1.003,,46.8,53.2
272,5:02:43.1 PM,0:01:53.262000,28.4,4.41,9.3,198,419,447,-18.7,46.2,85.8,60.1,-58.4,27.4,13.5,12.2,646,1.019,,48.2,51.8
273,5:02:45.2 PM,0:01:53.511000,28.7,4.4,8.9,224,468,528,-15.9,48.2,85.1,57.9,-56.9,28.2,15.7,11.5,648,0.959,,46,54
274,5:02:47.3 PM,0:01:53.563000,28.4,4.4,9.1,214,452,499,-9.7,55.9,85.8,60.8,-57.7,28.1,13.7,11.3,690,1.021,,48.3,51.7
275,5:02:49.4 PM,0:01:54.587000,29.2,4.36,8.8,214,440,502,-15.2,49,86.4,58.8,-57.6,28.9,15.7,12,682,0.916,,44.6,55.4
276,5:02:51.5 PM,0:01:55.267000,28.6,4.34,8.9,222,466,522,-9.5,55,84.3,57.4,-55.9,28.4,14.5,12.4,691,0.928,,44.2,55.8
277,5:02:53.6 PM,0:01:55.567000,28.8,4.33,9,217,452,517,-11,53.3,83.9,57,-55.7,28.2,15.3,11.7,660,1.02,,48.9,51.1
278,5:02:55.7 PM,0:01:55.440000,28.5,4.33,9.4,178,373,479,-13.5,51.4,82.4,53.6,-55.9,26.6,16.3,12.5,698,1.036,,49.3,50.7
279,5:02:57.8 PM,0:01:55.634000,28.8,4.32,9,253,527,594,-13.7,52.1,85.3,61.9,-58.1,27.1,13.2,10.1,642,0.963,,46.2,53.8
280,5:02:59.9 PM,0:01:56.629000,30.1,4.29,8.6,260,518,580,-13.8,51.3,84.9,61.5,-57.4,27.5,14.1,9.3,630,0.956,,48,52
281,5:03:01.9 PM,0:01:56.250000,30.5,4.3,8.6,221,433,495,-11.4,54.7,86.6,56.4,-58.8,27.8,17.7,12.5,711,1.02,,51.9,48.1
282,5:03:03.8 PM,0:01:55.599000,29.9,4.33,8.5,228,458,505,-13.4,52.6,84.9,61.8,-58,26.9,13.2,9.9,678,0.959,,47.7,52.3
283,5:03:05.8 PM,0:01:54.859000,30.8,4.35,9.1,241,471,563,-17.1,46.6,82.9,54.3,-55.7,27.3,16,12.6,664,0.885,,45.4,54.6
284,5:03:07.8 PM,0:01:53.021000,29.9,4.42,9.5,223,448,515,-17.2,46.4,86.1,57.9,-57.2,28.9,15.1,13.1,663,0.913,,45.4,54.6
285,5:03:09.8 PM,0:01:52.055000,28.6,4.46,8.9,227,477,523,-14.8,50,85.5,62.4,-57.6,27.9,13.1,10,664,0.991,,47.2,52.8
286,5:03:11.9 PM,0:01:51.300000,30.8,4.49,9.3,211,411,459,-14.9,50,85.9,56.8,-57.8,28.1,18.9,10.2,650,0.9,,46.2,53.8
287,5:03:13.8 PM,0:01:49.542000,30.1,4.56,9.4,224,446,492,-12.2,51.1,85,57.4,-55.7,29.3,14.5,13.1,678,0.857,,42.9,57.1
288,5:03:15.8 PM,0:01:49.812000,29.4,4.55,9.4,199,406,455,-14.9,48.5,87.8,55.6,-57.4,30.3,18.8,13.4,665,0.914,,44.8,55.2
289,5:03:17.9 PM,0:01:51.354000,29.4,4.49,8.6,212,432,496,-18.2,46.3,85.4,58.8,-57.8,27.6,15.1,11.5,652,0.958,,47,53
290,5:03:19.9 PM,0:01:51.324000,29.6,4.49,8.7,213,432,503,-21.7,41.4,85.8,59,-57.2,28.5,14.1,12.6,660,0.99,,48.9,51.1
291,5:03:21.9 PM,0:01:52.058000,29.9,4.46,9,185,373,445,-18.7,45.8,83.8,56.6,-57.1,26.7,15.3,11.9,652,0.973,,48.4,51.6
292,5:03:24.0 PM,0:01:52.880000,31.5,4.43,8.4,236,449,504,-12.4,51.9,86.1,58.2,-57,29.1,15.1,12.7,685,0.855,,44.9,55.1
293,5:03:25.9 PM,0:01:53.196000,28.8,4.42,9.2,206,430,476,-16,49,85.9,57.4,-58.1,27.8,15.8,12.7,650,1.049,,50.3,49.7
294,5:03:27.9 PM,0:01:51.693000,30.3,4.48,8.9,194,384,446,-17.1,46.4,84.8,52.7,-56.4,28.4,18.4,13.6,685,1.022,,51.6,48.4
295,5:03:29.9 PM,0:01:51.308000,28.6,4.49,9.1,186,390,461,-14.9,49.1,84,55.1,-56.1,27.9,14.7,14.2,677,1.006,,47.9,52.1
296,5:03:32.0 PM,0:01:51.539000,30.3,4.48,8.9,209,414,484,-17.8,46,83.9,54.3,-56.4,27.5,15,14.6,672,0.989,,50,50
297,5:03:34.0 PM,0:01:51.834000,29.4,4.47,9.1,197,402,463,-12.5,53.1,83.8,56.2,-57,26.8,15.3,12.3,640,0.99,,48.5,51.5
298,5:03:36.0 PM,0:01:51.462000,30.7,4.49,8.9,194,379,432,-7.1,59.9,86.3,54.9,-58.8,27.4,20,11.3,665,0.906,,46.4,53.6
299,5:03:38.0 PM,0:01:51.924000,29.9,4.47,8.8,193,387,456,-13.6,50.6,81.1,53,-54.7,26.4,15.8,12.3,656,0.945,,47,53
300,5:03:40.0 PM,0:01:51.811000,29.9,4.47,9,184,369,415,-16.8,47.8,84.1,58.1,-57,27.1,14.8,11.2,628,0.93,,46.3,53.7
301,5:03:42.0 PM,0:01:52.870000,30.3,4.43,8.6,215,425,484,-12,52.9,83.1,58.9,-56,27.1,12.3,12,645,0.93,,47,53
302,5:03:44.0 PM,0:01:53.499000,29.4,4.41,8.6,204,416,481,-15.3,50,85.7,56.6,-58.1,27.6,16.7,12.4,649,0.931,,45.6,54.4
303,5:03:46.0 PM,0:01:56.085000,30.5,4.31,8.1,246,484,558,-15.1,51,84.5,59.9,-58.1,26.4,14.6,10,661,0.931,,47.4,52.6
304,5:03:48.0 PM,0:01:56.615000,29.2,4.29,8.8,195,400,483,-15.7,47.4,83.6,53.9,-55.3,28.3,16.1,13.6,662,0.944,,45.9,54.1
305,5:03:50.1 PM,0:01:57.616000,29.4,4.25,8.9,193,394,479,-15.4,48.6,82.9,54.6,-55.6,27.3,16.6,11.7,615,0.961,,47.1,52.9
306,5:03:52.1 PM,0:01:58.229000,28.8,4.23,8.8,182,380,430,-15.3,49.3,85,57,-57.2,27.8,14.6,13.5,646,1.124,,53.9,46.1
307,5:03:54.2 PM,0:01:58.181000,30.5,4.23,8.4,167,327,408,-11.6,54,85.8,47.7,-57.9,27.9,25.9,12.2,656,0.96,,48.9,51.1
