Stroke,Timestamp,Split,SPM,Speed (m/s),DPS (m),Power (W),Work (J),Peak N,Peak °,Peak %,Length (°),Connection (°),Catch (°),Release (°),Slip (°),Wash (°),Check (ms),Drive Time (s),HR (bpm),Drive %,Recovery %
31,5:04:03.1 PM,1:44.1,35.7,4.80,7.9,325,545,681,-12.0,52.3,81.5,55.9,-54.6,26.9,15.7,9.9,507,0.809,,48.2,51.8
32,5:04:04.8 PM,1:45.0,37.0,4.76,6.7,358,581,721,-15.5,50.1,82.4,58.7,-56.7,25.6,15.6,8.1,505,0.867,,53.5,46.5
33,5:04:06.4 PM,1:47.5,36.0,4.65,7.2,359,597,718,-17.8,46.0,81.4,61.3,-55.2,26.1,13.9,6.2,507,0.796,,47.8,52.2
34,5:04:08.1 PM,1:49.6,35.7,4.56,7.5,318,533,667,-13.1,51.0,81.9,57.4,-54.9,27.1,16.9,7.6,511,0.825,,49.1,50.9
35,5:04:09.8 PM,1:51.6,35.7,4.48,7.5,328,552,713,-14.1,50.5,82.1,58.2,-55.6,26.5,16.1,7.7,539,0.825,,49.1,50.9
36,5:04:11.5 PM,1:53.0,36.1,4.42,7.9,326,543,685,-12.9,51.9,80.9,56.0,-54.9,26.1,15.3,9.6,532,0.930,,55.9,44.1
37,5:04:13.1 PM,1:51.6,35.7,4.48,8.2,341,572,665,-13.1,51.3,82.9,61.4,-55.6,27.3,13.3,8.3,493,0.870,,51.8,48.2
38,5:04:14.8 PM,1:49.3,36.4,4.57,7.4,319,526,667,-16.3,49.9,82.4,57.1,-57.4,24.9,17.9,7.3,538,0.868,,52.6,47.4
39,5:04:16.5 PM,1:48.0,35.1,4.63,8.0,313,536,690,-15.9,48.6,82.4,57.8,-56.0,26.4,16.3,8.3,530,0.810,,47.4,52.6
40,5:04:18.2 PM,1:47.0,35.7,4.67,7.9,314,527,661,-14.7,51.1,79.3,58.6,-55.2,24.1,15.4,5.3,510,0.839,,49.9,50.1
41,5:04:19.8 PM,1:47.4,38.1,4.65,7.0,365,576,706,-14.3,50.6,80.4,58.8,-55.0,25.4,13.8,7.8,513,0.826,,52.4,47.6
42,5:04:21.4 PM,1:47.6,37.1,4.65,7.6,335,542,663,-15.4,50.2,81.0,59.1,-56.0,25.0,13.5,8.4,509,0.825,,51.0,49.0
43,5:04:23.0 PM,1:48.7,37.0,4.60,7.3,327,530,657,-11.1,54.4,81.6,54.0,-55.4,26.2,16.1,11.6,538,0.901,,55.6,44.4
44,5:04:24.7 PM,1:49.4,36.7,4.57,6.9,295,482,662,-14.6,49.1,79.6,55.6,-53.7,25.9,14.9,9.2,515,0.794,,48.6,51.4
45,5:04:26.3 PM,1:51.1,38.4,4.50,7.0,288,450,656,-12.4,51.6,80.3,49.9,-53.9,26.4,19.5,10.8,494,0.751,,48.1,51.9
46,5:04:27.9 PM,1:50.9,36.4,4.51,7.8,251,414,561,-3.7,63.1,76.3,51.4,-51.9,24.4,15.8,9.1,527,0.810,,49.1,50.9
47,5:04:29.5 PM,1:50.3,38.5,4.53,7.0,318,497,671,-14.2,50.8,78.4,55.7,-54.0,24.4,13.4,9.3,504,0.810,,51.9,48.1
48,5:04:31.1 PM,1:52.4,37.0,4.45,6.6,276,448,615,-9.1,56.9,78.3,51.7,-53.7,24.6,16.7,9.9,519,0.825,,50.9,49.1
49,5:04:32.7 PM,1:53.4,38.5,4.41,7.0,306,477,667,-15.6,49.3,76.5,50.6,-53.2,23.3,15.8,10.2,495,0.824,,52.9,47.1
50,5:04:34.2 PM,1:52.8,38.1,4.43,6.8,320,504,699,-17.2,47.0,78.3,52.6,-54.0,24.3,15.0,10.8,476,0.795,,50.5,49.5
51,5:04:35.8 PM,1:53.4,38.1,4.41,6.9,278,437,653,-14.1,51.4,79.8,49.5,-55.1,24.8,18.6,11.8,477,0.782,,49.6,50.4
52,5:04:37.4 PM,1:54.1,37.4,4.38,7.5,282,453,643,-15.5,47.7,75.8,52.0,-51.7,24.1,15.1,8.7,520,0.794,,49.5,50.5
53,5:04:39.0 PM,1:54.2,36.7,4.38,7.1,265,434,631,-11.6,54.0,75.5,49.1,-52.3,23.2,16.5,9.9,499,0.856,,52.4,47.6
54,5:04:40.6 PM,1:52.6,35.7,4.44,7.5,287,482,626,-16.9,46.3,78.3,55.3,-53.1,25.1,12.8,10.1,503,0.855,,50.9,49.1
55,5:04:42.3 PM,1:52.1,36.4,4.46,7.7,276,456,646,-17.4,46.1,78.5,54.1,-53.6,24.9,14.9,9.5,490,0.825,,50.0,50.0
56,5:04:44.0 PM,1:50.9,37.7,4.51,6.8,279,443,616,-13.8,50.5,78.9,51.9,-53.6,25.3,16.1,10.8,480,0.749,,47.1,52.9
57,5:04:45.6 PM,1:51.6,36.4,4.48,7.1,288,475,624,-16.2,47.7,80.4,54.1,-54.6,25.8,14.8,11.4,502,0.825,,50.0,50.0
58,5:04:47.2 PM,1:53.3,36.3,4.41,7.0,293,483,645,-15.9,48.5,79.6,54.9,-54.5,25.1,15.4,9.3,504,0.796,,48.2,51.8
59,5:04:48.9 PM,1:53.0,35.7,4.43,7.6,293,493,643,-14.4,50.8,81.1,55.8,-55.6,25.4,14.1,11.2,496,0.839,,50.0,50.0
60,5:04:50.5 PM,1:53.0,37.0,4.42,7.3,285,462,609,-15.0,49.4,78.1,53.9,-53.6,24.6,13.8,10.4,531,0.841,,51.9,48.1
61,5:04:52.2 PM,1:52.7,37.4,4.44,8.0,258,414,625,-14.9,48.9,75.1,49.1,-51.6,23.5,15.2,10.8,527,0.781,,48.7,51.3
62,5:04:53.8 PM,1:50.3,37.4,4.53,7.7,269,433,587,-13.4,51.2,78.8,52.4,-53.8,25.0,15.3,11.1,533,0.811,,50.5,49.5
63,5:04:55.4 PM,1:47.8,36.7,4.64,7.9,271,442,616,-13.9,53.9,77.6,54.1,-55.8,21.8,13.7,9.9,475,0.795,,48.7,51.3
64,5:04:57.0 PM,1:47.2,39.6,4.66,6.4,297,449,635,-14.4,49.9,76.7,52.6,-52.6,24.1,14.8,9.3,507,0.748,,49.4,50.6
65,5:04:58.5 PM,1:47.2,37.4,4.66,7.1,261,419,615,-12.9,51.5,76.8,50.2,-52.5,24.3,15.8,10.8,511,0.779,,48.5,51.5
66,5:05:00.1 PM,1:47.7,37.0,4.64,7.1,259,420,608,-13.9,52.3,77.4,54.1,-54.4,23.0,13.1,10.2,499,0.766,,47.2,52.8
67,5:05:01.7 PM,1:49.7,37.4,4.56,7.3,240,386,585,-13.3,51.8,74.7,47.4,-52.0,22.7,16.7,10.6,510,0.780,,48.6,51.4
68,5:05:03.3 PM,1:49.8,37.8,4.56,7.6,270,428,615,-12.2,53.7,77.2,49.7,-53.6,23.6,15.7,11.8,498,0.811,,51.1,48.9
69,5:05:04.9 PM,1:50.7,36.4,4.52,7.6,267,440,592,-16.7,49.0,78.0,54.2,-54.9,23.1,14.7,9.1,507,0.870,,52.7,47.3
70,5:05:06.6 PM,1:49.4,37.8,4.57,7.5,266,422,573,-15.7,49.9,77.9,54.2,-54.6,23.3,14.5,9.2,521,0.795,,50.0,50.0
71,5:05:08.2 PM,1:48.4,37.0,4.61,7.6,267,434,621,-15.7,50.3,76.4,50.5,-54.2,22.3,14.4,11.5,507,0.811,,50.0,50.0
72,5:05:09.8 PM,1:47.1,37.7,4.67,7.2,282,448,610,-14.2,50.2,78.3,51.2,-53.5,24.8,14.0,13.1,510,0.839,,52.8,47.2
73,5:05:11.4 PM,1:46.0,38.1,4.72,7.7,233,367,579,-14.4,50.7,75.4,45.9,-52.6,22.8,17.7,11.8,489,0.780,,49.6,50.4
74,5:05:13.0 PM,1:46.6,37.4,4.69,7.2,259,416,555,-12.4,52.5,77.5,51.6,-53.1,24.4,15.7,10.3,515,0.870,,54.2,45.8
75,5:05:14.6 PM,1:49.0,37.8,4.59,6.4,222,353,515,-10.4,54.5,75.5,47.7,-51.6,23.9,17.6,10.2,502,0.794,,50.0,50.0
76,5:05:16.2 PM,1:50.1,36.4,4.54,7.8,213,352,563,-12.0,51.8,75.9,46.3,-51.3,24.6,17.3,12.3,543,0.823,,49.9,50.1
