Stroke,Timestamp,Split,SPM,Speed (m/s),DPS (m),Power (W),Work (J),Peak N,Peak °,Peak %,Length (°),Connection (°),Catch (°),Release (°),Slip (°),Wash (°),Check (ms),Drive Time (s),HR (bpm),Drive %,Recovery %
46,5:00:14.7 PM,1:52.3,34.5,4.45,7.7,240,417,554,-10.9,48.6,85.3,48.0,-52.4,32.9,14.1,23.2,579,0.870,,50.0,50.0
47,5:00:16.4 PM,1:50.0,33.4,4.55,8.0,249,447,571,-12.4,48.1,84.9,50.5,-53.2,31.7,12.1,22.4,538,0.959,,53.3,46.7
48,5:00:18.2 PM,1:48.2,33.3,4.62,8.7,225,405,532,-12.3,46.3,84.5,49.7,-51.4,33.1,10.9,24.0,544,0.928,,51.6,48.4
49,5:00:20.0 PM,1:48.7,33.3,4.60,8.2,209,376,496,-13.3,46.8,85.1,48.2,-53.2,31.9,14.0,22.9,478,0.990,,55.0,45.0
50,5:00:21.8 PM,1:51.3,32.8,4.49,7.5,235,431,541,-14.8,46.3,85.4,50.7,-54.3,31.1,12.1,22.6,538,0.870,,47.5,52.5
51,5:00:23.6 PM,1:52.7,33.4,4.44,7.5,233,419,565,-16.1,44.5,84.4,47.0,-53.6,30.8,14.1,23.3,558,0.854,,47.5,52.5
52,5:00:25.4 PM,1:52.5,32.8,4.44,8.7,228,417,531,-18.4,42.6,85.3,48.9,-54.7,30.6,14.0,22.5,638,0.884,,48.3,51.7
53,5:00:27.3 PM,1:52.1,33.9,4.46,8.0,200,355,527,-17.9,42.3,81.5,44.8,-52.4,29.1,16.1,20.6,568,0.899,,50.8,49.2
54,5:00:29.0 PM,1:53.3,32.8,4.41,8.3,206,376,501,-14.2,44.0,83.2,44.8,-50.8,32.4,13.1,25.2,575,0.945,,51.6,48.4
55,5:00:30.9 PM,1:53.3,35.1,4.41,7.0,195,333,471,-11.6,48.1,81.6,43.7,-50.8,30.8,14.8,23.1,566,0.960,,56.1,43.9
56,5:00:32.6 PM,1:53.6,31.7,4.40,7.7,214,404,527,-17.4,43.5,86.6,51.2,-55.1,31.5,13.9,21.5,522,0.899,,47.6,52.4
57,5:00:34.5 PM,1:55.6,33.1,4.33,7.9,126,228,371,-10.7,46.9,84.6,39.8,-50.3,34.3,16.6,28.2,590,0.854,,47.1,52.9
58,5:00:36.3 PM,1:56.3,32.0,4.30,8.7,206,386,494,-15.8,45.6,83.3,49.7,-53.8,29.4,11.6,21.9,538,0.961,,51.3,48.7
59,5:00:38.2 PM,1:56.5,33.3,4.29,7.7,223,402,515,-14.9,43.6,85.3,48.5,-52.1,33.2,13.5,23.3,524,0.915,,50.8,49.2
60,5:00:40.0 PM,1:55.2,32.5,4.34,8.0,212,392,512,-21.0,37.6,86.6,50.7,-53.6,33.1,12.8,23.1,541,0.900,,48.8,51.2
61,5:00:41.8 PM,1:54.3,33.3,4.37,7.6,254,457,560,-14.2,45.7,85.3,53.2,-53.2,32.1,12.4,19.7,542,0.916,,50.9,49.1
62,5:00:43.6 PM,1:54.2,32.5,4.38,8.0,211,390,511,-16.7,44.2,87.4,47.8,-55.4,32.1,15.3,24.4,589,0.870,,47.1,52.9
63,5:00:45.5 PM,1:54.7,33.3,4.36,8.4,211,380,487,-16.0,43.4,86.1,47.7,-53.4,32.7,14.8,23.6,533,0.900,,50.0,50.0
64,5:00:47.3 PM,1:53.1,32.3,4.42,8.4,247,459,583,-17.8,42.8,87.4,52.8,-55.2,32.2,12.6,22.0,540,0.871,,46.9,53.1
65,5:00:49.1 PM,1:52.9,33.1,4.43,8.2,136,246,371,-12.3,46.0,83.2,39.7,-50.6,32.6,17.1,26.4,628,0.913,,50.3,49.7
66,5:00:50.9 PM,1:53.2,33.1,4.42,7.4,106,192,281,-8.6,51.7,85.4,26.5,-52.7,32.7,30.2,28.7,632,0.899,,49.5,50.5
67,5:00:52.7 PM,1:53.5,31.7,4.40,8.1,221,419,535,-21.6,38.2,86.1,51.9,-54.6,31.6,12.7,21.4,495,0.930,,49.2,50.8
68,5:00:54.6 PM,1:54.7,33.1,4.36,7.8,181,329,432,-13.2,45.2,84.9,47.3,-51.6,33.4,13.6,24.0,548,0.915,,50.4,49.6
69,5:00:56.4 PM,1:56.5,32.5,4.29,8.0,234,433,558,-23.2,35.8,85.8,51.4,-53.9,31.9,12.1,22.2,530,0.947,,51.3,48.7
70,5:00:58.3 PM,1:56.0,33.4,4.31,8.2,241,433,553,-17.6,42.4,85.9,51.7,-53.9,31.9,12.8,21.3,567,0.871,,48.4,51.6
71,5:01:00.1 PM,1:54.9,32.8,4.35,8.1,123,225,332,-4.3,54.8,82.5,31.8,-49.5,33.0,23.6,27.2,577,0.959,,52.4,47.6
72,5:01:01.9 PM,1:54.1,32.5,4.38,8.2,233,430,575,-20.1,41.6,86.3,50.5,-56.1,30.3,11.9,23.9,504,0.915,,49.6,50.4
73,5:01:03.8 PM,1:54.8,33.3,4.35,7.9,202,363,494,-15.1,43.9,82.5,45.0,-51.2,31.3,12.4,25.1,587,0.944,,52.4,47.6
74,5:01:05.6 PM,1:55.2,32.5,4.34,7.8,209,385,522,-14.7,44.6,84.2,48.1,-52.3,31.9,11.9,24.2,584,0.960,,52.0,48.0
