Stroke,Timestamp,Split,SPM,Speed (m/s),DPS (m),Power (W),Work (J),Peak N,Peak °,Peak %,Length (°),Connection (°),Catch (°),Release (°),Slip (°),Wash (°),Check (ms),Drive Time (s),HR (bpm),Drive %,Recovery %
57,5:00:30.8 PM,1:56.1,33.1,4.31,7.9,294,532,565,-9.4,56.7,83.1,61.0,-56.5,26.6,13.6,8.5,493,0.902,,49.8,50.2
58,5:00:32.7 PM,1:54.8,34.5,4.36,8.2,282,490,554,-16.3,46.7,86.3,57.8,-56.6,29.7,16.0,12.4,555,0.808,,46.5,53.5
59,5:00:34.4 PM,1:52.0,31.7,4.46,8.2,305,577,648,-17.1,47.9,85.8,64.2,-58.2,27.6,13.4,8.1,533,0.884,,46.7,53.3
60,5:00:36.3 PM,1:52.1,33.1,4.46,7.7,272,493,608,-12.7,51.2,82.7,55.4,-55.1,27.6,18.1,9.2,570,0.794,,43.8,56.2
61,5:00:38.1 PM,1:53.2,32.5,4.42,8.1,261,482,590,-7.7,57.4,82.7,56.4,-55.1,27.6,17.0,9.3,579,0.873,,47.2,52.8
62,5:00:39.9 PM,1:53.6,32.0,4.40,8.1,288,540,617,-12.5,51.6,83.5,61.5,-55.6,27.9,13.6,8.4,569,1.005,,53.7,46.3
63,5:00:41.8 PM,1:54.7,33.1,4.36,8.0,282,511,578,-11.4,53.1,83.1,58.0,-55.5,27.6,15.9,9.2,576,0.914,,50.4,49.6
64,5:00:43.6 PM,1:56.0,32.8,4.31,8.1,304,557,647,-13.9,51.4,85.8,59.6,-58.1,27.8,16.4,9.8,563,0.992,,54.1,45.9
65,5:00:45.5 PM,1:55.6,32.8,4.32,8.0,276,506,590,-15.8,48.4,82.3,56.3,-55.7,26.6,16.8,9.2,578,0.929,,50.8,49.2
66,5:00:47.3 PM,1:54.3,32.8,4.37,8.6,276,504,613,-12.8,50.7,83.6,57.5,-55.2,28.4,14.6,11.5,556,0.942,,51.5,48.5
67,5:00:49.1 PM,1:52.9,32.8,4.43,8.1,281,515,568,-14.5,50.5,83.8,58.1,-56.8,27.0,14.2,11.5,537,0.930,,50.8,49.2
68,5:00:51.0 PM,1:53.6,33.3,4.40,7.7,285,514,575,-7.9,58.4,85.1,59.5,-57.6,27.5,13.9,11.6,561,0.871,,48.4,51.6
69,5:00:52.8 PM,1:54.2,32.5,4.38,7.5,275,507,617,-8.8,55.4,83.3,57.4,-54.9,28.4,15.1,10.8,578,0.914,,49.6,50.4
70,5:00:54.6 PM,1:55.4,32.5,4.33,7.7,311,575,613,-17.9,46.0,83.8,63.5,-56.4,27.3,13.1,7.1,560,0.900,,48.8,51.2
71,5:00:56.4 PM,1:57.3,33.0,4.26,7.9,276,502,558,-16.7,46.0,82.1,57.5,-54.5,27.6,15.0,9.6,568,0.885,,48.7,51.3
72,5:00:58.3 PM,1:56.9,32.5,4.28,8.8,274,506,611,-12.8,49.6,83.7,57.1,-54.3,29.4,17.8,8.8,564,0.990,,53.7,46.3
73,5:01:00.1 PM,1:54.5,33.1,4.37,8.2,256,464,572,-10.0,56.8,82.8,55.2,-57.0,25.8,16.8,10.7,523,0.900,,49.6,50.4
74,5:01:01.9 PM,1:54.4,33.3,4.37,7.6,245,441,560,-14.3,47.6,79.0,52.2,-51.9,27.1,17.7,9.1,560,0.888,,49.3,50.7
75,5:01:03.7 PM,1:53.9,32.0,4.39,8.0,250,468,602,-16.2,46.9,82.7,54.9,-54.9,27.8,16.8,11.1,594,0.961,,51.3,48.7
76,5:01:05.6 PM,1:54.9,33.4,4.35,7.3,267,479,597,-16.3,46.6,83.9,55.8,-55.4,28.5,18.6,9.5,569,0.928,,51.6,48.4
77,5:01:07.4 PM,1:56.8,32.5,4.28,7.8,177,328,382,-15.2,46.9,81.7,49.8,-53.6,28.1,17.8,14.1,607,0.947,,51.3,48.7
