Stroke,Timestamp,Split,SPM,Speed (m/s),DPS (m),Power (W),Work (J),Peak N,Peak °,Peak %,Length (°),Connection (°),Catch (°),Release (°),Slip (°),Wash (°),Check (ms),Drive Time (s),HR (bpm),Drive %,Recovery %
18,5:03:41.8 PM,1:48.4,36.3,4.61,7.5,302,499,637,-27.6,28.7,83.8,51.9,-51.6,32.1,11.4,20.4,486,0.888,,53.7,46.3
19,5:03:43.4 PM,1:47.1,36.4,4.67,7.9,298,491,612,-21.9,36.0,83.9,52.6,-52.2,31.8,11.4,19.9,505,0.960,,58.3,41.7
20,5:03:45.1 PM,1:48.7,37.4,4.60,6.9,328,526,709,-23.1,34.8,82.4,52.9,-51.7,30.7,10.8,18.7,501,0.839,,52.3,47.7
21,5:03:46.7 PM,1:49.6,36.0,4.56,7.0,265,441,594,-13.6,45.3,80.3,51.0,-49.9,30.3,11.3,18.0,521,0.884,,53.1,46.9
22,5:03:48.3 PM,1:51.0,37.0,4.50,7.3,285,461,590,-13.9,46.0,83.6,48.9,-52.4,31.2,13.1,21.6,517,0.883,,54.5,45.5
23,5:03:49.9 PM,1:52.3,36.4,4.45,6.7,313,516,645,-25.4,34.0,85.0,52.7,-54.2,30.8,11.3,20.9,493,0.855,,51.8,48.2
24,5:03:51.6 PM,1:54.3,36.1,4.37,7.5,331,551,734,-25.4,32.9,86.5,52.1,-53.9,32.6,11.9,22.5,498,0.823,,49.5,50.5
25,5:03:53.3 PM,1:54.9,36.0,4.35,8.0,314,524,661,-21.1,39.2,86.3,54.8,-54.9,31.4,11.8,19.7,484,0.842,,50.5,49.5
26,5:03:54.9 PM,1:52.6,36.4,4.44,7.3,264,436,593,-14.2,45.0,82.4,50.9,-51.3,31.1,10.5,21.0,559,0.840,,51.0,49.0
27,5:03:56.6 PM,1:51.3,37.0,4.49,7.6,294,477,651,-24.1,34.9,83.9,52.0,-53.4,30.4,12.2,19.7,507,0.794,,49.0,51.0
28,5:03:58.2 PM,1:49.9,36.3,4.55,8.1,250,414,531,-13.9,46.4,82.9,50.3,-52.3,30.6,11.9,20.6,506,0.842,,51.0,49.0
29,5:03:59.9 PM,1:47.1,36.4,4.67,7.4,249,410,541,-12.5,47.6,83.1,51.3,-52.1,31.0,10.6,21.2,488,0.838,,50.8,49.2
30,5:04:01.5 PM,1:46.7,35.1,4.69,8.0,282,482,601,-14.7,47.6,85.1,53.1,-55.2,29.9,10.9,21.1,448,0.835,,48.8,51.2
31,5:04:03.2 PM,1:47.0,36.7,4.67,7.8,285,466,604,-18.9,42.0,82.2,51.6,-53.4,28.8,11.2,19.4,482,0.857,,52.4,47.6
32,5:04:04.8 PM,1:46.8,37.1,4.68,6.9,252,407,520,-23.8,36.2,89.7,47.6,-56.3,33.4,17.9,24.1,511,0.838,,51.8,48.2
33,5:04:06.5 PM,1:47.7,36.0,4.64,7.9,251,418,524,-15.7,42.4,84.1,50.7,-51.4,32.7,12.1,21.3,544,0.885,,53.1,46.9
34,5:04:08.1 PM,1:48.5,35.4,4.61,7.7,285,483,625,-25.5,32.9,85.0,51.9,-53.4,31.6,11.0,22.1,507,0.884,,52.2,47.8
35,5:04:09.8 PM,1:48.1,36.3,4.63,7.4,207,342,504,-10.9,48.1,81.4,45.3,-50.1,31.4,13.1,23.1,552,0.828,,50.1,49.9
36,5:04:11.5 PM,1:48.9,35.4,4.59,7.9,283,479,618,-20.4,37.4,83.8,47.2,-51.7,32.1,13.0,23.6,496,0.930,,54.9,45.1
37,5:04:13.2 PM,1:49.2,36.7,4.58,7.4,229,375,532,-21.8,35.4,83.4,45.4,-51.3,32.1,12.6,25.4,514,0.795,,48.7,51.3
38,5:04:14.8 PM,1:49.7,34.8,4.56,7.2,241,416,534,-13.4,45.9,84.8,50.4,-52.4,32.4,11.5,22.8,501,0.884,,51.2,48.8
39,5:04:16.5 PM,1:51.5,35.7,4.49,7.6,235,394,538,-14.1,45.2,82.8,48.4,-51.5,31.3,12.1,22.4,526,0.884,,52.7,47.3
40,5:04:18.2 PM,1:52.0,37.0,4.47,7.4,263,427,610,-19.8,38.4,85.0,48.0,-52.4,32.6,13.7,23.2,517,0.795,,49.0,51.0
41,5:04:19.8 PM,1:52.2,37.0,4.46,6.8,249,404,539,-11.6,46.7,81.3,47.4,-49.6,31.8,12.4,21.5,509,0.885,,54.6,45.4
42,5:04:21.4 PM,1:53.3,37.0,4.41,7.6,245,396,536,-11.3,47.6,84.8,50.5,-51.7,33.1,11.2,23.0,504,0.853,,52.7,47.3
43,5:04:23.1 PM,1:51.8,37.4,4.47,7.5,222,357,530,-19.0,38.4,82.3,45.1,-50.6,31.6,11.9,25.3,510,0.825,,51.4,48.6
44,5:04:24.7 PM,1:50.0,37.1,4.54,7.6,295,478,615,-21.7,37.0,83.1,52.8,-52.5,30.6,11.3,19.0,484,0.839,,51.8,48.2
45,5:04:26.3 PM,1:48.9,37.7,4.59,7.7,223,355,481,-8.8,50.0,79.3,47.6,-48.5,30.8,11.3,20.5,549,0.842,,52.9,47.1
46,5:04:27.9 PM,1:48.6,37.4,4.61,6.9,254,408,548,-10.2,49.7,82.6,48.4,-51.3,31.3,13.3,20.8,457,0.826,,51.5,48.5
47,5:04:29.5 PM,1:48.2,38.1,4.62,7.2,290,457,611,-11.6,47.9,82.0,51.1,-50.8,31.2,10.4,20.5,469,0.808,,51.4,48.6
48,5:04:31.1 PM,1:49.1,38.8,4.58,6.4,261,404,555,-13.6,46.6,83.6,47.6,-52.5,31.1,15.1,21.0,436,0.781,,50.5,49.5
49,5:04:32.6 PM,1:50.4,36.7,4.53,7.3,241,394,548,-18.1,42.1,86.3,47.3,-54.4,31.8,15.2,23.8,477,0.868,,53.1,46.9
50,5:04:34.2 PM,1:50.9,38.5,4.51,7.1,276,430,594,-13.7,45.7,81.1,51.2,-50.7,30.4,10.2,19.7,518,0.809,,51.9,48.1
51,5:04:35.8 PM,1:52.4,37.4,4.45,7.0,243,390,537,-22.9,33.8,79.1,46.3,-49.6,29.5,11.8,20.9,538,0.840,,52.3,47.7
52,5:04:37.4 PM,1:51.9,37.4,4.47,7.4,264,424,559,-11.3,47.9,82.5,48.2,-50.8,31.7,10.9,23.4,480,0.839,,52.3,47.7
53,5:04:39.0 PM,1:51.6,36.3,4.48,7.5,224,370,537,-20.2,39.1,86.1,46.8,-53.8,32.3,15.2,24.0,489,0.811,,49.1,50.9
54,5:04:40.7 PM,1:51.8,36.1,4.47,7.2,253,421,554,-13.6,47.7,83.2,50.8,-53.3,29.9,11.3,21.1,499,0.884,,53.1,46.9
55,5:04:42.3 PM,1:51.5,37.1,4.48,7.4,207,335,453,-8.7,52.9,84.4,44.7,-53.4,31.0,17.9,21.7,547,0.883,,54.6,45.4
56,5:04:43.9 PM,1:52.8,36.7,4.43,6.4,230,377,533,-20.1,39.6,85.1,47.3,-53.8,31.3,14.9,22.9,504,0.810,,49.5,50.5
57,5:04:45.6 PM,1:53.3,37.0,4.41,7.2,220,357,513,-10.2,50.8,80.3,47.8,-51.0,29.3,12.0,20.5,501,0.840,,51.8,48.2
58,5:04:47.2 PM,1:53.7,36.1,4.40,7.7,241,400,569,-10.6,48.3,79.9,47.5,-49.2,30.7,11.6,20.8,508,0.840,,50.5,49.5
59,5:04:48.9 PM,1:53.2,36.0,4.42,7.3,293,488,642,-17.1,43.4,83.6,53.6,-53.4,30.2,9.7,20.3,481,0.871,,52.2,47.8
60,5:04:50.5 PM,1:52.8,36.4,4.43,7.7,259,427,576,-15.2,45.6,82.3,51.5,-52.7,29.6,10.1,20.7,468,0.810,,49.1,50.9
61,5:04:52.2 PM,1:51.9,37.4,4.47,7.7,289,464,604,-21.2,38.3,82.5,50.5,-52.7,29.8,11.0,21.0,458,0.854,,53.2,46.8
62,5:04:53.8 PM,1:49.4,37.0,4.57,7.6,246,399,549,-14.1,45.6,80.2,47.6,-50.7,29.5,11.5,21.1,492,0.824,,50.8,49.2
63,5:04:55.4 PM,1:48.3,38.9,4.62,7.2,296,457,620,-12.2,47.0,80.9,50.6,-50.3,30.6,10.7,19.6,528,0.839,,54.3,45.7
64,5:04:57.0 PM,1:48.9,37.0,4.59,6.9,266,430,564,-14.0,46.5,81.9,48.6,-52.1,29.8,12.4,20.9,487,0.841,,51.9,48.1
65,5:04:58.6 PM,1:48.6,38.5,4.61,7.2,300,468,631,-21.8,36.8,81.1,51.2,-51.6,29.4,10.9,18.9,498,0.810,,52.0,48.0
66,5:05:00.1 PM,1:47.9,37.0,4.63,7.8,292,474,649,-18.9,41.1,84.0,49.7,-53.4,30.6,12.4,21.9,494,0.777,,47.9,52.1
67,5:05:01.8 PM,1:48.4,37.1,4.61,7.3,297,481,633,-14.4,45.7,84.8,53.0,-53.1,31.6,11.3,20.4,492,0.838,,51.8,48.2
68,5:05:03.4 PM,1:48.9,38.1,4.59,7.2,289,454,622,-20.2,40.7,83.4,52.1,-54.2,29.3,12.6,18.7,505,0.794,,50.4,49.6
69,5:05:04.9 PM,1:50.0,37.0,4.55,6.9,264,428,584,-11.9,48.4,81.7,50.3,-51.4,30.3,11.5,19.9,499,0.855,,52.7,47.3
70,5:05:06.6 PM,1:49.9,37.0,4.55,7.5,307,498,636,-11.7,48.5,85.6,55.2,-53.2,32.3,10.8,19.6,508,0.795,,49.1,50.9
71,5:05:08.2 PM,1:50.2,38.1,4.54,6.9,256,403,564,-12.8,44.2,82.4,47.4,-49.2,33.1,12.4,22.6,518,0.806,,51.2,48.8
72,5:05:09.8 PM,1:50.8,37.4,4.51,7.3,320,513,651,-21.2,37.3,84.3,54.8,-52.6,31.7,10.0,19.5,520,0.838,,52.2,47.8
73,5:05:11.4 PM,1:50.1,36.7,4.54,7.9,256,419,585,-12.7,44.8,83.7,51.5,-50.2,33.4,11.5,20.7,522,0.797,,48.7,51.3
74,5:05:13.0 PM,1:49.4,37.4,4.57,7.4,297,475,630,-14.8,45.2,83.1,51.1,-52.4,30.8,11.9,20.1,496,0.884,,55.1,44.9
75,5:05:14.6 PM,1:48.1,38.8,4.62,7.3,255,395,593,-15.4,43.3,82.5,45.4,-51.1,31.4,13.8,23.3,448,0.781,,50.5,49.5
76,5:05:16.2 PM,1:48.0,37.0,4.63,7.2,299,484,639,-20.1,39.5,83.8,51.0,-53.1,30.6,11.9,20.9,459,0.841,,51.9,48.1
77,5:05:17.8 PM,1:47.8,37.0,4.64,7.2,230,372,545,-14.2,43.5,82.1,45.6,-49.9,32.3,11.5,25.1,519,0.871,,53.8,46.2
