Athlete,vespoli usa,,,,,,,,,,,,,,,,,,,,
Date,"Mon, Apr 27 2026",,,,,,,,,,,,,,,,,,,,
Interval,7,,,,,,,,,,,,,,,,,,,,
Start Time,4:53:02.4 PM,,,,,,,,,,,,,,,,,,,,
End Time,5:04:00.3 PM,,,,,,,,,,,,,,,,,,,,
Duration,0:10:57.8,,,,,,,,,,,,,,,,,,,,
Distance,2839 m,,,,,,,,,,,,,,,,,,,,
Class,4+,,,,,,,,,,,,,,,,,,,,
Shell,1,,,,,,,,,,,,,,,,,,,,
Seat,3,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Stroke,Timestamp,Split,SPM,Speed (m/s),DPS (m),Power (W),Work (J),Peak N,Peak °,Peak %,Length (°),Connection (°),Catch (°),Release (°),Slip (°),Wash (°),Check (ms),Drive Time (s),HR (bpm),Drive %,Recovery %
11,4:53:24.3 PM,0:01:51.759000,26.5,4.47,9.9,194,440,477,-23,37.1,91.7,56.6,-57,34.7,14.5,20.5,734,0.957,,42.3,57.7
12,4:53:26.6 PM,0:01:51.410000,26.8,4.49,9.5,221,493,520,-19.7,41.4,91.4,61,-57.6,33.8,12.7,17.7,674,1.036,,46.3,53.7
13,4:53:28.8 PM,0:01:52.098000,27,4.46,10.1,194,431,483,-22,36.9,88.8,55.8,-54.8,34,13.3,19.8,774,0.959,,43.2,56.8
14,4:53:31.0 PM,0:01:52.808000,26.8,4.43,10.2,194,433,486,-19,41.4,90.2,57.5,-56.4,33.8,12.4,20.3,635,1.036,,46.3,53.7
15,4:53:33.3 PM,0:01:52.621000,27.2,4.44,9.3,210,463,504,-17.6,43.2,91.3,60.1,-57,34.3,14.3,17,637,1.003,,45.5,54.5
16,4:53:35.5 PM,0:01:52.626000,28.6,4.44,9.3,231,486,548,-20.9,38.5,89.1,59.3,-55.2,33.9,12.9,16.9,612,0.961,,45.8,54.2
17,4:53:37.6 PM,0:01:53.259000,28.6,4.41,9.1,214,450,516,-19.9,40.2,89.3,55.5,-55.9,33.4,14,19.8,661,1.006,,47.9,52.1
18,4:53:39.7 PM,0:01:54.907000,28.6,4.35,9.1,148,310,380,-17,41.6,86.7,49.2,-53.1,33.6,17,20.5,664,0.913,,43.5,56.5
19,4:53:41.8 PM,0:01:54.406000,28.3,4.37,10,206,437,486,-20.2,38.5,90.1,58.5,-54.9,35.1,12.5,19,605,0.931,,44,56
20,4:53:43.9 PM,0:01:51.553000,28.6,4.48,10,193,404,478,-18.1,40.8,89.3,54.3,-54.4,34.8,14.9,20.1,618,0.913,,43.5,56.5
21,4:53:46.0 PM,0:01:50.607000,27.4,4.52,9.5,147,323,386,-16.4,41.6,87.1,50.5,-52.7,34.4,15.1,21.6,732,0.992,,45.3,54.7
22,4:53:48.2 PM,0:01:51.236000,28.2,4.49,9,172,367,433,-16.5,42,89.2,52.8,-53.9,35.3,13.9,22.6,679,0.93,,43.7,56.3
23,4:53:50.3 PM,0:01:52.774000,27,4.43,9.5,216,481,529,-20.7,41,93.5,60.9,-59.1,34.4,12.6,20,659,0.96,,43.2,56.8
24,4:53:52.5 PM,0:01:55.326000,27.4,4.34,9.8,228,499,531,-19.9,42.5,93.6,62.1,-59.7,33.9,14.6,16.9,712,0.99,,45.2,54.8
25,4:53:54.7 PM,0:01:57.067000,27.6,4.27,9.8,150,326,379,-15.7,44.1,90.3,51.7,-55.5,34.8,13.3,25.4,845,1.02,,46.9,53.1
26,4:53:56.9 PM,0:01:55.476000,27.8,4.33,9.5,194,420,480,-18.2,40.6,89.8,56.8,-54.7,35.1,14.4,18.5,685,0.976,,45.2,54.8
27,4:53:59.1 PM,0:01:53.730000,27,4.4,9.6,185,410,472,-20.7,39.7,90.3,57.4,-56.6,33.7,12.9,20,656,0.96,,43.2,56.8
28,4:54:01.3 PM,0:01:53.947000,28.6,4.39,9.1,213,448,518,-18.1,42.7,90.8,59.3,-56.8,33.9,13.3,18.2,686,0.945,,45,55
29,4:54:03.4 PM,0:01:54.454000,28.6,4.37,9.1,194,408,459,-20.7,39.3,89.6,58.1,-56,33.6,12.7,18.8,635,0.943,,44.9,55.1
30,4:54:05.5 PM,0:01:55.298000,28.6,4.34,9.3,213,446,513,-24.1,35.6,90.5,58.3,-56.3,34.2,11.7,20.5,637,0.946,,45,55
31,4:54:07.6 PM,0:01:55.263000,28.6,4.34,9,139,293,363,-18.3,41.3,90.4,44.8,-55.6,34.8,20.2,25.4,640,0.914,,43.5,56.5
32,4:54:09.7 PM,0:01:53.881000,28.6,4.39,9.5,142,299,359,-15.6,43.3,86.4,48.5,-53,33.4,16.1,21.8,685,1.006,,47.9,52.1
33,4:54:11.8 PM,0:01:52.320000,27.2,4.45,10.6,188,414,475,-17.9,41.8,88.6,55.3,-55,33.6,13.4,19.8,661,1.019,,46.2,53.8
34,4:54:14.0 PM,0:01:51.593000,29,4.48,9.4,190,392,473,-21.3,37.4,88.2,52.5,-54.3,33.9,13.6,22,653,0.916,,44.3,55.7
35,4:54:16.1 PM,0:01:50.773000,28.2,4.51,9.3,177,376,455,-18.4,42,88.5,53.8,-55.6,32.9,14.6,20.1,679,0.96,,45.1,54.9
36,4:54:18.2 PM,0:01:51.911000,28.4,4.47,9.2,152,322,363,-7.1,53.4,88.6,49.8,-54.4,34.2,14.4,24.3,667,0.959,,45.3,54.7
37,4:54:20.3 PM,0:01:52.751000,28.6,4.43,8.8,196,412,466,-17.7,40.9,88.7,58.9,-54.1,34.6,13.1,16.7,707,0.913,,43.5,56.5
38,4:54:22.4 PM,0:01:54.633000,28,4.36,9.1,124,266,308,-7.2,51.5,86.3,44.3,-51.7,34.6,22.1,19.8,634,1.005,,46.9,53.1
39,4:54:24.5 PM,0:01:55.986000,27.6,4.31,9.8,194,423,479,-17.1,42.7,89.9,58.3,-55.5,34.4,13.2,18.4,638,0.976,,44.9,55.1
40,4:54:26.7 PM,0:01:54.825000,28.4,4.35,9.5,117,248,305,-14,45.7,91.6,43,-55.9,35.7,22.1,26.5,669,0.96,,45.4,54.6
41,4:54:28.8 PM,0:01:53.636000,27.2,4.4,9.9,105,230,307,-20.9,36.8,87.8,39.4,-53.2,34.6,18.9,29.5,701,1.022,,46.4,53.6
42,4:54:31.0 PM,0:01:51.943000,27.2,4.47,9.9,189,417,438,-20.4,39.7,91.1,58.3,-56.6,34.5,13.5,19.3,663,1.021,,46.3,53.7
43,4:54:33.2 PM,0:01:52.280000,27.6,4.45,9,186,405,438,-16.4,45,94.1,58.5,-58.7,35.4,15.8,19.8,683,1.019,,46.9,53.1
44,4:54:35.4 PM,0:01:54.446000,28.8,4.37,8.7,178,372,445,-19.3,39.4,88.6,55.5,-54.2,34.4,13.1,20,709,0.989,,47.4,52.6
45,4:54:37.5 PM,0:01:56.165000,27.6,4.3,9.4,182,395,441,-18.8,40.4,89.9,56.3,-55.1,34.8,14.2,19.3,653,1.005,,46.2,53.8
46,4:54:39.7 PM,0:01:57.008000,27.6,4.27,10.2,200,435,481,-13,47.3,91.6,59.5,-56.3,35.3,12.2,19.9,658,1.021,,46.9,53.1
47,4:54:41.9 PM,0:01:55.463000,27.9,4.33,10,183,394,457,-12.8,47,90.4,53.9,-55.3,35.1,14.6,21.8,664,1.007,,46.9,53.1
48,4:54:44.0 PM,0:01:52.250000,28.4,4.45,9.7,177,375,428,-12.6,47.9,88.1,53.8,-54.8,33.3,14.4,19.9,666,0.977,,46.2,53.8
49,4:54:46.1 PM,0:01:50.522000,27.2,4.52,9.8,188,414,472,-17.1,42.9,89.3,57.6,-55.4,33.9,14.4,17.2,677,0.973,,44.2,55.8
50,4:54:48.3 PM,0:01:51.030000,28,4.5,9,133,285,394,-13.2,44.4,87.1,43.8,-51.9,35.1,19.1,24.2,667,0.958,,44.7,55.3
51,4:54:50.5 PM,0:01:54.057000,27.6,4.38,8.9,201,438,468,-14.7,45.5,89.8,57.2,-55.6,34.2,14,18.7,584,1.02,,46.9,53.1
52,4:54:52.6 PM,0:01:57.500000,28,4.26,9.3,199,427,519,-15.2,44.8,89,55.4,-55.1,33.9,14.5,19.2,656,0.946,,44.1,55.9
53,4:54:54.8 PM,0:01:58.089000,27.8,4.23,9.6,177,383,441,-18.7,40.4,89.5,53.5,-54.9,34.6,15.6,20.4,699,1.11,,51.4,48.6
54,4:54:56.9 PM,0:01:55.669000,28.2,4.32,9.9,146,312,388,-8.7,53,92.6,50,-57.8,34.8,19.6,23.1,701,0.974,,45.7,54.3
55,4:54:59.1 PM,0:01:54.425000,28.2,4.37,9.1,179,382,477,-19.9,39.4,87.9,53.4,-54.5,33.4,14.4,20.2,687,0.945,,44.4,55.6
56,4:55:01.2 PM,0:01:53.344000,27,4.41,9.4,153,340,405,-17.1,42.1,88.1,51,-54.2,33.9,17.9,19.2,695,1.02,,45.9,54.1
57,4:55:03.4 PM,0:01:54.543000,27.6,4.37,9.5,201,437,483,-19,42.7,91.3,59.1,-58,33.3,13.2,18.9,652,0.974,,44.8,55.2
58,4:55:05.6 PM,0:01:55.731000,27.6,4.32,9.6,188,408,470,-21.1,37.8,90.3,56.5,-55.2,35.1,14.6,19.2,663,0.974,,44.8,55.2
59,4:55:07.8 PM,0:01:55.567000,28.2,4.33,9.6,170,362,420,-11.3,47.7,89.2,53.5,-53.8,35.4,15.8,19.9,695,0.958,,45,55
60,4:55:09.9 PM,0:01:53.625000,27.8,4.4,9.8,221,478,536,-20.1,39,91.8,59.8,-55.9,35.9,12,20,636,0.99,,45.8,54.2
61,4:55:12.1 PM,0:01:51.295000,27.8,4.49,9.7,212,458,500,-14.2,46.2,90.8,59.4,-56.2,34.6,12.2,19.2,670,0.928,,43,57
62,4:55:14.2 PM,0:01:51.072000,28.4,4.5,8.9,181,384,464,-17,41.4,88.7,53,-53.7,35,14.2,21.4,693,0.901,,42.6,57.4
63,4:55:16.3 PM,0:01:53.465000,27.8,4.41,8.9,182,393,486,-15.3,43.6,89.1,54.9,-54.1,34.9,12.1,22.1,608,1.003,,46.5,53.5
64,4:55:18.5 PM,0:01:55.691000,29.4,4.32,8.6,250,510,605,-18.6,40.7,88.7,57.6,-54.7,34,13.3,17.8,671,0.961,,47.1,52.9
65,4:55:20.5 PM,0:01:57.264000,27.2,4.26,9.8,229,505,607,-19.7,40.6,88.3,59.6,-55.5,32.8,11.8,16.9,722,0.99,,44.9,55.1
66,4:55:22.7 PM,0:01:56.896000,28.4,4.28,9.8,227,480,571,-12.7,46,87.5,55.9,-52.9,34.6,13,18.6,757,0.944,,44.7,55.3
67,4:55:24.9 PM,0:01:53.753000,27.6,4.4,9.9,163,355,429,-11.7,45.8,85,51.9,-50.7,34.3,15,18,846,0.93,,42.8,57.2
68,4:55:27.0 PM,0:01:51.770000,27.4,4.47,9.7,186,408,517,-14.6,43.2,86,53.2,-51.7,34.3,13.6,19.3,728,0.9,,41.1,58.9
69,4:55:29.2 PM,0:01:51.511000,27,4.48,9.5,227,505,588,-22.2,37.2,89.1,57.6,-55.3,33.8,12.4,19.2,698,0.932,,41.9,58.1
70,4:55:31.4 PM,0:01:52.680000,26.3,4.44,10.4,218,498,561,-16.6,44,90,57.2,-56.2,33.8,12.6,20.1,683,1.006,,44.2,55.8
71,4:55:33.7 PM,0:01:54.005000,26.7,4.39,10.1,175,395,491,-13.9,45.8,86.8,52.7,-53.7,33.1,15.1,18.9,717,0.971,,43.2,56.8
72,4:55:36.0 PM,0:01:54.413000,28,4.37,9.4,211,452,585,-17.6,41.8,89.4,52.1,-55,34.4,15.5,21.8,682,0.946,,44.1,55.9
73,4:55:38.1 PM,0:01:53.688000,27.2,4.4,9.3,190,420,478,-19,40.1,88.3,58.1,-54.4,33.9,11.9,18.3,605,0.9,,40.8,59.2
74,4:55:40.3 PM,0:01:55.376000,27,4.33,9.2,169,375,436,-10.8,48.3,87,52.2,-52.8,34.2,15.9,18.9,758,0.99,,44.6,55.4
75,4:55:42.5 PM,0:01:56.054000,27.4,4.31,9.6,207,454,515,-14.8,45.1,89.1,59.8,-55,34.1,11.7,17.6,629,0.988,,45.1,54.9
76,4:55:44.7 PM,0:01:56.696000,27,4.28,9.8,183,406,471,-16,42.6,88.7,57,-53.7,34.9,13.3,18.5,648,1.006,,45.3,54.7
77,4:55:47.0 PM,0:01:57.179000,26.5,4.27,9.6,148,335,410,-14.8,44.1,88.1,51.5,-53.7,34.4,17.4,19.2,716,1.065,,47,53
78,4:55:49.2 PM,0:01:55.296000,27.2,4.34,9.6,182,402,464,-15.3,43.4,87.9,56.9,-53.5,34.4,12.5,18.5,670,0.99,,44.9,55.1
79,4:55:51.4 PM,0:01:55.667000,26.9,4.32,9.7,183,409,495,-23.2,35.7,87.1,56.3,-54.3,32.8,12.7,18.1,650,0.945,,42.3,57.7
80,4:55:53.7 PM,0:01:56.879000,27.9,4.28,9.4,174,373,412,-9.4,49.7,87.1,53.4,-52.7,34.4,15.9,17.8,716,0.96,,44.7,55.3
81,4:55:55.8 PM,0:01:56.701000,27.6,4.28,9.6,192,417,483,-17.4,42.7,89.5,54.8,-55.6,33.9,15.9,18.8,635,0.959,,44.1,55.9
82,4:55:58.0 PM,0:01:55.520000,27,4.33,9.7,192,425,493,-19.8,39.8,91,58.2,-56,35,13.5,19.3,619,1.02,,45.9,54.1
83,4:56:00.2 PM,0:01:55.209000,27.8,4.34,9.1,213,461,560,-13.3,47.2,90.5,57,-56.1,34.4,14.2,19.3,649,0.899,,41.6,58.4
84,4:56:02.4 PM,0:01:55.504000,26.8,4.33,9.4,189,424,492,-19.6,40,89.5,54.8,-55.4,34.1,15.4,19.3,676,1.051,,47,53
85,4:56:04.6 PM,0:01:56.770000,27.4,4.28,9.3,160,351,420,-9.9,49.1,87.1,51.8,-52.7,34.4,16.2,19,678,1.022,,46.7,53.3
86,4:56:06.8 PM,0:01:58.358000,27,4.22,9.5,187,414,481,-13.2,46.4,89.3,55.1,-54.6,34.6,14.7,19.5,689,0.991,,44.6,55.4
87,4:56:09.0 PM,0:01:58.459000,27.4,4.22,9.5,194,426,481,-16.2,44.1,90.4,58.2,-56.1,34.3,13.5,18.7,599,0.989,,45.2,54.8
88,4:56:11.2 PM,0:01:57.454000,28,4.26,8.9,176,377,471,-13.8,45.4,87.1,52.4,-53.4,33.8,16,18.8,640,0.975,,45.5,54.5
89,4:56:13.3 PM,0:01:57.333000,27.6,4.26,9.4,214,465,529,-14.6,45.4,89.8,56.8,-55.3,34.5,13,20,633,1.022,,47,53
90,4:56:15.5 PM,0:01:56.997000,28.2,4.27,9.2,160,340,439,-12.5,45.8,87.6,49.5,-52.6,35,15,23.2,708,0.931,,43.7,56.3
91,4:56:17.6 PM,0:01:57.041000,27,4.27,9.9,160,356,436,-14.4,43.9,87.8,50.7,-53,34.8,16.3,20.7,694,1.006,,45.3,54.7
92,4:56:19.9 PM,0:01:56.523000,27.4,4.29,9.4,134,293,369,-8.5,49.9,85.3,47.2,-51.1,34.3,18.3,19.8,736,0.991,,45.2,54.8
93,4:56:22.1 PM,0:01:56.955000,27,4.28,8.8,160,356,421,-6.4,52.2,86.5,53.3,-51.5,35,15.4,17.8,726,0.975,,43.9,56.1
94,4:56:24.3 PM,0:01:58.843000,27,4.21,9,115,256,334,-9.2,50,86,44.5,-52.2,33.8,18.7,22.8,708,0.96,,43.2,56.8
95,4:56:26.5 PM,0:02:01.816000,26.6,4.1,8.7,200,450,526,-21.1,39,88.8,58,-55.7,33.1,11.7,19.1,585,0.964,,42.8,57.2
96,4:56:28.8 PM,0:02:03.547000,27.8,4.05,9.3,207,445,494,-17.8,42.4,89.9,56.5,-55.9,34,13.1,20.4,544,1.021,,47.4,52.6
97,4:56:30.9 PM,0:02:01.926000,27.6,4.1,9.6,164,357,427,-16.4,42.3,88.3,52.9,-53.8,34.5,13.6,21.8,674,1.02,,46.9,53.1
98,4:56:33.1 PM,0:01:59.114000,28.4,4.2,8.8,153,324,414,-20.7,38.6,88.8,48.3,-55,33.8,15.6,24.9,634,0.973,,46,54
99,4:56:35.2 PM,0:01:57.272000,27.8,4.26,9.3,220,475,525,-17.3,42.3,91.3,59,-55.9,35.4,12.7,19.6,635,0.989,,45.7,54.3
100,4:56:37.4 PM,0:01:55.873000,28,4.32,9.2,249,534,534,-12.9,47.7,91.8,64,-56.7,35.1,12.8,15,650,0.974,,45.4,54.6
101,4:56:39.5 PM,0:01:56.497000,27.8,4.29,9.1,226,489,527,-17.4,42.3,90.6,62.7,-55.7,34.9,12.7,15.2,682,1.125,,52,48
102,4:56:41.7 PM,0:01:57.633000,27.6,4.25,9.5,103,225,277,-17.9,39.6,86.6,38.3,-52.2,34.4,20.4,27.8,722,1.051,,48.3,51.7
103,4:56:43.8 PM,0:01:57.476000,28.2,4.26,9.2,220,469,535,-14.2,44.6,90.9,59.6,-54.8,36.1,12.4,19,599,0.946,,44.4,55.6
104,4:56:46.0 PM,0:01:57.140000,27.7,4.27,9.1,155,336,414,-11.1,47.4,88,50.8,-52.8,35.2,15.3,21.9,684,0.948,,43.8,56.2
105,4:56:48.1 PM,0:01:56.769000,27.6,4.28,9.3,158,343,395,-12.1,47.3,89.9,52.6,-54.6,35.3,15.1,22.3,697,0.976,,44.9,55.1
106,4:56:50.3 PM,0:01:58.662000,27.6,4.21,9.2,176,383,448,-9.6,49.8,88.3,54.3,-53.5,34.8,16,18,650,1.019,,46.9,53.1
107,4:56:52.5 PM,0:01:57.704000,27.8,4.25,9.5,204,440,507,-18.3,42.3,89.9,58,-56.4,33.6,14,17.9,595,0.961,,44.4,55.6
108,4:56:54.6 PM,0:01:57.121000,27.4,4.27,10.5,162,354,439,-13.9,45.8,88.4,50.1,-54.4,34.1,13.4,24.9,662,0.961,,43.9,56.1
109,4:56:56.8 PM,0:01:57.025000,27.4,4.27,9.5,171,375,432,-13.4,46.9,88.6,52.2,-54.9,33.7,16,20.5,702,0.992,,45.3,54.7
110,4:56:59.0 PM,0:01:53.655000,27.8,4.4,9.3,176,379,438,-12.8,46,88.2,53.8,-53.4,34.8,17.3,17.1,627,0.961,,44.5,55.5
111,4:57:01.2 PM,0:01:54.188000,27.2,4.38,9.2,180,396,463,-19.2,39.4,87.8,54,-53.8,34,14.3,19.5,652,1.019,,46.2,53.8
112,4:57:03.4 PM,0:01:56.427000,27.8,4.29,8.9,194,419,475,-15.7,44,92.1,57.9,-56.2,35.9,15.5,18.7,620,0.946,,43.8,56.2
113,4:57:05.5 PM,0:01:57.217000,27.2,4.27,9.7,187,413,472,-11.7,49,90.5,57,-56,34.5,12.8,20.7,627,1.005,,45.6,54.4
114,4:57:07.7 PM,0:01:58.465000,27.8,4.22,9.5,158,341,399,-16.1,45.3,93.1,51.9,-58.3,34.8,17.8,23.3,636,0.992,,45.9,54.1
115,4:57:09.9 PM,0:01:56.642000,28,4.29,9.6,168,360,426,-21.1,39.5,91.6,53.1,-57.2,34.4,16,22.4,646,0.977,,45.5,54.5
116,4:57:12.1 PM,0:01:54.586000,29,4.36,9.2,154,320,386,-10.7,47.7,87.4,48.5,-52.5,34.9,18.5,20.4,655,0.975,,47.1,52.9
117,4:57:14.1 PM,0:01:53.678000,28.4,4.4,9.1,220,465,525,-14.3,46.2,90.4,59.3,-56.1,34.3,13,18.1,588,0.961,,45.4,54.6
118,4:57:16.2 PM,0:01:53.524000,28,4.4,9,157,336,446,-16.2,43.2,90.6,46.9,-55.4,35.3,19,24.7,656,0.975,,45.5,54.5
119,4:57:18.4 PM,0:01:55.518000,28,4.33,9,195,417,481,-16.1,43.9,93.1,57.8,-57,36.1,14.9,20.3,695,0.961,,44.8,55.2
120,4:57:20.5 PM,0:01:55.474000,27.4,4.33,10.2,122,267,334,-19.2,41.6,92.4,43.1,-57.7,34.8,21,28.4,712,1.019,,46.5,53.5
121,4:57:22.7 PM,0:01:55.332000,27.8,4.34,9.7,230,496,541,-20.1,39.4,91.7,62.5,-56.2,35.5,15.2,14,655,1.007,,46.6,53.4
122,4:57:24.9 PM,0:01:55.390000,27.4,4.33,9.7,221,484,514,-13.7,47.3,93.5,63.8,-57.9,35.6,16.1,13.7,718,0.989,,45.2,54.8
123,4:57:27.1 PM,0:01:54.035000,28.6,4.38,9.2,245,513,551,-0.8,59.6,91.2,64.1,-55.2,36,19.2,7.9,676,0.929,,44.3,55.7
124,4:57:29.2 PM,0:01:53.792000,27.4,4.39,9.7,208,456,450,-1.8,59.1,92.9,64.5,-56.7,36.2,16.9,11.6,675,0.96,,43.8,56.2
125,4:57:31.4 PM,0:01:53.965000,28.6,4.39,9.1,250,524,574,-10.5,51.3,91.2,63.9,-57.2,33.9,13.5,13.8,603,0.915,,43.6,56.4
126,4:57:33.5 PM,0:01:53.259000,28.6,4.41,9.4,224,470,526,-21.4,38.4,90.2,58,-56,34.2,15.6,16.6,636,0.975,,46.4,53.6
127,4:57:35.6 PM,0:01:52.826000,28.8,4.43,9.4,234,488,530,-8.6,52.4,91.1,59.5,-56.3,34.8,16,15.7,644,0.947,,45.4,54.6
128,4:57:37.6 PM,0:01:52.023000,28.4,4.46,9.7,204,431,482,-9.1,50.6,88.9,58.2,-54,34.9,16.5,14.1,669,0.961,,45.5,54.5
129,4:57:39.8 PM,0:01:50.428000,28.2,4.53,10.1,163,347,426,-6.6,52.2,87.4,48.5,-52.2,35.2,19.1,19.8,691,0.991,,46.5,53.5
130,4:57:41.9 PM,0:01:48.811000,28.6,4.6,9.7,251,526,575,-9.9,50.9,92.5,66.1,-57,35.5,13.3,13.1,636,0.929,,44.2,55.8
131,4:57:44.0 PM,0:01:48.420000,28.4,4.61,10,241,509,578,-19.2,40.7,91.8,60.1,-56.6,35.2,15.1,16.6,623,0.914,,43.2,56.8
132,4:57:46.1 PM,0:01:48.038000,28.3,4.63,9.4,225,477,534,-13.4,47.2,90.1,60.5,-55.9,34.3,13.5,16.1,627,0.916,,43.3,56.7
133,4:57:48.2 PM,0:01:49.064000,28.6,4.58,9.1,219,459,509,-11.7,48.3,91.2,57.3,-55.7,35.5,14.1,19.8,700,0.959,,45.7,54.3
134,4:57:50.3 PM,0:01:51.133000,28,4.5,9.3,166,355,435,-18.7,40.8,90.1,51.3,-55.4,34.6,17.3,21.5,648,0.975,,45.4,54.6
135,4:57:52.5 PM,0:01:52.747000,28.4,4.43,9,202,428,493,-15.1,44.6,88.2,56,-54.5,33.7,15.7,16.6,649,0.958,,45.3,54.7
136,4:57:54.6 PM,0:01:54.510000,28.6,4.37,9.3,220,462,488,-10.5,50.2,90.9,60.2,-56.1,34.8,13.5,17.3,599,0.929,,44.2,55.8
137,4:57:56.7 PM,0:01:54.800000,27.8,4.36,10.1,151,326,405,-12.8,46,86.4,48.1,-52.6,33.9,18.3,20,665,1.018,,47.2,52.8
138,4:57:58.8 PM,0:01:52.994000,28.2,4.43,9.8,178,380,478,-6.7,53.7,86.4,52.9,-53.1,33.3,16.9,16.6,650,1.001,,47,53
139,4:58:01.0 PM,0:01:51.608000,28.6,4.48,9.6,206,433,491,-12.7,46.5,88.3,55.4,-53.8,34.5,14.3,18.6,636,0.93,,44.3,55.7
140,4:58:03.1 PM,0:01:51.179000,27.8,4.5,9.4,203,438,500,-9.2,50.8,91.1,55.8,-55.4,35.7,14.1,21.3,597,0.99,,45.8,54.2
141,4:58:05.2 PM,0:01:51.151000,28.2,4.5,9.2,206,439,487,-8.7,52.3,89.5,57.4,-55.5,34,14.9,17.1,649,0.989,,46.5,53.5
142,4:58:07.4 PM,0:01:52.345000,28.2,4.45,9.3,176,374,442,-7.9,51.6,87.8,53.1,-53.2,34.6,16.1,18.6,681,1.004,,47.1,52.9
143,4:58:09.5 PM,0:01:53.852000,29.4,4.39,8.8,169,345,419,-11.7,45.8,87.3,49.6,-51.7,35.6,18.9,18.8,695,0.945,,46.3,53.7
144,4:58:11.5 PM,0:01:54.693000,27.8,4.36,9.6,188,407,470,-13.2,46,91.8,55.8,-55.4,36.3,14.6,21.3,640,1.109,,51.3,48.7
145,4:58:13.7 PM,0:01:53.033000,28.2,4.42,9.9,198,422,488,-10.2,49.7,88.5,57,-54.2,34.3,13.9,17.7,588,0.93,,43.7,56.3
146,4:58:15.8 PM,0:01:52.747000,28.6,4.43,9.7,164,344,423,-6.5,52.4,86.7,52.3,-51.9,34.8,16.9,17.5,696,0.976,,46.5,53.5
147,4:58:17.9 PM,0:01:53.019000,28,4.42,9.1,152,326,388,-14.3,45.8,92.1,50.7,-56.5,35.6,17.9,23.5,666,1.006,,46.9,53.1
148,4:58:20.1 PM,0:01:52.807000,28.8,4.43,9.5,212,442,524,-16.6,41.6,88.4,55.9,-53.4,35,14.5,18.1,606,0.961,,46.1,53.9
149,4:58:22.1 PM,0:01:53.128000,29.2,4.42,9,210,432,524,-17.1,42.4,89.1,57.5,-54.9,34.2,13.7,17.9,615,0.96,,46.7,53.3
150,4:58:24.2 PM,0:01:53.419000,29.6,4.41,8.9,234,474,546,-15.2,44.5,89.6,56.3,-55.1,34.4,14.1,19.2,564,0.902,,44.5,55.5
151,4:58:26.2 PM,0:01:53.862000,28.8,4.39,9,180,375,460,-10.6,49.3,88.4,55.5,-54.1,34.3,13.8,19.1,633,0.945,,45.3,54.7
