Athlete,vespoli usa,,,,,,,,,,,,,,,,,,,,
Date,"Mon, Apr 27 2026",,,,,,,,,,,,,,,,,,,,
Interval,8,,,,,,,,,,,,,,,,,,,,
Start Time,5:09:18.5 PM,,,,,,,,,,,,,,,,,,,,
End Time,5:21:17.5 PM,,,,,,,,,,,,,,,,,,,,
Duration,0:11:59.0,,,,,,,,,,,,,,,,,,,,
Distance,3004 m,,,,,,,,,,,,,,,,,,,,
Class,4+,,,,,,,,,,,,,,,,,,,,
Shell,1,,,,,,,,,,,,,,,,,,,,
Seat,3,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Stroke,Timestamp,Split,SPM,Speed (m/s),DPS (m),Power (W),Work (J),Peak N,Peak °,Peak %,Length (°),Connection (°),Catch (°),Release (°),Slip (°),Wash (°),Check (ms),Drive Time (s),HR (bpm),Drive %,Recovery %
136,5:13:51.7 PM,0:02:04.533000,29.4,4.01,8.4,224,457,509,-19.7,40.4,89.1,56.3,-55.7,33.4,12.7,20.2,634,0.975,,47.8,52.2
137,5:13:53.8 PM,0:02:03.825000,29.9,4.04,8,195,392,467,-17.1,42,86.8,54.1,-53.5,33.3,13.1,19.6,656,0.944,,47,53
138,5:13:55.8 PM,0:02:03.902000,30.1,4.04,7.8,130,260,331,-14.5,43.9,85.1,39.4,-51.8,33.3,21.6,24.1,687,1.02,,51.1,48.9
139,5:13:57.8 PM,0:02:03.313000,29.4,4.05,8.2,180,367,446,-19.2,40.1,87.6,54.6,-54.3,33.3,13.9,19.2,642,0.947,,46.4,53.6
140,5:13:59.8 PM,0:02:03.369000,30.1,4.05,8,201,400,480,-20.7,39.4,90.6,52.9,-56.4,34.1,15.4,22.2,575,0.931,,46.7,53.3
141,5:14:01.8 PM,0:02:03.264000,29.9,4.06,8.2,189,379,447,-20.8,37.9,88.4,52.7,-54.3,34.1,14.5,21.3,619,0.931,,46.3,53.7
142,5:14:03.8 PM,0:02:02.659000,30.1,4.08,8.2,185,368,454,-21,39,88.9,51.8,-55.7,33.3,14.4,22.7,673,0.944,,47.3,52.7
143,5:14:05.8 PM,0:02:01.780000,30.3,4.11,8.2,162,320,394,-15.4,45.5,89.6,44.6,-56.2,33.4,18,27.1,637,0.948,,47.8,52.2
144,5:14:07.8 PM,0:02:02.950000,29.6,4.07,7.8,160,324,434,-19.4,39.9,88.6,47.6,-54.7,33.9,15,26,645,0.988,,48.8,51.2
145,5:14:09.8 PM,0:02:04.023000,29.2,4.03,8,219,451,521,-21.5,38.1,88.7,56.9,-55.2,33.4,12.1,19.8,644,1.005,,48.9,51.1
146,5:14:11.9 PM,0:02:03.986000,30.5,4.03,8.1,133,261,346,-17.1,42.5,87.7,41.7,-54.4,33.3,20.4,25.6,683,0.929,,47.3,52.7
147,5:14:13.8 PM,0:02:04.537000,29,4.01,8.3,160,332,383,-17.5,40.7,87.4,49.6,-53.1,34.4,15.9,21.9,626,0.977,,47.2,52.8
148,5:14:15.9 PM,0:02:04.885000,30.3,4,8.2,184,364,439,-20.3,37.4,87.3,52.2,-52.9,34.3,14.3,20.7,595,0.958,,48.4,51.6
149,5:14:17.9 PM,0:02:03.703000,29.9,4.04,8.4,197,396,470,-23.6,37.1,89,53.6,-56.6,32.4,14.8,20.6,624,0.93,,46.3,53.7
150,5:14:19.9 PM,0:02:03.019000,29.9,4.06,8.2,212,426,484,-22.1,37.3,88.3,55.5,-55,33.3,12.3,20.5,585,0.915,,45.5,54.5
151,5:14:21.9 PM,0:02:03.961000,29.6,4.03,7.9,202,410,467,-19,40.6,88.7,54.3,-55,33.7,14.6,19.8,593,1.005,,49.6,50.4
152,5:14:23.9 PM,0:02:03.099000,29.6,4.06,8.3,223,452,506,-17.3,43.1,89.3,58.4,-55.8,33.4,12.5,18.3,602,0.946,,46.7,53.3
153,5:14:25.9 PM,0:02:04.043000,30.1,4.03,8,203,405,488,-16.5,44.1,88.4,56.4,-55.5,32.9,13.3,18.6,625,0.913,,45.8,54.2
154,5:14:27.9 PM,0:02:04.126000,29.6,4.03,8.3,183,371,475,-19.9,39.7,86.4,49.3,-54.2,32.2,13.8,23.3,643,0.929,,45.9,54.1
155,5:14:30.0 PM,0:02:03.413000,30.8,4.05,8.4,213,415,483,-18.2,41,87.4,52.5,-54,33.4,13.3,21.5,623,0.871,,44.7,55.3
156,5:14:31.9 PM,0:02:02.037000,29.6,4.1,8.2,221,448,512,-16.1,44,88.9,55.9,-55.2,33.8,12.6,20.4,591,0.959,,47.4,52.6
157,5:14:33.9 PM,0:02:01.619000,30.3,4.11,7.8,219,434,506,-18.4,41.4,89.4,55.3,-55.4,34.1,11.7,22.4,589,0.96,,48.5,51.5
158,5:14:35.9 PM,0:02:01.028000,30.1,4.13,8.2,145,290,379,-12.2,45.9,85.3,45.3,-51.4,33.9,14.6,25.4,656,0.99,,49.6,50.4
159,5:14:37.9 PM,0:02:01.104000,29,4.13,8.3,200,414,488,-21.2,38.2,87.6,53.7,-54.6,33,12.2,21.7,585,1.006,,48.6,51.4
160,5:14:40.0 PM,0:02:02.527000,30.1,4.08,8.2,184,366,435,-20.6,38.1,88.8,51,-54.4,34.4,13.8,24,596,0.945,,47.4,52.6
161,5:14:42.0 PM,0:02:02.326000,29.6,4.09,8.2,134,271,349,-17.6,39.7,86.7,41.3,-52.1,34.6,16.2,29.2,661,0.944,,46.6,53.4
162,5:14:44.0 PM,0:02:02.853000,28.6,4.07,8.4,168,354,454,-20.2,38.2,88.8,50.4,-54.1,34.7,14.1,24.3,593,1.004,,47.8,52.2
163,5:14:46.1 PM,0:02:03.107000,29.4,4.06,8.2,172,351,431,-20.1,38.6,85.4,50.8,-53.1,32.3,13.1,21.5,638,0.958,,47,53
164,5:14:48.1 PM,0:02:02.356000,30.3,4.09,8.4,158,314,415,-19.2,39.1,86.5,45,-53.1,33.4,14.9,26.6,666,0.93,,47,53
165,5:14:50.1 PM,0:02:02.510000,29.6,4.08,8.3,175,354,469,-18.8,40.4,85.3,49.2,-53.3,32,12.7,23.4,633,0.976,,48.1,51.9
166,5:14:52.1 PM,0:02:02.029000,30.1,4.1,8.2,208,415,476,-18,41,86.4,53.2,-53.4,33,13.4,19.8,608,0.945,,47.4,52.6
167,5:14:54.1 PM,0:02:01.447000,30,4.12,7.9,207,413,485,-20.5,38.8,87.8,55.9,-54.6,33.2,11,20.8,561,0.914,,45.8,54.2
168,5:14:56.1 PM,0:02:01.404000,30.1,4.12,8.3,179,356,469,-19.6,39.2,84.2,50,-52.6,31.6,13,21.2,571,0.958,,48.1,51.9
169,5:14:58.1 PM,0:02:01.412000,30.3,4.12,8.2,194,384,482,-17.5,41.7,85.8,51.9,-53.3,32.5,13.8,20.1,580,0.915,,46.2,53.8
170,5:15:00.1 PM,0:02:01.662000,29,4.11,8.5,162,336,411,-17.5,40.8,85.9,46.3,-52.6,33.4,15.4,24.3,599,0.957,,46.3,53.7
171,5:15:02.2 PM,0:02:02.196000,30.7,4.09,7.9,168,327,410,-21.7,37.2,86.8,48,-54,32.8,15.4,23.4,643,0.931,,47.7,52.3
172,5:15:04.1 PM,0:02:01.231000,29.6,4.12,8.1,142,287,354,-13.6,45.6,84.5,44.9,-52.1,32.4,15.7,23.9,660,0.945,,46.7,53.3
173,5:15:06.2 PM,0:02:03.008000,30.3,4.06,7.9,159,314,412,-17.8,39.1,85.2,44.8,-51.1,34.1,16.4,24,592,0.9,,45.4,54.6
174,5:15:08.1 PM,0:02:04.060000,29.2,4.03,8.1,195,400,465,-15.2,43.3,87.2,54.7,-52.9,34.3,11.8,20.7,552,1.02,,49.7,50.3
175,5:15:10.2 PM,0:02:04.306000,29,4.02,8.6,210,434,522,-15.2,44.4,86.3,56.9,-53.5,32.8,12.6,16.8,664,0.959,,46.3,53.7
176,5:15:12.3 PM,0:02:04.219000,30.3,4.03,7.8,209,415,466,-17.2,41.8,86.5,54.2,-53.4,33.1,13.6,18.7,606,1.022,,51.5,48.5
177,5:15:14.2 PM,0:02:04.450000,30.8,4.02,7.7,199,388,510,-17,41.6,86.4,49.3,-53,33.4,12.4,24.8,629,0.93,,47.7,52.3
178,5:15:16.2 PM,0:02:04.204000,29.6,4.03,8.3,215,435,488,-19,41,90,55.7,-55.9,34.1,13,21.4,631,0.974,,48.1,51.9
179,5:15:18.2 PM,0:02:03.256000,30.1,4.06,8.1,207,414,475,-22.1,38.1,89.6,56.8,-56.2,33.3,12.9,19.9,624,0.931,,46.6,53.4
180,5:15:20.2 PM,0:02:04.205000,30.5,4.03,7.9,200,392,476,-19.6,39.7,89.2,53.2,-55,34.2,14,22.1,606,0.914,,46.5,53.5
181,5:15:22.2 PM,0:02:03.810000,30.1,4.04,8,194,388,452,-15.4,43.9,86.5,56.5,-53.4,33.1,12.1,17.9,624,0.9,,45.1,54.9
182,5:15:24.2 PM,0:02:03.028000,29.6,4.06,8.1,218,441,520,-18.2,42.4,87.1,57.7,-55.2,31.9,10.7,18.7,592,0.96,,47.4,52.6
183,5:15:26.2 PM,0:02:02.498000,31.2,4.08,8.1,178,341,444,-20.7,37.7,86.4,47.8,-53.3,33.1,15.1,23.5,624,0.9,,46.8,53.2
184,5:15:28.1 PM,0:02:02.412000,30.1,4.08,8.4,205,408,511,-19.7,41,90.6,54.3,-56.8,33.8,12.2,24.1,590,0.914,,45.8,54.2
185,5:15:30.1 PM,0:02:00.677000,30.5,4.14,8.3,195,384,449,-21.6,38.3,89.9,52.7,-56,33.9,14.7,22.6,576,0.899,,45.8,54.2
186,5:15:32.1 PM,0:01:59.253000,29.6,4.19,8.8,186,377,461,-18.2,41.1,86.8,52.6,-53.8,32.9,13.5,20.7,594,0.931,,45.9,54.1
187,5:15:34.1 PM,0:01:57.108000,30.8,4.27,8.3,200,390,460,-15.9,43.2,87.6,51.7,-53.7,33.9,14.1,21.8,601,0.917,,47,53
188,5:15:36.1 PM,0:01:57.447000,30.8,4.26,8.2,203,396,466,-15.6,44.6,87.3,52.1,-54.6,32.8,12.9,22.3,602,0.93,,47.7,52.3
189,5:15:38.0 PM,0:01:57.588000,29.9,4.25,8.3,197,395,467,-17,42.7,85.8,54.6,-53.6,32.2,11.6,19.6,625,0.957,,47.6,52.4
190,5:15:40.0 PM,0:01:57.585000,30.8,4.25,8.4,208,405,451,-19.2,40.1,88.4,56.4,-54.6,33.8,11.1,21,616,0.93,,47.7,52.3
191,5:15:42.0 PM,0:01:58.851000,30.8,4.21,8,200,390,482,-19.1,40.9,87.6,52.3,-54.9,32.8,14.5,20.8,613,0.931,,47.7,52.3
192,5:15:43.9 PM,0:02:00.110000,30.3,4.16,8.2,201,398,481,-19.9,39.3,87.9,52.6,-54.5,33.4,13.5,21.9,599,0.915,,46.2,53.8
193,5:15:45.9 PM,0:02:01.240000,30.5,4.12,7.9,202,398,486,-20.7,39.7,87.2,52.3,-55.3,31.9,13.6,21.2,629,0.96,,48.9,51.1
194,5:15:47.9 PM,0:02:01.885000,32,4.1,7.7,221,414,508,-19.6,39.6,87.1,50,-54.1,33,13.4,23.6,600,0.961,,51.2,48.8
195,5:15:49.7 PM,0:02:02.913000,31.3,4.07,8.2,154,296,379,-16.4,44.7,88.6,46.1,-55.9,32.6,15.6,26.9,605,0.93,,48.5,51.5
196,5:15:51.7 PM,0:02:01.945000,29.8,4.1,8.2,195,394,438,-24.1,33.9,89,56.6,-54.2,34.8,12.1,20.3,573,0.994,,49.3,50.7
197,5:15:53.7 PM,0:02:01.645000,31.1,4.11,8.2,163,314,369,-15.7,42.2,87.8,49.3,-52.7,35,15,23.4,609,0.976,,50.5,49.5
198,5:15:55.6 PM,0:02:01.001000,31.3,4.13,7.9,231,444,536,-17.9,42,89.2,57.3,-55.4,33.8,11.9,20,598,0.899,,46.8,53.2
199,5:15:57.5 PM,0:02:00.511000,30.1,4.15,8.4,179,357,457,-16.7,42.1,88.5,49.5,-53.9,34.6,14.6,24.4,598,0.958,,48,52
200,5:15:59.5 PM,0:02:00.256000,31.5,4.16,8.1,174,331,466,-20.2,38.6,87.2,47.5,-53.8,33.4,14,25.6,605,0.885,,46.4,53.6
201,5:16:01.4 PM,0:01:59.916000,31,4.17,8.1,205,396,454,-25.1,34,89.3,52.9,-55.5,33.8,13.8,22.5,568,0.931,,48.1,51.9
202,5:16:03.4 PM,0:01:59.468000,30.5,4.19,8.1,190,374,429,-22.1,35.7,87.6,52,-53.4,34.2,12.6,23,586,0.93,,47.3,52.7
203,5:16:05.3 PM,0:01:58.286000,31.5,4.23,8.2,198,377,473,-20.4,38.3,86.9,52.6,-53.7,33.2,13.6,20.6,569,0.93,,48.8,51.2
204,5:16:07.2 PM,0:01:58.070000,31,4.23,8.3,181,351,427,-15.9,43.2,84.7,50.3,-52.5,32.2,13.4,21,589,0.914,,47.2,52.8
205,5:16:09.2 PM,0:01:57.468000,30.5,4.26,8.5,172,337,417,-13.8,45.1,86.6,49.4,-52.9,33.7,14.4,22.7,609,0.959,,48.8,51.2
206,5:16:11.1 PM,0:01:57.207000,30.3,4.27,8.1,180,357,412,-16.9,41.4,89.1,51.9,-53.9,35.3,12.5,24.7,582,0.961,,48.5,51.5
207,5:16:13.1 PM,0:01:57.080000,30.1,4.27,8.5,166,331,409,-20.6,38.8,89.1,49.7,-55.1,34,13,26.4,597,1.004,,50.4,49.6
208,5:16:15.1 PM,0:01:58.443000,28.6,4.22,8.1,192,403,489,-19.1,42.1,87.1,57.4,-55.7,31.3,12.9,16.8,604,1.019,,48.5,51.5
209,5:16:17.2 PM,0:01:59.886000,31.5,4.17,8.1,159,304,382,-16.5,41.6,85.6,46.3,-52.1,33.4,14.3,24.9,640,0.948,,49.7,50.3
210,5:16:19.1 PM,0:02:01.078000,30.1,4.13,8.2,199,396,472,-18.6,40.6,88.1,52.7,-54.4,33.8,11.9,23.6,619,0.975,,48.9,51.1
211,5:16:21.1 PM,0:02:01.388000,30.3,4.12,8,216,428,494,-22.4,36.8,88.6,56.7,-55,33.6,11.1,20.7,581,0.946,,47.8,52.2
212,5:16:23.1 PM,0:02:02.192000,31,4.09,8.4,194,376,463,-16.6,43.1,85.9,51.9,-53.6,32.4,13.5,20.6,634,0.9,,46.5,53.5
213,5:16:25.0 PM,0:02:00.425000,30.5,4.15,7.7,172,338,400,-20.7,41.7,90.1,50.8,-58.3,31.8,16.7,22.7,616,0.915,,46.6,53.4
214,5:16:27.0 PM,0:02:01.813000,31,4.1,8,211,409,482,-22.8,36.4,89.2,53.3,-55.2,33.9,13.3,22.6,583,0.9,,46.5,53.5
215,5:16:28.9 PM,0:02:02.465000,31.5,4.08,7.6,187,357,450,-19.4,40.6,88.8,50.1,-55.5,33.3,14.2,24.4,582,0.885,,46.5,53.5
216,5:16:30.8 PM,0:02:01.905000,30.3,4.1,8.1,194,384,475,-19.7,39.1,87.8,52.3,-54.1,33.7,13.8,21.7,571,0.946,,47.8,52.2
217,5:16:32.8 PM,0:02:02.887000,31.3,4.07,7.8,205,393,476,-18.2,41.9,88.1,52.7,-55.1,32.9,11.7,23.6,598,0.975,,50.8,49.2
218,5:16:34.7 PM,0:02:02.284000,30.5,4.09,8,184,362,431,-17.3,43,88.7,49.9,-55.4,33.3,12.8,26,608,0.944,,48.1,51.9
219,5:16:36.7 PM,0:02:02.328000,30.5,4.09,8.1,195,384,446,-22.2,37.3,87.6,51.8,-54.8,32.8,13.1,22.7,588,0.976,,49.6,50.4
220,5:16:38.6 PM,0:02:01.192000,31.3,4.13,8.1,187,358,418,-15.1,45.6,87.3,49.8,-54.9,32.4,14.1,23.4,620,0.959,,50,50
221,5:16:40.6 PM,0:02:01.395000,31.3,4.12,7.9,224,430,508,-20.4,39.5,90.1,53.5,-56.1,34.1,14.9,21.7,593,0.958,,49.9,50.1
222,5:16:42.5 PM,0:02:00.677000,31,4.14,8,220,426,491,-20.2,39.8,90.2,57.6,-56.1,34.1,10.9,21.7,588,0.961,,49.7,50.3
223,5:16:44.4 PM,0:01:59.781000,30.3,4.17,8.6,176,349,425,-20.1,39.6,88.4,51.2,-55.1,33.4,14.1,23.1,632,0.945,,47.7,52.3
224,5:16:46.4 PM,0:01:58.134000,31.3,4.23,8.2,191,367,452,-20.2,39.5,89.8,51.6,-55.7,34.1,13.8,24.4,589,0.914,,47.6,52.4
225,5:16:48.3 PM,0:01:57.476000,31.5,4.26,8.2,209,397,470,-19.9,40.2,88.3,52.7,-55.3,32.9,13.6,22,581,0.946,,49.7,50.3
226,5:16:50.2 PM,0:01:56.916000,31.3,4.28,8.1,195,374,472,-17.1,43,87.2,50.3,-54.6,32.6,12.9,23.9,565,0.9,,46.9,53.1
227,5:16:52.1 PM,0:01:56.610000,32,4.29,8,199,374,466,-22.9,36.2,87.3,50,-54.5,32.8,13.6,23.7,583,0.915,,48.7,51.3
228,5:16:54.0 PM,0:01:56.672000,32.3,4.29,8.1,225,418,499,-15.4,45.5,87.3,52.1,-55.1,32.3,12.3,22.9,558,0.946,,50.9,49.1
229,5:16:55.9 PM,0:01:56.693000,32.5,4.28,7.6,165,305,387,-18.1,42.5,87.6,43.5,-55.3,32.3,15.3,28.8,611,0.887,,48.1,51.9
230,5:16:57.7 PM,0:01:57.707000,33.1,4.25,7.6,208,377,477,-18,42.2,86.1,51,-54.3,31.8,13.3,21.9,591,0.853,,47,53
231,5:16:59.5 PM,0:01:57.285000,32.5,4.26,8.2,196,363,460,-15.7,44,85.7,47.7,-53.4,32.3,14.4,23.6,571,0.901,,48.8,51.2
232,5:17:01.4 PM,0:01:55.463000,33.1,4.33,8.2,223,405,506,-18.9,41.3,85.9,51.8,-54.3,31.6,11.6,22.5,569,0.887,,48.9,51.1
233,5:17:03.2 PM,0:01:54.738000,32.3,4.36,8.4,201,374,469,-18.3,41.7,85.9,47.2,-54.2,31.8,14.5,24.3,566,0.9,,48.4,51.6
234,5:17:05.1 PM,0:01:53.775000,33,4.39,8.1,239,433,524,-15.7,44.3,86.6,53.1,-54.1,32.5,11.2,22.3,559,0.9,,49.6,50.4
235,5:17:06.9 PM,0:01:52.724000,32.8,4.44,7.7,227,415,517,-16,44.5,86.3,52.7,-54.4,31.9,12.3,21.2,550,0.885,,48.4,51.6
236,5:17:08.7 PM,0:01:52.820000,33.6,4.43,7.6,207,369,457,-19.2,41.9,88.8,50.4,-56.4,32.4,15.1,23.3,564,0.84,,47.1,52.9
237,5:17:10.5 PM,0:01:53.568000,32.8,4.4,8.4,219,401,508,-17.6,41.9,86.6,50.4,-53.8,32.8,14,22.2,542,0.885,,48.3,51.7
238,5:17:12.3 PM,0:01:52.355000,33.4,4.45,8.6,233,419,524,-18,41.3,86,52.7,-53.5,32.5,12.5,20.8,559,0.869,,48.3,51.7
239,5:17:14.1 PM,0:01:51.259000,33,4.49,8.4,235,426,511,-19.7,40,87.3,50.2,-54.7,32.6,13.3,23.8,536,0.885,,48.7,51.3
240,5:17:15.9 PM,0:01:50.648000,33.2,4.52,7.8,237,427,493,-12.5,47.5,88.7,53.5,-54.6,34.1,12.7,22.5,557,0.905,,50.1,49.9
241,5:17:17.7 PM,0:01:51.216000,33.2,4.5,7.2,179,323,429,-16.2,43.6,88.8,46.6,-54.9,33.9,14.9,27.3,570,0.853,,47.2,52.8
242,5:17:19.6 PM,0:01:51.679000,32.5,4.48,8,191,352,484,-16.2,43.6,84.9,47,-53.2,31.6,14.4,23.5,547,0.9,,48.7,51.3
243,5:17:21.4 PM,0:01:52.568000,33.4,4.44,8.1,228,411,499,-15.4,45,86.9,51.9,-54.6,32.3,12.3,22.7,551,0.899,,50,50
244,5:17:23.2 PM,0:01:54.163000,34.2,4.38,7.6,210,369,486,-16.6,42.7,84.8,46.8,-52.8,32,13.1,25,548,0.838,,47.8,52.2
245,5:17:25.0 PM,0:01:55.247000,32.3,4.34,7.8,212,394,473,-16.1,44,85.9,51.6,-53.8,32.1,12,22.3,567,0.913,,49.1,50.9
246,5:17:26.8 PM,0:01:54.257000,33.6,4.38,7.7,183,326,436,-15.1,45.4,86.5,48.9,-54.4,32.1,13.8,23.8,548,0.841,,47.1,52.9
247,5:17:28.6 PM,0:01:54.383000,33.3,4.37,7.9,213,383,468,-17.9,42,87,49,-54.4,32.6,12.3,25.7,540,0.916,,50.9,49.1
248,5:17:30.4 PM,0:01:54.472000,33.3,4.37,8.1,230,414,532,-16.3,43.4,87.3,52.2,-54.2,33.1,12.3,22.7,569,0.915,,50.8,49.2
249,5:17:32.2 PM,0:01:53.100000,33.4,4.42,8.4,240,431,515,-18.1,42.2,86.5,53.4,-54.6,31.9,13.1,20.1,543,0.884,,49.1,50.9
250,5:17:34.0 PM,0:01:51.626000,33.1,4.48,8.2,229,415,507,-17.1,43.5,86.1,52.3,-54.6,31.5,11.5,22.3,573,0.869,,47.9,52.1
251,5:17:35.8 PM,0:01:51.205000,33.6,4.5,7.7,213,381,502,-19.7,40.2,86.5,47.1,-54.5,32,14.6,24.8,561,0.902,,50.5,49.5
252,5:17:37.6 PM,0:01:51.624000,33.1,4.48,7.7,249,452,517,-16.2,44.9,87.4,53.5,-55.4,32,11.7,22.2,566,0.902,,49.7,50.3
253,5:17:39.4 PM,0:01:52.227000,32.8,4.46,8.3,211,386,460,-17.2,42.8,86.8,51.6,-54.4,32.4,12.3,22.8,584,0.899,,49.2,50.8
254,5:17:41.2 PM,0:01:52.083000,33,4.46,8.5,188,342,436,-17.2,42.2,85.8,46.8,-53.5,32.3,13.8,25.3,588,0.855,,47.1,52.9
255,5:17:43.1 PM,0:01:51.724000,33.3,4.48,8.3,231,416,500,-16,44.8,86.6,52,-54.8,31.8,11.6,23,533,0.946,,52.6,47.4
256,5:17:44.9 PM,0:01:51.981000,33.1,4.47,7.9,248,449,513,-14.2,45.7,87.8,55.2,-54.3,33.4,12.4,20.2,571,0.915,,50.4,49.6
257,5:17:46.7 PM,0:01:51.764000,32.5,4.47,7.8,222,410,494,-14.7,45.9,87.4,51.6,-54.8,32.6,12.8,22.9,585,0.945,,51.2,48.8
258,5:17:48.5 PM,0:01:52.816000,32.5,4.43,8,205,378,461,-12.9,46.8,86.9,52,-53.5,33.4,13.5,21.4,575,0.93,,50.4,49.6
259,5:17:50.4 PM,0:01:53.497000,33.4,4.41,8.2,217,389,497,-13.7,47,84.3,52,-53.3,30.9,13.2,19.1,573,0.869,,48.3,51.7
260,5:17:52.2 PM,0:01:53.778000,32.8,4.39,8.1,190,349,469,-13.1,47.7,85.4,45.5,-53.9,31.6,16.5,23.5,534,0.872,,47.6,52.4
261,5:17:54.0 PM,0:01:54.286000,33.6,4.37,7.5,203,363,461,-15.3,44,85.8,50.7,-53.1,32.7,12.9,22.2,544,0.855,,47.9,52.1
262,5:17:55.8 PM,0:01:54.521000,32.5,4.37,7.5,222,410,505,-15.9,44,84.4,52.1,-53.1,31.3,13.8,18.5,560,0.96,,52,48
263,5:17:57.6 PM,0:01:55.009000,33.1,4.35,7.5,229,415,517,-16.8,42.9,85,52.1,-53.2,31.8,11.8,21.1,546,0.946,,52.1,47.9
264,5:17:59.4 PM,0:01:56.172000,33,4.3,7.9,216,393,471,-13.7,45.9,85.9,51.3,-53.2,32.8,12,22.6,544,0.933,,51.3,48.7
265,5:18:01.3 PM,0:01:57.169000,32.6,4.27,8.3,193,355,462,-14.6,46.1,86.8,51.1,-54.6,32.2,14.2,21.5,583,0.9,,48.9,51.1
266,5:18:03.1 PM,0:01:56.043000,33.4,4.31,7.9,182,328,430,-14.3,44.9,84.8,44.8,-52.4,32.4,13.6,26.4,573,0.915,,50.9,49.1
267,5:18:04.9 PM,0:01:56.031000,32.5,4.31,7.6,195,360,441,-16.1,42.6,83.8,49.1,-51.8,32,13.2,21.5,553,0.991,,53.7,46.3
268,5:18:06.7 PM,0:01:56.364000,32.8,4.3,7.3,173,317,421,-15.1,44.1,85.6,43.6,-52.8,32.8,17.1,24.8,542,0.93,,50.8,49.2
269,5:18:08.6 PM,0:01:57.177000,32,4.27,8,214,401,488,-19.1,41.4,85.7,54.4,-54.6,31.1,11.5,19.7,560,0.93,,49.6,50.4
270,5:18:10.4 PM,0:01:58.198000,32.5,4.23,7.9,189,348,451,-12.9,45.9,83.3,44.7,-51.2,32.1,14.3,24.2,585,0.929,,50.4,49.6
271,5:18:12.3 PM,0:01:59.558000,32.8,4.18,8,220,403,490,-16.2,43.6,85.2,53.4,-53.4,31.8,11.3,20.5,560,0.931,,50.8,49.2
272,5:18:14.1 PM,0:01:58.056000,33.1,4.24,8,210,380,466,-15.9,42.6,84.4,49.2,-51.9,32.6,12.5,22.7,587,0.916,,50.5,49.5
273,5:18:15.9 PM,0:01:57.524000,32.5,4.25,7.3,172,318,396,-13.2,49.1,86.6,46.9,-55.7,30.9,16.1,23.6,577,0.945,,51.2,48.8
274,5:18:17.8 PM,0:01:59.516000,33.3,4.18,6.9,196,354,435,-11,48.9,83.2,49.1,-51.7,31.5,13.7,20.4,557,0.962,,53.4,46.6
275,5:18:19.6 PM,0:01:59.985000,33.1,4.17,7.7,197,358,431,-17.1,42.4,86.1,51.4,-53.6,32.4,12.4,22.3,553,0.914,,50.4,49.6
276,5:18:21.4 PM,0:02:00.001000,33.3,4.17,7.6,249,450,561,-15.2,44.8,85.9,53.6,-53.6,32.3,12.2,20.1,553,0.855,,47.4,52.6
277,5:18:23.2 PM,0:02:00.866000,32,4.14,8.5,226,424,515,-20,39.2,87,53.7,-54.1,32.9,12.3,20.9,586,0.901,,48.1,51.9
278,5:18:25.1 PM,0:01:58.749000,33.3,4.21,7.7,231,416,479,-14.9,44.8,86.4,53,-53.7,32.8,13.1,20.4,588,0.914,,50.8,49.2
279,5:18:26.9 PM,0:01:56.922000,32.8,4.28,7.6,184,336,428,-12.1,48.8,87.3,47.9,-54.7,32.6,16.4,23.1,601,0.854,,46.7,53.3
280,5:18:28.7 PM,0:01:57.046000,31.7,4.27,7.8,216,410,465,-15.8,43.8,87.6,52.7,-54.2,33.4,11.9,23,524,0.93,,49.2,50.8
281,5:18:30.6 PM,0:01:57.563000,32.8,4.25,7.6,188,343,430,-12.4,47.8,86.7,48.8,-53.8,32.9,14,23.9,577,0.9,,49.2,50.8
282,5:18:32.4 PM,0:01:57.962000,32.3,4.24,8,215,400,477,-14.9,46.3,87.1,50.1,-55.2,31.9,13.2,23.7,533,0.944,,50.8,49.2
283,5:18:34.3 PM,0:01:58.561000,32.3,4.22,8,195,364,461,-19.9,39.8,83.8,49.2,-53.2,30.5,11.8,22.7,574,0.944,,50.8,49.2
284,5:18:36.1 PM,0:01:59.137000,33.1,4.2,7.4,218,395,485,-19.4,40.1,85.9,48.1,-53.9,32,12.9,24.9,566,0.915,,50.4,49.6
285,5:18:38.0 PM,0:01:59.493000,32,4.18,7.3,199,374,434,-19.6,40.9,87.3,52.7,-55.3,31.9,12.6,22,522,0.929,,49.5,50.5
286,5:18:39.8 PM,0:02:00.546000,31.5,4.15,7.4,191,363,423,-20.3,39.3,84.9,50.2,-53.7,31.2,13.2,21.4,581,0.96,,50.4,49.6
287,5:18:41.7 PM,0:02:02.509000,33.1,4.08,7,149,270,340,-14.1,47.9,85.8,42.1,-55.2,30.6,16.9,26.7,602,0.916,,50.5,49.5
288,5:18:43.6 PM,0:02:04.636000,32.3,4.01,7.3,207,385,476,-15.1,46.3,84,48.8,-54,30,13.3,22,536,0.975,,52.4,47.6
289,5:18:45.4 PM,0:02:04.022000,32.5,4.03,7.6,160,296,379,-18.7,44.1,86.6,43.6,-56.9,29.6,17.5,25.5,552,0.96,,52,48
290,5:18:47.3 PM,0:02:03.382000,32.5,4.05,7.9,176,325,417,-17.2,42.6,84.1,46.7,-53,31.1,14.2,23.2,568,0.945,,51.2,48.8
