Athlete,vespoli usa,,,,,,,,,,,,,,,,,,,,
Date,"Mon, Apr 27 2026",,,,,,,,,,,,,,,,,,,,
Interval,6,,,,,,,,,,,,,,,,,,,,
Start Time,4:33:10.9 PM,,,,,,,,,,,,,,,,,,,,
End Time,4:44:16.1 PM,,,,,,,,,,,,,,,,,,,,
Duration,0:11:05.2,,,,,,,,,,,,,,,,,,,,
Distance,2817 m,,,,,,,,,,,,,,,,,,,,
Class,4+,,,,,,,,,,,,,,,,,,,,
Shell,1,,,,,,,,,,,,,,,,,,,,
Seat,3,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Stroke,Timestamp,Split,SPM,Speed (m/s),DPS (m),Power (W),Work (J),Peak N,Peak °,Peak %,Length (°),Connection (°),Catch (°),Release (°),Slip (°),Wash (°),Check (ms),Drive Time (s),HR (bpm),Drive %,Recovery %
42,4:34:46.5 PM,0:02:05.226000,25.6,3.99,10,214,502,601,-19.6,40.4,90,58.9,-56,34,13.4,17.7,679,0.962,,41.1,58.9
43,4:34:48.8 PM,0:01:59.757000,26.3,4.18,10.4,231,525,574,-15.5,47.2,92.7,57.4,-59.2,33.4,15.9,19.4,579,1.047,,46,54
44,4:34:51.1 PM,0:01:58.157000,26.8,4.23,9.2,257,575,649,-14.7,47.8,92.4,61.9,-58.9,33.6,15.8,14.8,600,1.078,,48.2,51.8
45,4:34:53.4 PM,0:01:58.751000,25.9,4.21,8.9,228,527,583,-14.2,48,91,62.1,-57.9,33.1,13.1,15.8,658,1.008,,43.6,56.4
46,4:34:55.7 PM,0:01:59.783000,26.7,4.17,9.1,243,545,623,-23.6,37.3,90.9,60.6,-57.4,33.4,14.3,16,724,1.004,,44.7,55.3
47,4:34:57.9 PM,0:02:02.785000,26.9,4.07,9,249,556,641,-16,45.9,90.8,60.9,-57.6,33.1,13.2,16.7,734,1.018,,45.6,54.4
48,4:35:00.2 PM,0:02:03.537000,26.4,4.05,9.8,222,505,594,-19.1,41.8,90.2,58.3,-56.8,33.4,13.8,18.1,743,0.948,,41.8,58.2
49,4:35:02.4 PM,0:02:02.251000,27.8,4.09,8.8,191,413,493,-17.4,42.9,89.5,52.5,-55.8,33.7,16.2,20.8,646,0.915,,42.4,57.6
50,4:35:04.6 PM,0:02:00.335000,26.9,4.16,9.2,236,528,592,-18.4,41.6,89.6,61.1,-55.7,33.9,11.9,16.7,672,0.915,,41,59
51,4:35:06.8 PM,0:02:00.203000,26.5,4.16,9.9,179,406,519,-18.7,40,86.6,53,-53.4,33.2,14.9,18.7,704,0.962,,42.4,57.6
52,4:35:09.1 PM,0:01:58.009000,26.9,4.24,9.8,221,493,547,-20.1,40.1,88.6,56.7,-55.6,33.1,13.6,18.3,711,0.959,,42.9,57.1
53,4:35:11.3 PM,0:01:57.719000,26.3,4.25,9.4,200,455,535,-4.4,56.7,88.1,57.2,-54.4,33.7,15.6,15.3,709,1.079,,47.3,52.7
54,4:35:13.6 PM,0:01:57.605000,27.8,4.25,9.3,235,509,611,-16.2,45,91.1,56.3,-57.1,33.9,15.3,19.5,689,0.871,,40.3,59.7
55,4:35:15.8 PM,0:01:56.496000,25.3,4.29,10.8,209,495,528,-15.4,44.9,89.7,61.1,-55.7,34,12,16.5,707,1.002,,42.3,57.7
56,4:35:18.1 PM,0:01:55.266000,26.7,4.34,10.4,241,542,611,-22,38.8,90.3,58.6,-57,33.3,13.6,18.1,733,0.929,,41.3,58.7
57,4:35:20.4 PM,0:01:54.133000,26.3,4.38,9.7,172,393,479,-11.1,50.7,90.3,52.3,-56.9,33.4,16.7,21.3,664,1.111,,48.7,51.3
58,4:35:22.7 PM,0:01:53.231000,26.5,4.42,10.2,229,518,579,-11.4,50.1,90.4,61,-56.6,33.8,13,16.4,597,0.973,,43,57
59,4:35:24.9 PM,0:01:53.579000,25.7,4.4,10.3,217,508,568,-16.4,43.6,89.4,60.1,-55.4,34,11.6,17.8,666,1.185,,50.7,49.3
60,4:35:27.3 PM,0:01:55.267000,27.4,4.34,9.1,259,567,653,-13.1,49.7,91.1,61.1,-58.4,32.7,14.5,15.5,670,0.976,,44.5,55.5
61,4:35:29.4 PM,0:01:58.176000,26.5,4.23,8.9,160,363,426,-10.3,49.2,88.1,52.3,-53.6,34.4,16.8,19,691,0.989,,43.7,56.3
62,4:35:31.7 PM,0:01:59.563000,25.8,4.18,9.6,235,546,619,-13.6,47.2,90.3,61.6,-56.2,34,13.8,14.9,712,1.022,,43.9,56.1
63,4:35:34.0 PM,0:01:58.874000,26.9,4.21,9.5,141,315,377,-10.8,48.5,86.9,49.1,-52.9,34,19.3,18.5,691,0.915,,41,59
64,4:35:36.3 PM,0:02:01.593000,25.1,4.11,9.6,204,487,548,-11.9,49.7,89.3,60.7,-56.2,33.1,13.9,14.8,691,1.006,,42.1,57.9
65,4:35:38.7 PM,0:02:00.364000,26.2,4.15,9.7,180,413,532,-21.1,39.6,90.8,53.1,-57.1,33.7,15.3,22.3,573,0.975,,42.5,57.5
66,4:35:41.0 PM,0:01:58.887000,26.7,4.21,9.8,175,394,432,-15,47.2,91.8,57.4,-58.3,33.5,16.3,18.1,600,0.991,,44,56
67,4:35:43.2 PM,0:02:00.466000,25.3,4.15,9.7,176,417,485,-11.1,49.1,89.1,57.9,-54.7,34.3,14.4,16.7,688,1.171,,49.4,50.6
68,4:35:45.6 PM,0:01:59.721000,27,4.18,9.5,227,503,574,-17.5,44.2,92.2,60.7,-58.2,33.9,15.3,16.2,662,0.929,,41.9,58.1
69,4:35:47.8 PM,0:01:57.516000,25.8,4.25,10.6,169,394,491,-10.4,49.6,86.5,53.1,-53.3,33.2,17.2,16.2,655,0.959,,41.2,58.8
70,4:35:50.1 PM,0:01:54.620000,26.3,4.36,10.5,166,378,474,-17,42.5,88.4,52.7,-54.6,33.8,17.5,18.3,707,0.886,,38.8,61.2
71,4:35:52.4 PM,0:01:53.780000,25.8,4.39,10.2,222,515,579,-16.4,46.1,91.3,61.4,-58.5,32.8,14.2,15.8,591,1.02,,43.9,56.1
72,4:35:54.7 PM,0:01:52.224000,26.3,4.46,10,182,414,481,-18.1,41.2,88.4,55.9,-54.6,33.9,15.7,16.9,690,0.93,,40.8,59.2
73,4:35:57.0 PM,0:01:52.374000,26.3,4.45,9.9,166,377,443,-24.2,37.3,93.2,53.5,-59,34.2,18.1,21.6,680,0.943,,41.4,58.6
74,4:35:59.3 PM,0:01:55.373000,25.6,4.33,10,202,473,530,-11.5,50.1,92.1,57.2,-57.7,34.4,14.1,20.8,616,1.003,,42.9,57.1
75,4:36:01.6 PM,0:01:55.506000,27,4.33,9.7,208,462,529,-16.3,44.7,91.3,58.1,-57.1,34.2,12.3,20.8,651,0.945,,42.5,57.5
76,4:36:03.8 PM,0:01:53.245000,26.7,4.42,10.6,191,430,512,-12.7,48.1,88.6,55.3,-55.4,33.2,15.2,18.1,694,0.975,,43.3,56.7
77,4:36:06.1 PM,0:01:52.130000,26.5,4.46,9.6,184,416,493,-22.4,38.4,91.4,53.3,-57.6,33.8,16.3,21.8,700,0.945,,41.7,58.3
78,4:36:08.4 PM,0:01:53.709000,27.6,4.4,8.8,224,486,546,-14.4,47.4,91.5,60.3,-57.8,33.7,13.2,18,589,0.915,,42.1,57.9
79,4:36:10.5 PM,0:01:53.740000,26.3,4.4,9.8,200,456,545,-16.7,44.3,90.4,55.5,-56.7,33.7,16.3,18.7,680,1.02,,44.7,55.3
80,4:36:12.8 PM,0:01:55.032000,27.8,4.35,9.9,231,499,560,-10.6,51.7,90.4,60.6,-57.3,33.1,13.7,16.1,665,0.899,,41.6,58.4
81,4:36:15.0 PM,0:01:55.164000,27.2,4.34,10.3,209,461,533,-14,47.2,91,56.7,-56.9,34.1,14.1,20.3,667,0.902,,40.9,59.1
82,4:36:17.2 PM,0:01:51.264000,27.2,4.49,9.9,220,485,557,-15.9,45.4,89.9,56.8,-56.7,33.2,14.6,18.5,614,0.929,,42.2,57.8
83,4:36:19.4 PM,0:01:50.351000,27,4.53,9.8,232,515,597,-16.5,45,89.6,60.4,-56.8,32.8,12.3,16.9,649,0.947,,42.6,57.4
84,4:36:21.6 PM,0:01:50.658000,27,4.52,9.8,195,433,524,-15.7,44.2,89,56.3,-55.1,33.9,14.7,18,688,0.933,,42,58
85,4:36:23.8 PM,0:01:51.341000,26.9,4.49,10.4,226,505,604,-17.6,43.4,90.4,56.9,-56.7,33.6,12.9,20.6,622,0.917,,41,59
86,4:36:26.1 PM,0:01:51.399000,27,4.49,9.8,217,480,555,-14.2,46.3,90.1,56,-56,34.1,13.3,20.8,567,0.975,,43.9,56.1
87,4:36:28.3 PM,0:01:51.314000,25.5,4.49,10.4,222,522,579,-15.5,45.3,92.3,62.9,-57.2,35,13.5,15.9,669,1.153,,49,51
88,4:36:30.6 PM,0:01:51.968000,27.4,4.47,9.4,175,383,463,-9.2,50.4,90.4,54,-54.8,35.6,17.6,18.9,749,0.897,,41,59
89,4:36:32.8 PM,0:01:50.463000,26.8,4.53,10.9,116,259,355,-8.3,52.7,87.3,41.5,-54.3,33,25.7,20.1,683,0.899,,40.2,59.8
90,4:36:35.1 PM,0:01:50.721000,26.3,4.52,10,212,484,579,-10.4,50.4,90.3,59.4,-55.9,34.4,12.7,18.1,561,1.006,,44.1,55.9
91,4:36:37.3 PM,0:01:50.822000,26.5,4.51,9.7,135,305,383,-9.1,50.3,87.4,49.6,-53.1,34.3,19,18.8,619,0.99,,43.7,56.3
92,4:36:39.6 PM,0:01:50.432000,26,4.53,10,241,557,604,-20.6,39.5,91.9,60.6,-56.8,35.1,14.8,16.5,660,1.048,,45.4,54.6
93,4:36:41.9 PM,0:01:51.410000,26.7,4.49,10.7,249,560,578,-15.1,46.4,91.9,65.8,-57.7,34.2,13.7,12.5,667,1.035,,46,54
94,4:36:44.2 PM,0:01:50.915000,27.4,4.51,9.8,177,387,451,-9.3,50.5,89.9,54.1,-54.7,35.2,17.3,18.5,695,1.021,,46.6,53.4
95,4:36:46.4 PM,0:01:51.853000,26.3,4.47,9.2,202,460,525,-15.7,44.2,89.4,59.7,-55.2,34.2,14.2,15.6,678,0.992,,43.5,56.5
96,4:36:48.6 PM,0:01:53.141000,26.5,4.42,10,190,430,506,-17,44.1,93.3,59.2,-58.1,35.1,16.3,17.8,719,0.961,,42.4,57.6
97,4:36:50.9 PM,0:01:54.496000,27,4.37,9.9,228,506,559,-17.6,42.6,91.4,61.9,-56.6,34.9,12.5,17,649,1.019,,45.9,54.1
98,4:36:53.1 PM,0:01:56.989000,27.2,4.27,9,192,424,523,-13.6,47.5,90.3,54.7,-56.4,33.8,14.7,20.9,647,0.945,,42.8,57.2
99,4:36:55.3 PM,0:01:57.406000,27.5,4.26,9.5,216,471,574,-20.4,40.7,90.5,56.3,-57.2,33.3,14.5,19.7,656,0.918,,42.1,57.9
100,4:36:57.5 PM,0:01:55.797000,27.2,4.32,9,198,435,557,-21.1,39.5,89.6,53.7,-56.6,33.1,15.4,20.5,724,0.96,,43.6,56.4
101,4:36:59.7 PM,0:01:56.641000,28.4,4.29,9.4,242,511,582,-15.2,45.9,90.8,58.3,-56.9,33.9,14.3,18.2,659,1.005,,47.5,52.5
102,4:37:01.8 PM,0:01:55.301000,26.9,4.34,10.4,213,477,573,-20,39.4,89.3,60.8,-55.2,34.1,14.1,14.4,699,0.899,,40.2,59.8
103,4:37:04.1 PM,0:01:50.941000,27.4,4.51,10.2,233,510,562,-17.7,43,90.2,58.9,-56.6,33.6,14.9,16.4,697,0.931,,42.5,57.5
104,4:37:06.2 PM,0:01:50.719000,27.2,4.52,9.7,216,477,552,-16.9,43.9,90.3,56.2,-56.5,33.8,14.6,19.5,666,0.978,,44.4,55.6
105,4:37:08.5 PM,0:01:50.029000,27.6,4.54,9.5,220,479,533,-15.9,45.3,90.4,59.7,-56.8,33.6,12.9,17.8,698,0.961,,44.2,55.8
106,4:37:10.6 PM,0:01:50.855000,27.6,4.51,9.8,188,408,487,-13.1,46.8,88,54.3,-54.2,33.8,16.5,17.3,653,0.914,,42,58
107,4:37:12.8 PM,0:01:51.794000,27.9,4.47,10.1,187,402,498,-15.2,44.3,89.9,54.7,-55,34.9,15.6,19.6,688,0.874,,40.7,59.3
108,4:37:14.9 PM,0:01:50.370000,26.4,4.53,10.5,189,430,535,-18.5,42.5,90.8,52.9,-57.1,33.7,16.6,21.2,641,1.007,,44.2,55.8
109,4:37:17.2 PM,0:01:48.293000,27,4.62,10.2,164,364,439,-20.9,38.7,90.7,52.3,-56,34.7,15.3,23.1,706,0.945,,42.6,57.4
110,4:37:19.4 PM,0:01:49.004000,27.4,4.59,9.2,161,352,416,-18.6,42.5,92.1,52.8,-57.8,34.3,17.5,21.8,718,0.96,,43.8,56.2
111,4:37:21.6 PM,0:01:52.157000,27,4.46,9,223,495,546,-16.4,45.3,92.1,59.7,-58.1,34,13.3,19.1,671,0.96,,43.2,56.8
112,4:37:23.9 PM,0:01:54.451000,27,4.37,9.9,196,434,511,-15.8,44.4,89,56.2,-55.3,33.7,14.5,18.4,693,1.015,,45.7,54.3
113,4:37:26.1 PM,0:01:55.955000,27.2,4.31,9.6,223,492,570,-19.7,40.7,89.3,59,-56,33.3,14.4,15.9,747,0.974,,44.2,55.8
114,4:37:28.3 PM,0:01:56.051000,27.6,4.31,9.1,215,468,549,-14.7,46.1,89.1,57.6,-55.9,33.3,13.1,18.4,669,0.962,,44.2,55.8
115,4:37:30.5 PM,0:01:56.359000,26.5,4.3,8.8,187,424,499,-16.2,44.1,88.9,56.4,-55.4,33.5,13.4,19.2,714,1.094,,48.3,51.7
116,4:37:32.7 PM,0:01:57.446000,27.6,4.26,9.5,214,465,516,-18.6,42,89.7,58.7,-56.2,33.5,14,17.1,715,1.035,,47.6,52.4
117,4:37:34.9 PM,0:01:56.982000,27.4,4.27,10.1,199,436,511,-15.9,44.6,90.4,55.4,-56.2,34.1,16.1,18.8,673,1.046,,47.8,52.2
118,4:37:37.1 PM,0:01:55.538000,26.8,4.33,9.5,169,377,445,-11.1,48.2,87,52.8,-53.1,33.9,15.7,18.4,693,1.005,,44.9,55.1
119,4:37:39.3 PM,0:01:55.484000,26.3,4.33,9.2,221,504,546,-18.2,42.4,89.4,57.9,-56.1,33.3,14.4,17,669,1.004,,44.1,55.9
120,4:37:41.6 PM,0:01:56.677000,27.6,4.29,8.5,172,374,462,-7.1,53.5,87.8,51.9,-54.1,33.8,17.7,18.2,675,1.095,,50.3,49.7
121,4:37:43.8 PM,0:01:58.313000,27,4.23,9.9,214,476,570,-18.4,42.9,90.8,59.1,-57.4,33.4,13.7,18,660,0.929,,41.8,58.2
122,4:37:46.0 PM,0:01:58.676000,27,4.21,9.9,227,505,541,-11.5,50.1,90.2,61.8,-56.7,33.5,12.8,15.6,610,1.08,,48.6,51.4
123,4:37:48.2 PM,0:01:56.418000,27.4,4.29,9.1,207,452,552,-18.5,42,90.6,55.1,-56.6,34.1,14.9,20.7,640,0.946,,43.2,56.8
124,4:37:50.4 PM,0:01:56.033000,26.2,4.31,9.4,225,517,603,-21.1,40.3,91.8,60,-58,33.8,13.8,18,689,1.094,,47.7,52.3
125,4:37:52.7 PM,0:01:56.043000,27,4.31,9.8,233,518,581,-15.2,47.7,94.4,60.7,-60.3,34.1,17.1,16.6,671,0.96,,43.2,56.8
126,4:37:54.9 PM,0:01:56.817000,26.8,4.28,10.4,171,383,479,-13.3,47,89.9,53.2,-55.6,34.4,16.3,20.4,693,1.097,,49,51
127,4:37:57.2 PM,0:01:55.126000,27.4,4.34,9.6,227,498,571,-21.2,39.9,90.4,59.1,-57.3,33.1,12.4,18.9,655,0.989,,45.2,54.8
128,4:37:59.3 PM,0:01:53.245000,26.8,4.42,9.7,216,483,538,-16.9,44.2,90,58.7,-56.7,33.3,13.3,18,631,0.974,,43.6,56.4
129,4:38:01.6 PM,0:01:53.981000,27.2,4.39,8.7,103,227,329,-8.6,50.9,83.6,34.6,-51.1,32.4,26.5,22.4,732,0.931,,42.2,57.8
130,4:38:03.8 PM,0:01:55.381000,27.8,4.33,9.4,255,551,613,-20.1,40.9,89.3,60.5,-56.6,32.7,12.3,16.6,638,0.93,,43,57
131,4:38:05.9 PM,0:01:58.818000,27.6,4.21,9.3,208,453,550,-15.8,44.2,89,54.7,-55.1,33.9,14.4,19.8,638,1.034,,47.6,52.4
132,4:38:08.1 PM,0:01:59.088000,27,4.2,9.5,190,422,521,-14.9,44.9,88.2,54.8,-54.6,33.6,14.9,18.5,722,0.947,,42.6,57.4
133,4:38:10.3 PM,0:01:59.260000,26.5,4.19,9.4,199,451,539,-15.8,44.6,89.7,55.1,-55.8,33.9,14,20.6,699,1.05,,46.4,53.6
134,4:38:12.6 PM,0:01:58.556000,27.8,4.22,9.7,187,403,478,-13.2,48.9,91.1,52.8,-57.7,33.4,17.2,21.2,680,0.943,,43.7,56.3
135,4:38:14.8 PM,0:01:58.346000,27,4.22,9.5,197,438,533,-9.9,50.6,88.3,53.9,-54.6,33.8,14.9,19.5,687,1.11,,50,50
136,4:38:17.0 PM,0:01:57.774000,27.6,4.25,9.6,172,374,441,-15,44.2,88.3,54.5,-54,34.3,13.8,20,698,0.945,,43.4,56.6
137,4:38:19.2 PM,0:01:56.147000,27,4.3,9.4,223,495,555,-19.4,42.1,90.8,59.4,-57.6,33.2,14.4,16.9,649,0.96,,43.2,56.8
138,4:38:21.4 PM,0:01:56.823000,25.8,4.28,9.3,221,513,592,-18,43.3,91.2,59,-57.5,33.7,13.1,19.1,618,1.11,,47.7,52.3
139,4:38:23.7 PM,0:01:58.066000,27.2,4.23,9.4,213,469,555,-17.1,43.1,89.7,57.7,-55.8,33.9,12.2,19.8,631,1.003,,45.5,54.5
140,4:38:25.9 PM,0:01:59.248000,27.4,4.19,9.3,196,430,541,-17.6,41.6,88.1,54.1,-54.2,33.9,13.8,20.2,608,1.02,,46.6,53.4
141,4:38:28.1 PM,0:01:59.398000,26.5,4.19,9.4,188,426,510,-16.5,44.3,88.8,57.3,-55.9,32.9,13.4,18.2,618,1.05,,46.3,53.7
142,4:38:30.4 PM,0:01:59.742000,27,4.18,9.3,144,320,420,-13.7,44.7,86.8,45.3,-52.6,34.3,18.2,23.3,684,1.021,,46,54
143,4:38:32.6 PM,0:01:59.011000,26.8,4.2,9.4,213,476,560,-19.2,42.2,93.3,58.1,-58.6,34.6,15.1,20.1,591,0.947,,42.4,57.6
144,4:38:34.8 PM,0:01:59.525000,27.2,4.18,9.4,162,357,472,-12.1,47.9,88.8,49.9,-54.6,34.1,15.6,23.2,665,0.946,,42.9,57.1
145,4:38:37.0 PM,0:01:59.934000,27.4,4.17,9.2,187,410,500,-19.1,40.2,88.3,53.7,-54.6,33.7,14.4,20.2,695,0.991,,45.3,54.7
146,4:38:39.2 PM,0:02:01.093000,27,4.13,8.7,153,339,430,-14.9,43.5,86.9,49.1,-52.7,34.2,16.5,21.3,700,0.975,,43.9,56.1
147,4:38:41.4 PM,0:02:04.361000,27,4.02,8.5,175,388,476,-16.4,44.1,90.6,51.1,-56.4,34.3,17.1,22.4,666,0.899,,40.5,59.5
148,4:38:43.7 PM,0:02:05.644000,27,3.98,9.1,236,524,617,-22.5,37.4,89.5,60.1,-55.9,33.6,13.3,16.1,647,0.928,,41.8,58.2
149,4:38:45.9 PM,0:02:05.600000,27.2,3.98,9.6,199,438,518,-17.5,41.9,88.5,54.6,-54.6,33.9,15.3,18.6,683,1.064,,48.3,51.7
150,4:38:48.1 PM,0:02:02.266000,27,4.09,9.9,226,503,611,-19.3,41.1,91.6,59.1,-57,34.6,13.2,19.4,657,0.955,,43,57
151,4:38:50.3 PM,0:01:58.414000,28,4.22,8.7,243,522,609,-14.8,46.9,89.5,60.2,-56.8,32.7,14.4,14.9,677,0.944,,44,56
