Athlete,vespoli usa,,,,,,,,,,,,,,,,,,,,
Date,"Mon, Apr 27 2026",,,,,,,,,,,,,,,,,,,,
Interval,9,,,,,,,,,,,,,,,,,,,,
Start Time,5:09:18.4 PM,,,,,,,,,,,,,,,,,,,,
End Time,5:21:19.2 PM,,,,,,,,,,,,,,,,,,,,
Duration,0:12:00.8,,,,,,,,,,,,,,,,,,,,
Distance,3013 m,,,,,,,,,,,,,,,,,,,,
Class,4+,,,,,,,,,,,,,,,,,,,,
Shell,1,,,,,,,,,,,,,,,,,,,,
Seat,B,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Stroke,Timestamp,Split,SPM,Speed (m/s),DPS (m),Power (W),Work (J),Peak N,Peak °,Peak %,Length (°),Connection (°),Catch (°),Release (°),Slip (°),Wash (°),Check (ms),Drive Time (s),HR (bpm),Drive %,Recovery %
151,5:14:21.8 PM,0:02:04.610000,29.9,4.01,7.7,193,387,498,-2.4,56.8,91.1,62.5,-54.1,36.9,15.5,13,580,0.898,,44.7,55.3
152,5:14:23.9 PM,0:02:04.115000,29.9,4.03,8.2,227,456,574,-1.5,57.2,90.2,57.9,-53.1,37.1,18.9,13.4,609,0.886,,44.1,55.9
153,5:14:25.9 PM,0:02:04.159000,29.4,4.03,8.3,233,475,602,-1.9,59.7,82.9,58.7,-51.4,31.5,15.7,8.5,638,1.007,,49.3,50.7
154,5:14:27.9 PM,0:02:04.381000,30.1,4.02,8.2,260,518,634,-4.7,57.5,85,63.5,-53.6,31.4,13.6,7.9,634,0.975,,48.9,51.1
155,5:14:29.9 PM,0:02:03.554000,30.1,4.05,8.5,211,421,531,4.9,65.7,88,57.4,-52.9,35.1,19.2,11.5,589,0.9,,45.1,54.9
156,5:14:31.9 PM,0:02:02.044000,29.9,4.1,8.2,220,443,525,-3.9,58.3,90.8,65.6,-56.8,33.9,15.9,9.2,538,0.886,,44.1,55.9
157,5:14:33.9 PM,0:02:01.900000,30.8,4.1,7.9,257,501,572,-5.4,57.2,88.3,64.6,-55.8,32.4,12.3,11.3,579,0.885,,45.4,54.6
158,5:14:35.9 PM,0:02:01.904000,29.9,4.1,8.1,157,315,386,3.6,64.5,88.1,43.8,-53.2,34.9,33.2,11.1,674,0.96,,47.8,52.2
159,5:14:37.9 PM,0:02:01.332000,29.2,4.12,8.4,220,452,522,-3.2,55.5,90.4,62.3,-53.4,36.9,15.5,12.5,598,0.959,,46.7,53.3
160,5:14:39.9 PM,0:02:01.556000,30.1,4.11,8.3,203,405,499,-2.7,55.6,92.4,57.9,-54.1,38.3,18.7,15.9,588,0.914,,45.8,54.2
161,5:14:41.9 PM,0:02:01.320000,29.6,4.12,8.6,217,440,551,-4.9,54.2,90.2,60.6,-53.7,36.4,16.9,12.7,650,0.944,,46.6,53.4
162,5:14:43.9 PM,0:02:00.880000,29.2,4.14,8.3,229,471,522,-4.7,55.8,91.9,66.8,-56,35.9,13.2,11.9,594,0.914,,44.5,55.5
163,5:14:46.0 PM,0:02:01.179000,29.4,4.13,8.4,233,476,554,-3.2,59.9,88.4,65.8,-56.1,32.3,13.4,9.2,600,0.855,,41.9,58.1
164,5:14:48.0 PM,0:02:01.541000,29.6,4.11,8.2,238,482,594,-0.3,59.2,89.7,58.1,-53.4,36.3,19.4,12.1,615,0.854,,42.2,57.8
165,5:14:50.1 PM,0:02:01.811000,29.4,4.1,8.2,228,464,561,-4.6,58.6,85.8,64.3,-54.8,30.9,12.4,9,590,0.944,,46.3,53.7
166,5:14:52.1 PM,0:02:03.027000,30.1,4.06,8,247,493,586,-12.2,49.4,85.9,59.2,-54.6,31.3,17.3,9.3,629,0.914,,45.8,54.2
167,5:14:54.1 PM,0:02:03.063000,29.8,4.06,8.2,254,511,573,-6.9,54.7,89.3,66.6,-55.7,33.6,11.8,10.9,585,0.945,,47,53
168,5:14:56.1 PM,0:02:03.248000,30.8,4.06,7.9,262,512,600,-9.8,52.8,87.8,64,-56.2,31.6,13.7,10.1,595,0.916,,47,53
169,5:14:58.1 PM,0:02:02.883000,28.2,4.07,8.8,209,444,516,-4.1,59,85.3,63.3,-54.4,30.9,12.5,9.6,586,1.005,,47.2,52.8
170,5:15:00.2 PM,0:02:02.141000,29.4,4.09,8.4,203,415,495,-0.7,62,85.6,60.3,-53.7,31.8,16,9.3,582,1.006,,49.3,50.7
171,5:15:02.2 PM,0:02:01.585000,30.1,4.11,8.4,233,464,501,-4.1,58.8,87,65.4,-55.3,31.7,12.1,9.5,599,1.019,,51.1,48.9
172,5:15:04.2 PM,0:02:01.639000,30,4.11,8.1,184,368,490,-0.9,62.7,84.7,55,-53.9,30.8,19.7,10,652,1.02,,51.1,48.9
173,5:15:06.2 PM,0:02:01.418000,31.8,4.12,7.7,196,371,475,2.5,63.5,86.8,53,-52.6,34.2,24.7,9,608,0.959,,50.8,49.2
174,5:15:08.1 PM,0:02:01.260000,28.4,4.12,8.5,184,390,481,-0.6,60.9,88.3,59.4,-54.4,33.9,18.5,10.5,551,0.974,,46,54
175,5:15:10.2 PM,0:02:02.710000,31,4.07,7.6,208,402,472,0.9,64.9,85.2,62.5,-54.4,30.8,15.1,7.6,660,0.988,,51.1,48.9
176,5:15:12.2 PM,0:02:04.311000,29.4,4.02,7.9,247,504,565,-4.7,57.9,85.4,67.8,-54.2,31.2,11.4,6.3,593,0.958,,47,53
177,5:15:14.2 PM,0:02:05.571000,30.7,3.98,7.7,165,322,399,4,63.2,88.8,47,-52.1,36.7,26.1,15.7,624,0.841,,43.1,56.9
178,5:15:16.1 PM,0:02:06.288000,30.3,3.96,7.8,215,426,517,-5.4,55,87.2,58.6,-53.3,33.9,16.2,12.4,632,0.958,,48.4,51.6
179,5:15:18.1 PM,0:02:06.969000,30.1,3.94,7.8,236,472,569,-1.7,58.1,88,63.4,-52.8,35.2,13.3,11.3,612,0.9,,45.1,54.9
180,5:15:20.1 PM,0:02:06.746000,30.3,3.94,8,256,507,568,-6.4,54.9,89.3,64.6,-55.4,33.9,14.7,10,617,0.973,,49.2,50.8
181,5:15:22.1 PM,0:02:05.274000,29.6,3.99,8.5,217,438,509,-12.1,49.2,88,67.5,-55.4,32.6,13,7.5,618,0.882,,43.6,56.4
182,5:15:24.1 PM,0:02:03.082000,30.7,4.06,8.4,256,500,557,0.7,61,90.4,62.5,-54.5,35.9,17.6,10.3,589,0.869,,44.5,55.5
183,5:15:26.1 PM,0:02:01.100000,30.3,4.13,8.4,249,492,592,-3.3,56.9,86.6,62.3,-52.6,34,13,11.3,596,0.855,,43.2,56.8
184,5:15:28.1 PM,0:02:00.181000,30.5,4.16,7.8,211,416,526,-3.4,56.7,88,63.7,-53.2,34.8,14.1,10.2,603,0.901,,45.8,54.2
185,5:15:30.0 PM,0:01:58.815000,29.6,4.21,8.5,220,445,522,-8.6,51.6,91.6,63.1,-55.8,35.8,14.7,13.7,610,0.872,,43.1,56.9
186,5:15:32.0 PM,0:01:58.878000,30.1,4.21,8.5,243,485,567,-4.1,56.9,88.8,64.3,-54.6,34.2,13.7,10.7,606,0.944,,47.4,52.6
187,5:15:34.0 PM,0:01:59.115000,29.2,4.2,9,165,339,449,5.9,70.9,84.1,50.5,-53.7,30.4,26.4,7.1,591,0.93,,45.2,54.8
188,5:15:36.1 PM,0:01:58.129000,31.7,4.23,8.2,222,420,480,-2.5,60.4,88.1,60.1,-55.7,32.4,17.2,10.9,588,0.949,,50.1,49.9
189,5:15:38.0 PM,0:01:56.797000,30.3,4.28,8.2,206,407,479,0.4,61.7,87.5,61.8,-53.6,33.9,14.5,11.2,599,0.929,,47,53
190,5:15:40.0 PM,0:01:58.457000,31.2,4.22,7.7,250,481,552,-2.1,59.3,88.6,63.7,-54.6,33.9,14.3,10.6,609,0.887,,46.1,53.9
191,5:15:41.9 PM,0:01:59.445000,30.8,4.19,8.1,218,425,510,-4.4,58.1,86.9,63.6,-54.8,32.1,14.8,8.5,613,0.961,,49.3,50.7
192,5:15:43.8 PM,0:02:01.595000,30.5,4.11,7.8,249,490,581,-2.4,58.1,88.3,63.1,-53.7,34.5,15.8,9.4,606,0.975,,49.6,50.4
193,5:15:45.8 PM,0:02:03.210000,31,4.06,7.7,267,517,587,-4,59.2,87.6,66.2,-55.9,31.8,12.1,9.4,611,0.914,,47.3,52.7
194,5:15:47.7 PM,0:02:02.218000,30.7,4.09,8.2,251,490,587,-0.5,61.7,88.9,64.2,-55.4,33.6,14.3,10.4,603,0.932,,47.7,52.3
195,5:15:49.7 PM,0:02:01.699000,31.8,4.11,7.9,252,476,565,-1.2,62.1,85.5,67,-54.2,31.3,12.3,6.2,640,0.868,,46,54
196,5:15:51.6 PM,0:02:01.908000,30.8,4.1,7.9,238,465,553,-1.5,61.9,85.6,65.2,-54.5,31.1,13.1,7.3,605,0.885,,45.4,54.6
197,5:15:53.5 PM,0:02:00.713000,30.3,4.14,8.5,273,542,652,-3.8,58.7,86.6,64.1,-54.6,32,14.6,8,613,0.946,,47.8,52.2
198,5:15:55.5 PM,0:02:00.449000,31.3,4.15,7.8,235,451,574,1.3,60.1,88.3,59.9,-51.7,36.5,16.4,12,599,0.872,,45.4,54.6
199,5:15:57.4 PM,0:02:00.915000,29.2,4.14,8.4,158,325,457,0.8,64.2,86.9,46.2,-55.1,31.8,32.7,8,598,0.96,,46.7,53.3
200,5:15:59.5 PM,0:01:59.824000,31,4.17,8.2,281,544,653,-3.8,59.2,85.3,65.7,-54.3,31,12.9,6.7,595,0.959,,49.6,50.4
201,5:16:01.4 PM,0:01:58.537000,32.5,4.22,8,272,503,573,-12.7,49.1,89.2,65.2,-56.5,32.7,13.1,10.9,594,0.856,,46.3,53.7
202,5:16:03.3 PM,0:01:57.815000,30.3,4.24,8.7,264,522,594,-3.2,60.3,85.7,66.5,-54.9,30.8,12.8,6.4,620,0.96,,48.5,51.5
203,5:16:05.2 PM,0:01:56.672000,29.4,4.29,8.6,256,522,602,-6.2,56.3,85,64.6,-54.1,30.9,14,6.3,616,1.005,,49.2,50.8
204,5:16:07.3 PM,0:01:55.876000,33.1,4.31,7.7,298,541,640,0.1,63.1,87.1,66.4,-54.9,32.3,12.3,8.4,616,0.868,,47.9,52.1
205,5:16:09.1 PM,0:01:56.507000,31.2,4.29,8,229,440,561,0.8,63.8,84.1,58.7,-52.9,31.2,16.4,9,632,0.93,,48.4,51.6
206,5:16:11.0 PM,0:01:57.495000,30.5,4.26,8.1,242,475,635,1.8,62.2,90.6,61.7,-54.6,36,17.3,11.6,608,0.885,,45,55
207,5:16:13.0 PM,0:01:59.627000,28.8,4.18,8.7,206,430,484,-2.4,60.1,90.4,65.4,-56.7,33.7,15,10,625,0.944,,45.3,54.7
208,5:16:15.1 PM,0:02:00.072000,28.6,4.16,8.2,153,321,397,-11.1,52.4,86.1,56.7,-56.2,29.9,16.5,12.9,638,1.051,,50,50
209,5:16:17.2 PM,0:02:01.932000,32.3,4.1,7.5,211,393,463,-0.7,59.7,87.6,60.4,-52.9,34.6,15.3,11.8,639,0.871,,46.8,53.2
210,5:16:19.0 PM,0:02:02.903000,30.3,4.07,7.8,213,421,465,-1.1,60.3,88.7,61.8,-54.6,34.1,14.6,12.3,613,0.929,,46.9,53.1
211,5:16:21.0 PM,0:02:03.942000,30.3,4.03,8.2,226,447,517,-4.6,56.3,87.2,63.5,-53.7,33.4,12.8,10.8,592,0.841,,42.5,57.5
212,5:16:23.0 PM,0:02:04.171000,30.1,4.03,8.3,207,412,480,-0.7,61.5,88.6,63.3,-55.2,33.4,14.3,11,646,0.899,,45.1,54.9
213,5:16:25.0 PM,0:02:02.820000,29.4,4.07,8.4,206,420,525,-2.5,60.3,82.7,60.9,-52.4,30.3,13.1,8.7,622,0.944,,46.3,53.7
214,5:16:27.0 PM,0:02:02.146000,32.5,4.09,7.7,251,463,533,-0.4,60.3,87.6,65.1,-53.2,34.4,12.4,10.1,572,0.869,,47.1,52.9
215,5:16:28.9 PM,0:02:01.096000,31.2,4.13,7.8,245,471,567,-5.9,53.8,90.4,64.9,-54.5,35.9,11.6,13.9,579,0.901,,46.9,53.1
216,5:16:30.8 PM,0:02:00.135000,31.8,4.16,8,231,437,515,-6.6,53.9,90.6,63,-55.5,35.1,15.2,12.4,593,0.81,,42.9,57.1
217,5:16:32.7 PM,0:01:59.887000,30.8,4.17,7.8,251,489,559,-6.2,54,90,65.7,-54.9,35.1,13.9,10.4,592,0.839,,43.1,56.9
218,5:16:34.6 PM,0:02:00.237000,29.4,4.16,8.2,183,375,489,0.8,65.3,86.8,55.3,-55.9,30.8,24.1,7.4,621,0.96,,47,53
219,5:16:36.7 PM,0:02:00.347000,32.3,4.15,7.7,257,478,548,-1.4,61.4,86.4,64.4,-54.5,31.9,13.3,8.7,623,0.885,,47.6,52.4
220,5:16:38.5 PM,0:01:59.866000,30.8,4.17,8.2,240,467,513,3.6,65.1,89.1,62.2,-54.5,34.6,16.1,10.8,611,0.87,,44.6,55.4
221,5:16:40.5 PM,0:02:00.795000,31.3,4.14,7.9,208,400,464,4.3,65.8,92.6,66.3,-56.6,36,14.8,11.5,595,0.839,,43.7,56.3
222,5:16:42.4 PM,0:02:00,31.3,4.17,8,231,443,558,0.2,59.8,87.4,59.3,-52.1,35.3,15.6,12.5,585,0.84,,43.8,56.3
223,5:16:44.3 PM,0:01:59.702000,30.5,4.18,8.3,232,457,531,0.6,60.7,90.9,63.1,-54.6,36.3,16.7,11.1,625,0.856,,43.5,56.5
224,5:16:46.3 PM,0:01:58.748000,29.2,4.21,8.9,229,469,549,-13.6,46.1,85.9,62.5,-53.2,32.8,12.7,10.7,612,0.929,,45.2,54.8
225,5:16:48.3 PM,0:01:57.732000,32.8,4.25,8,279,511,577,-4.7,54.9,89.3,65.1,-53.7,35.5,12.1,12,619,0.872,,47.6,52.4
226,5:16:50.2 PM,0:01:56.083000,31.8,4.31,8.3,209,395,477,0.6,63.9,87.7,58.7,-55.4,32.3,21.3,7.6,605,0.84,,44.5,55.5
227,5:16:52.1 PM,0:01:55.420000,31.3,4.33,8.1,250,480,529,-0.1,61.7,88.9,65,-54.9,33.9,14.4,9.5,595,0.854,,44.5,55.5
228,5:16:54.0 PM,0:01:55.568000,32.2,4.33,8,271,505,595,-0.1,59.3,88.6,64.9,-52.6,35.9,13,10.7,575,0.839,,45.1,54.9
229,5:16:55.8 PM,0:01:55.990000,32.8,4.31,7.6,228,418,515,3.5,65.1,89.7,57.1,-54.9,34.8,22.2,10.4,596,0.84,,45.9,54.1
230,5:16:57.7 PM,0:01:57.871000,32.8,4.24,7.4,273,500,606,0,,88.8,65.5,-54.7,34.1,14.4,8.8,613,0.811,,44.3,55.7
231,5:16:59.5 PM,0:01:58.870000,32.8,4.21,8,265,485,578,0,,87.6,65,-53.3,34.3,14,8.6,590,0.886,,48.4,51.6
232,5:17:01.3 PM,0:01:57.834000,32.8,4.24,8.3,266,486,579,-2.9,58.6,87.6,65.2,-54.3,33.3,12.7,9.7,609,0.811,,44.3,55.7
233,5:17:03.2 PM,0:01:56.166000,32.5,4.3,8.2,260,479,600,-3.9,57.1,89.3,64.3,-54.9,34.4,14.2,10.8,592,0.825,,44.7,55.3
234,5:17:05.0 PM,0:01:55.429000,32.5,4.33,8.1,294,543,632,-0.6,61.2,88.5,68.2,-54.8,33.7,12.6,7.6,580,0.872,,47.2,52.8
235,5:17:06.8 PM,0:01:53.522000,32.8,4.4,7.8,288,526,570,-1.7,58.5,89.8,66.6,-54.2,35.6,12.4,10.9,584,0.854,,46.7,53.3
236,5:17:08.7 PM,0:01:53.355000,33.3,4.41,7.8,281,507,608,-3,58.2,88.6,63.6,-54.5,34.1,13.6,11.4,583,0.842,,46.7,53.3
237,5:17:10.5 PM,0:01:53.846000,33.9,4.39,8,282,499,642,-4.1,58.1,90.5,64.6,-56.6,33.9,15.4,10.6,557,0.811,,45.8,54.2
238,5:17:12.2 PM,0:01:52.866000,33.1,4.43,8.5,296,536,585,-11,49.4,92.3,67.5,-56.6,35.7,12.6,12.2,583,0.885,,48.8,51.2
239,5:17:14.1 PM,0:01:51.326000,33.1,4.49,8.5,264,480,561,-8.1,53.7,89.7,64.1,-56.2,33.4,14.7,10.9,570,0.855,,47.1,52.9
240,5:17:15.9 PM,0:01:51.593000,32.8,4.48,7.5,252,461,523,-1.1,60.3,92.8,67.2,-57.1,35.7,14,11.6,574,0.869,,47.5,52.5
241,5:17:17.7 PM,0:01:51.260000,33.9,4.49,7.6,203,359,451,-1.5,60.4,89.6,55.4,-55.6,34,21.7,12.4,588,0.84,,47.4,52.6
242,5:17:19.5 PM,0:01:51.853000,32.8,4.47,8.2,251,460,564,-3.4,59.6,85.2,60,-54.2,31,15.2,10,575,0.84,,45.9,54.1
243,5:17:21.3 PM,0:01:52.223000,31.8,4.46,8.9,246,465,564,-4.5,57.9,83.1,63,-52.6,30.5,13.5,6.7,572,0.916,,48.5,51.5
244,5:17:23.2 PM,0:01:52.424000,33.4,4.45,8.1,273,492,614,-5.1,57.6,83.6,63.3,-53.2,30.3,12,8.3,562,0.899,,50,50
245,5:17:25.0 PM,0:01:51.599000,33.9,4.48,7.8,274,485,606,-1.4,61.7,82.5,61.6,-52.2,30.3,14.3,6.6,590,0.885,,49.9,50.1
246,5:17:26.8 PM,0:01:52.104000,33.9,4.46,7.2,242,429,489,1.3,61.9,87.7,63.4,-53.1,34.6,13.9,10.4,576,0.871,,49.2,50.8
247,5:17:28.5 PM,0:01:52,32.8,4.46,8.2,259,474,587,-2.2,57.8,87.1,61.5,-52.6,34.5,14.9,10.7,552,0.87,,47.6,52.4
248,5:17:30.4 PM,0:01:52.174000,34.2,4.46,7.9,261,458,595,-3.3,58.9,84.4,62.4,-53.1,31.4,14.2,7.8,563,0.78,,44.4,55.6
249,5:17:32.1 PM,0:01:52.799000,33.1,4.43,8.1,227,412,490,-1.2,61.3,87.3,61.1,-54.7,32.6,16.7,9.5,578,0.811,,44.7,55.3
250,5:17:33.9 PM,0:01:53.579000,32.8,4.4,7.8,275,503,639,-2.6,59.3,85.4,64.6,-53.2,32.2,12.6,8.2,590,0.84,,45.9,54.1
251,5:17:35.8 PM,0:01:53.580000,33.9,4.4,7.4,278,491,569,-7.2,52.7,85.9,62.9,-52.4,33.5,13,10.1,579,0.84,,47.5,52.5
252,5:17:37.5 PM,0:01:53.157000,32.8,4.42,8,280,512,618,0.4,62.9,87.3,66.5,-54.6,32.8,13.4,7.4,566,0.827,,45.2,54.8
253,5:17:39.4 PM,0:01:53.975000,33.4,4.39,8.1,291,524,612,-4.4,56.9,89.1,67.3,-55.1,34,11.7,10.1,578,0.823,,45.8,54.2
254,5:17:41.2 PM,0:01:53.755000,32.8,4.4,8.3,263,481,585,-9.2,50.2,88.4,64.1,-53.6,34.9,12.4,12,607,0.855,,46.7,53.3
255,5:17:43.0 PM,0:01:52.886000,33.3,4.43,8.1,251,451,553,-0.4,61.3,87.9,64.3,-54.3,33.6,14.6,9,539,0.81,,45,55
256,5:17:44.8 PM,0:01:52.665000,32.8,4.44,7.7,253,463,520,-6.6,52.6,90.9,65.5,-54.4,36.5,12.5,12.9,560,0.87,,47.6,52.4
257,5:17:46.6 PM,0:01:53.317000,32.8,4.41,7.4,263,481,546,-1.7,59.7,88.3,66.6,-54.4,33.9,13.1,8.6,576,0.855,,46.7,53.3
258,5:17:48.5 PM,0:01:53.318000,32.8,4.41,8.3,229,419,526,0.7,61.9,87.4,61.9,-53.4,34,17.3,8.1,592,0.826,,45.1,54.9
259,5:17:50.3 PM,0:01:53.327000,32.3,4.41,8.5,223,415,515,-0.4,58,90.1,62.4,-52.7,37.4,16.6,11.1,588,0.826,,44.4,55.6
260,5:17:52.1 PM,0:01:53.532000,33.9,4.4,7.8,266,470,567,-2.4,59.3,84.8,65,-52.7,32.1,12.9,6.9,574,0.795,,44.9,55.1
261,5:17:53.9 PM,0:01:53.607000,32.8,4.4,7.6,246,451,586,-1.1,61.5,85.7,65.4,-53.8,31.9,13.4,6.9,567,0.824,,45,55
262,5:17:55.7 PM,0:01:53.918000,33.3,4.39,7.4,258,464,585,-0.9,62.6,86.3,63.7,-54.9,31.4,15.3,7.4,588,0.826,,45.9,54.1
263,5:17:57.5 PM,0:01:54.839000,33.1,4.35,7.9,253,459,538,-5.9,56.4,85.4,66.3,-54.1,31.3,12.8,6.3,560,0.852,,47,53
264,5:17:59.4 PM,0:01:55.507000,31.5,4.33,8.5,219,418,529,-1.1,61.2,83.3,61.5,-52,31.3,13.7,8.1,566,0.87,,45.6,54.4
265,5:18:01.3 PM,0:01:54.560000,34.2,4.36,7.9,257,451,507,-2.4,60,86.6,65.8,-54.3,32.3,12.8,8,600,0.946,,53.9,46.1
266,5:18:03.0 PM,0:01:54.310000,33.1,4.37,7.9,206,374,484,-1.3,60.5,86.6,58.2,-53.7,32.9,16.3,12,591,0.796,,43.9,56.1
267,5:18:04.8 PM,0:01:55.064000,31.3,4.35,7.4,240,460,537,-2.3,60.8,83.4,63.9,-53,30.4,12.8,6.6,580,0.975,,50.8,49.2
268,5:18:06.8 PM,0:01:56.690000,34.8,4.28,6.9,263,453,511,-5.1,55.5,88.3,63.6,-54.1,34.1,15.8,8.9,555,0.84,,48.7,51.3
269,5:18:08.5 PM,0:01:58.039000,32,4.24,7.9,267,500,587,-2,60.3,85.6,62.5,-53.6,32,14.7,8.4,577,0.84,,44.8,55.2
270,5:18:10.4 PM,0:01:59.874000,32.5,4.17,8,230,425,549,1.5,64.8,84.5,61.2,-53.2,31.3,15.3,8,609,0.827,,44.8,55.2
271,5:18:12.2 PM,0:01:59.345000,33.1,4.19,8.1,259,470,586,1.3,64.3,84.7,60.6,-53.1,31.6,15.7,8.4,570,0.84,,46.3,53.7
272,5:18:14.0 PM,0:01:57.367000,32.3,4.26,7.9,231,429,538,1.2,62.8,86.1,57.3,-52.9,33.3,18.8,10.1,587,0.914,,49.2,50.8
273,5:18:15.9 PM,0:01:57.031000,33.3,4.27,7,230,413,535,1.4,61.9,80.4,58.8,-48.4,32,13.7,7.9,587,0.841,,46.7,53.3
274,5:18:17.7 PM,0:01:58.554000,32.8,4.22,7.1,265,485,611,-1.6,61.1,83.5,63.2,-52.6,30.9,12.8,7.4,584,0.871,,47.6,52.4
275,5:18:19.5 PM,0:02:00.642000,32.8,4.14,7.3,260,476,576,-1.1,61.5,84.3,62.7,-52.9,31.4,14.1,7.5,547,0.958,,52.4,47.6
276,5:18:21.3 PM,0:02:02.223000,33.3,4.09,7.8,266,480,583,-1.6,60.4,83.8,65.1,-52.2,31.6,12,6.6,565,0.839,,46.6,53.4
277,5:18:23.1 PM,0:02:01.731000,31.3,4.11,8.4,227,436,552,-0.1,62.9,81,62,-51.1,29.9,13.8,5.2,582,0.915,,47.7,52.3
278,5:18:25.1 PM,0:02:00.449000,34.5,4.15,7.4,297,516,595,-4.4,57.3,87,65.7,-54.2,32.8,12.5,8.8,586,0.854,,49.1,50.9
279,5:18:26.8 PM,0:01:58.004000,32.2,4.24,8.1,185,345,428,2.1,64.9,86.7,57.3,-54.1,32.6,21.4,8.1,622,0.96,,51.6,48.4
280,5:18:28.7 PM,0:01:57.162000,32.8,4.27,7.4,203,372,419,-6.8,53,89.3,57.1,-54.1,35.1,18.1,14.1,541,0.871,,47.6,52.4
281,5:18:30.5 PM,0:01:56.763000,30.1,4.28,8.5,191,380,503,2.6,66.9,84.8,59.4,-54.2,30.6,19.3,6.2,601,1.065,,53.4,46.6
282,5:18:32.5 PM,0:01:57.795000,34.5,4.24,7.6,232,404,450,2.4,64.5,88.2,61.8,-54.5,33.7,17,9.3,565,0.945,,54.3,45.7
283,5:18:34.2 PM,0:01:57.826000,32.5,4.24,7.7,244,451,526,-2.7,60.6,85,61.4,-54.2,30.8,14.4,9.2,596,0.944,,51.2,48.8
284,5:18:36.1 PM,0:01:59.349000,32.8,4.19,7.4,268,491,561,-7.6,52.6,86.5,64,-53.1,33.4,13.3,9.2,580,0.871,,47.5,52.5
285,5:18:37.9 PM,0:01:59.468000,32.3,4.19,7.1,270,501,572,-9.5,51.3,88,66.6,-54.7,33.3,12.7,8.7,550,0.929,,50,50
286,5:18:39.8 PM,0:02:01.154000,31.7,4.13,7.4,242,457,518,-0.9,61.6,83.3,63,-52.2,31.1,13.3,7,617,0.901,,47.7,52.3
287,5:18:41.6 PM,0:02:02.913000,32.2,4.07,7.3,207,386,504,4.3,66.4,87.1,52.6,-53.6,33.5,25.8,8.8,622,0.872,,46.9,53.1
288,5:18:43.5 PM,0:02:04.825000,31.8,4.01,7.5,224,422,501,-2.6,60.4,85.4,63.5,-54.2,31.2,13.6,8.3,559,0.854,,45.2,54.8
289,5:18:45.4 PM,0:02:04.422000,32.8,4.02,8,232,426,528,-1.1,61.3,86.8,62.9,-54.2,32.5,14.7,9.2,570,0.873,,47.7,52.3
290,5:18:47.2 PM,0:02:02.313000,31,4.09,8.2,229,443,565,-0.9,63.6,84.4,60.7,-54.6,29.9,15.9,7.8,614,0.958,,49.6,50.4
291,5:18:49.2 PM,0:02:01.556000,33.6,4.11,7.1,265,473,548,-1.3,59.9,86.7,64.6,-53.2,33.4,11.5,10.6,568,0.991,,55.5,44.5
292,5:18:50.9 PM,0:02:00.686000,32.8,4.14,7.5,207,379,470,-1.9,60.7,83.6,61.6,-52.6,31,11.7,10.3,591,0.855,,46.7,53.3
293,5:18:52.8 PM,0:02:00.123000,31.5,4.16,7.6,255,485,577,-1,60.8,85.8,63.1,-53.2,32.6,13.7,9.1,583,0.884,,46.4,53.6
294,5:18:54.7 PM,0:02:02.196000,32,4.09,7.3,246,461,553,-0.3,63.1,84.8,62.6,-53.8,31,15.7,6.5,600,0.962,,51.3,48.7
295,5:18:56.6 PM,0:02:03.222000,32.3,4.06,7.9,234,435,550,-0.4,58.6,86.4,57.5,-51.1,35.3,17.5,11.4,608,0.855,,46,54
296,5:18:58.4 PM,0:02:01.230000,31.7,4.12,8.4,230,435,552,2.8,65.7,84.8,61.1,-52.9,31.9,16.1,7.5,636,0.884,,46.8,53.2
297,5:19:00.3 PM,0:01:59.981000,31.3,4.17,8.4,250,481,600,0,,92.8,63,-55.1,37.7,19.1,10.6,613,0.84,,43.8,56.3
298,5:19:02.2 PM,0:01:58.418000,32,4.22,8,278,521,631,-4.4,57.4,85.6,65.5,-53.5,32.1,13.4,6.7,603,0.856,,45.6,54.4
299,5:19:04.1 PM,0:01:55.807000,32.3,4.32,8,250,464,589,-2.7,59,86.6,63.5,-53.7,32.8,16,7,639,0.944,,50.8,49.2
300,5:19:06.0 PM,0:01:55.436000,32,4.33,8.1,265,497,598,-4.4,57.2,86.8,64.4,-54.1,32.7,13.9,8.5,616,0.931,,49.6,50.4
301,5:19:07.8 PM,0:01:57.488000,31.8,4.26,7.6,257,485,611,-9.5,51.6,86.3,62.2,-54,32.3,14.3,9.7,615,0.884,,46.8,53.2
302,5:19:09.7 PM,0:01:58.585000,32,4.22,8,225,422,479,0.1,60.5,89.7,63.8,-54.1,35.6,14.7,11.2,617,0.958,,51.1,48.9
303,5:19:11.6 PM,0:01:58.304000,32.2,4.23,7.8,239,445,525,-3.1,57.9,88.5,63.5,-54.3,34.2,14.2,10.8,570,0.885,,47.6,52.4
304,5:19:13.5 PM,0:01:58.545000,31.5,4.22,8.1,265,505,584,1.1,62.6,92.1,65.3,-56.6,35.6,16.2,10.6,565,1.006,,52.8,47.2
305,5:19:15.4 PM,0:01:58.154000,32.8,4.23,8.1,276,504,564,-13.2,48.1,88.4,65.9,-55.7,32.7,13.6,8.9,564,0.855,,46.7,53.3
306,5:19:17.2 PM,0:01:56.204000,32.3,4.3,8.1,304,565,649,-9,52.6,88.3,65.7,-55.4,32.9,13.8,8.8,591,0.855,,46,54
