Athlete,Unspecified,,,,,,,,,,,,,,,,,,,,
Date,"Mon, Apr 27 2026",,,,,,,,,,,,,,,,,,,,
Interval,8,,,,,,,,,,,,,,,,,,,,
Start Time,4:53:01.8 PM,,,,,,,,,,,,,,,,,,,,
End Time,5:02:21.5 PM,,,,,,,,,,,,,,,,,,,,
Duration,0:09:19.7,,,,,,,,,,,,,,,,,,,,
Distance,2404 m,,,,,,,,,,,,,,,,,,,,
Class,4+,,,,,,,,,,,,,,,,,,,,
Shell,1,,,,,,,,,,,,,,,,,,,,
Seat,S,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Stroke,Timestamp,Split,SPM,Speed (m/s),DPS (m),Power (W),Work (J),Peak N,Peak °,Peak %,Length (°),Connection (°),Catch (°),Release (°),Slip (°),Wash (°),Check (ms),Drive Time (s),HR (bpm),Drive %,Recovery %
13,4:53:28.3 PM,0:01:52.787000,26.9,4.43,9.9,204,455,551,-15.8,47.5,82.6,55.1,-55,27.6,15.6,11.9,631,1.02,,45.7,54.3
14,4:53:30.5 PM,0:01:53.968000,27.2,4.39,10.1,219,483,560,-14.2,47.9,80.7,55.8,-52.9,27.8,14.1,10.8,693,1.006,,45.6,54.4
15,4:53:32.7 PM,0:01:54.311000,27.8,4.37,9.3,216,465,560,-12.7,50.4,81.2,54.4,-53.7,27.5,16.2,10.6,674,0.841,,39,61
16,4:53:34.9 PM,0:01:54.004000,27.8,4.39,9.3,247,533,603,-11.2,53.3,81.7,57.5,-54.7,26.9,14.7,9.5,602,0.868,,40.2,59.8
17,4:53:37.0 PM,0:01:53.915000,29.4,4.39,8.8,234,478,581,-16.3,47.3,83.7,56.1,-55.9,27.8,17.3,10.4,656,0.782,,38.3,61.7
18,4:53:39.1 PM,0:01:55.287000,27.4,4.34,9.3,230,503,548,-18.3,44.6,82.2,59.6,-55,27.2,12.2,10.4,580,0.989,,45.2,54.8
19,4:53:41.3 PM,0:01:55.146000,30.3,4.34,9.2,245,485,579,-15.9,47.3,80.3,54.2,-53.8,26.4,14.8,11.2,634,0.737,,37.2,62.8
20,4:53:43.2 PM,0:01:52.510000,26.5,4.44,10.5,224,508,588,-24.1,37.4,81.9,59.2,-54.7,27.1,13.8,8.9,710,0.898,,39.7,60.3
21,4:53:45.5 PM,0:01:49.965000,28.3,4.55,10.2,237,501,572,-9.5,55.8,82.7,57,-55.6,27.1,13.6,12.1,637,0.973,,45.9,54.1
22,4:53:47.6 PM,0:01:48.224000,27.4,4.62,9.4,221,484,556,-12.7,51.3,81.7,56.5,-54.6,27.1,14.5,10.8,640,1.007,,46,54
23,4:53:49.8 PM,0:01:49.533000,27.8,4.56,9,206,444,546,-14.6,47.5,79.7,52.9,-52.4,27.3,15.1,11.8,745,0.99,,45.9,54.1
24,4:53:52.0 PM,0:01:53.249000,29,4.42,8.6,221,457,543,-14.1,47.7,79.4,54.3,-51.9,27.5,13.9,11.2,729,0.871,,42,58
25,4:53:54.0 PM,0:01:55.836000,26.3,4.32,9.6,219,498,586,-13.7,50.9,84.2,57.7,-56.6,27.6,15,11.5,665,0.99,,43.5,56.5
26,4:53:56.3 PM,0:01:59.187000,27.2,4.2,9.8,216,477,555,-11.7,52,81.4,56,-54.1,27.3,14.1,11.3,667,1.005,,45.6,54.4
27,4:53:58.5 PM,0:01:57.325000,28.4,4.26,9.5,227,481,562,-18.3,44.6,81.2,54.9,-54.6,26.6,15.9,10.5,647,0.976,,46.1,53.9
28,4:54:00.6 PM,0:01:53.903000,27.8,4.39,9.8,225,485,569,-14.6,48.3,80.8,55.3,-53.6,27.2,15.8,9.7,648,0.973,,45.1,54.9
29,4:54:02.8 PM,0:01:53.107000,28.8,4.42,9.1,187,390,490,-14,48.7,79.6,51.3,-52.7,26.8,17.2,11.1,685,0.825,,39.6,60.4
30,4:54:04.9 PM,0:01:52.413000,28,4.45,9.1,178,381,489,-11.9,50.9,79.5,50.5,-52.4,27.1,15.9,13.2,663,0.991,,46.2,53.8
31,4:54:07.0 PM,0:01:53.899000,28.6,4.39,9.2,182,381,474,-14.5,47.1,77.6,51.5,-51.1,26.5,14.4,11.7,669,0.885,,42.1,57.9
32,4:54:09.1 PM,0:01:55.813000,28.6,4.32,8.8,143,301,373,-6.6,56.6,78.4,47.1,-50.9,27.4,17.9,13.4,713,0.931,,44.3,55.7
33,4:54:11.2 PM,0:01:55.698000,28.4,4.32,9.3,173,365,486,-10.5,51.4,76.9,50.1,-50.1,26.9,15.2,11.6,657,0.838,,39.7,60.3
34,4:54:13.3 PM,0:01:53.930000,27.9,4.39,9.8,186,398,466,-17,44.9,79,53.2,-52.4,26.6,14,11.8,641,0.932,,43.4,56.6
35,4:54:15.5 PM,0:01:51.872000,28.4,4.47,9.5,172,364,471,-12.2,50.5,80,47.1,-52.6,27.4,20.1,12.8,670,0.947,,44.8,55.2
36,4:54:17.6 PM,0:01:51.865000,28.4,4.47,9.3,183,387,504,-15.9,46,79.1,50.6,-52.3,26.8,14.9,13.6,667,0.96,,45.4,54.6
37,4:54:19.7 PM,0:01:51.597000,28,4.48,9.5,183,393,483,-13.7,48.6,80,51.8,-52.6,27.4,13.5,14.7,678,1.003,,46.8,53.2
38,4:54:21.9 PM,0:01:52.970000,27.8,4.43,9.2,203,438,557,-15.2,47.3,80.5,54,-53.3,27.2,13.7,12.8,751,1.003,,46.5,53.5
39,4:54:24.0 PM,0:01:54.198000,27.9,4.38,9.2,154,332,435,-14.2,49,81.6,46.3,-54.2,27.4,18.9,16.3,696,0.87,,40.5,59.5
40,4:54:26.2 PM,0:01:54.411000,28.2,4.37,9.5,180,384,496,-16.2,46,80.4,51.8,-53.1,27.3,14.3,14.3,699,0.975,,45.8,54.2
41,4:54:28.3 PM,0:01:54.909000,27.2,4.35,9.6,182,402,481,-19.4,41.5,81.2,55.2,-53.1,28.1,13.6,12.4,683,1.004,,45.5,54.5
42,4:54:30.5 PM,0:01:53.779000,28,4.39,9.9,175,376,483,-17,44.4,80.7,51,-52.8,27.9,15.2,14.4,654,1.005,,46.8,53.2
43,4:54:32.6 PM,0:01:53.036000,27.6,4.42,9.4,158,344,446,-12.9,49.1,79.9,50.1,-52.1,27.8,15.9,13.9,628,0.855,,39.3,60.7
44,4:54:34.8 PM,0:01:53.377000,28,4.41,8.9,178,381,493,-15.6,45.3,79.1,51.9,-51.5,27.6,14.3,13,595,0.96,,44.7,55.3
45,4:54:37.0 PM,0:01:55.086000,27.6,4.34,9.2,176,382,506,-14.2,49.7,82.3,50.6,-55.1,27.3,18.6,13.1,683,0.899,,41.3,58.7
46,4:54:39.1 PM,0:01:55.580000,28.4,4.33,9.3,182,385,486,-14.8,47.6,80.7,53.9,-53.2,27.5,15.4,11.3,661,0.84,,39.7,60.3
47,4:54:41.3 PM,0:01:55.442000,27.9,4.33,10.1,150,323,423,-12.6,50.3,79.7,49,-52.7,27,17.7,13,653,0.841,,39.2,60.8
48,4:54:43.4 PM,0:01:52.870000,27.2,4.43,10.2,168,370,488,-14.2,48.1,81.7,50.5,-53.6,28.1,18,13.2,617,0.87,,39.5,60.5
49,4:54:45.6 PM,0:01:50.112000,28.4,4.54,9.3,136,287,400,-16.7,45.1,80.7,43.9,-53.1,27.6,20.2,16.6,611,0.855,,40.5,59.5
50,4:54:47.7 PM,0:01:50.837000,27.6,4.51,9.4,159,346,450,-16.4,44.5,78,49.6,-51.1,26.9,16,12.5,679,0.96,,44.1,55.9
51,4:54:49.9 PM,0:01:53.051000,27.9,4.42,8.6,151,323,429,-11.8,50,77.9,46,-50.7,27.1,18,13.9,690,0.841,,39.2,60.8
52,4:54:52.0 PM,0:01:57.227000,27.8,4.27,8.4,158,342,446,-16.9,43.6,78.2,48.8,-50.9,27.3,15.4,13.9,677,0.976,,45.2,54.8
53,4:54:54.2 PM,0:01:59.056000,27.6,4.2,9.7,158,344,454,-14.1,47.5,78.4,49.6,-51.3,27.1,14.9,13.8,638,0.974,,44.8,55.2
54,4:54:56.4 PM,0:01:56.959000,28.2,4.28,9.7,178,379,498,-16.2,45.5,77.6,50.2,-51.5,26.1,15.4,11.9,676,0.944,,44.3,55.7
55,4:54:58.5 PM,0:01:55.041000,27.4,4.35,9.8,154,338,418,-17.1,43,78.3,50,-50.8,27.5,15.3,13.1,682,0.933,,42.6,57.4
56,4:55:00.7 PM,0:01:52.809000,28.2,4.43,9.1,182,388,497,-16.7,44.7,78.9,52.3,-51.9,27,15,11.7,674,0.96,,45.1,54.9
57,4:55:02.8 PM,0:01:53.509000,27.8,4.4,8.7,155,334,452,-14.6,45.4,76.8,47,-49.4,27.3,16.5,13.2,664,0.901,,41.7,58.3
58,4:55:05.0 PM,0:01:56.176000,27,4.3,9.7,162,360,449,-15.4,46.8,81.1,53.6,-53.3,27.8,15.2,12.3,677,0.885,,39.9,60.1
59,4:55:07.2 PM,0:01:56.965000,27.4,4.27,9.5,167,366,471,-13.9,47.8,78.4,48.7,-51.4,27,15.2,14.5,709,0.929,,42.4,57.6
60,4:55:09.4 PM,0:01:56.507000,30.3,4.29,9,174,344,448,-14.6,46.7,77.3,49,-50.7,26.6,15.6,12.7,651,0.87,,43.9,56.1
61,4:55:11.4 PM,0:01:53.543000,27.2,4.4,10.1,148,325,438,-16.5,44.4,77.8,47.8,-51,26.8,16.6,13.4,694,0.899,,40.8,59.2
62,4:55:13.6 PM,0:01:50.382000,27,4.53,10.1,166,368,479,-13.7,48,78.3,47.5,-51.4,26.9,16.2,14.6,698,1.006,,45.3,54.7
63,4:55:15.8 PM,0:01:51.184000,28.8,4.5,8.6,176,366,449,-15.1,45.7,76.6,50.1,-50.1,26.4,14.7,11.7,676,0.947,,45.4,54.6
64,4:55:17.9 PM,0:01:52.017000,29.2,4.46,9.1,202,415,502,-15.9,45.5,79.2,52.6,-51.9,27.3,14.2,12.4,691,0.901,,43.9,56.1
65,4:55:19.9 PM,0:01:54.089000,28.8,4.38,8.8,247,515,643,-15.6,46.5,77.9,54.3,-51.9,26,14.7,8.8,699,0.825,,39.6,60.4
66,4:55:22.0 PM,0:01:54.863000,27.6,4.35,9.9,206,449,544,-13.7,49.1,79.9,53.4,-52.9,27,17.1,9.4,730,0.84,,38.6,61.4
67,4:55:24.2 PM,0:01:53.713000,27.2,4.4,10.6,219,482,585,-10.4,52.7,78.8,54.4,-52,26.8,15.3,9.1,724,0.869,,39.4,60.6
68,4:55:26.4 PM,0:01:51.554000,27.8,4.48,9.7,227,491,595,-12.9,49.7,79.4,54.1,-52.3,27.1,14.5,10.8,737,0.869,,40.2,59.8
69,4:55:28.6 PM,0:01:50.789000,27,4.51,9.3,198,440,533,-5.9,57.4,78.9,52.4,-51.2,27.7,14.6,11.8,749,0.87,,39.2,60.8
70,4:55:30.8 PM,0:01:52.648000,26.8,4.44,9.7,197,441,547,-8,54,78.9,51.7,-50.6,28.3,16.6,10.6,776,0.842,,37.7,62.3
71,4:55:33.0 PM,0:01:53.800000,25.6,4.39,10.4,193,452,542,-13.4,48.7,78.3,52.7,-51.6,26.8,16.2,9.5,676,0.959,,41,59
72,4:55:35.4 PM,0:01:55.068000,27.2,4.35,9.6,185,408,491,-11.2,50.7,76.3,51.4,-49.9,26.4,16.3,8.6,677,0.959,,43.5,56.5
73,4:55:37.6 PM,0:01:54.987000,27.4,4.35,9.5,179,393,494,-12.9,47.9,77.7,51.5,-50.2,27.5,15.6,10.5,805,0.84,,38.4,61.6
74,4:55:39.8 PM,0:01:54.611000,28.1,4.36,8.8,190,406,503,-14.6,46.5,77.2,52.4,-50.4,26.8,13.1,11.7,653,0.826,,38.7,61.3
75,4:55:41.9 PM,0:01:56.237000,26,4.3,9.7,131,301,402,-13.2,48.4,80.3,44.6,-52.1,28.3,20,15.7,722,0.869,,37.7,62.3
76,4:55:44.2 PM,0:01:58.855000,26.5,4.21,9.3,170,386,526,-17.2,43.3,80.3,48.9,-51.9,28.4,13.8,17.6,755,1.021,,45.1,54.9
77,4:55:46.5 PM,0:01:58.948000,26.8,4.2,9.9,182,407,542,-16.2,44.1,79.2,51.3,-51.2,28,14.8,13.1,727,1.019,,45.6,54.4
78,4:55:48.7 PM,0:01:57.458000,27,4.26,9.8,175,390,500,-17.1,43.9,82.6,54.8,-53.3,29.3,14.8,13,666,0.992,,44.7,55.3
79,4:55:50.9 PM,0:01:56.973000,27.4,4.27,9.2,173,379,494,-17.4,40.9,78,49.7,-49.4,28.6,15.3,12.9,751,0.928,,42.4,57.6
80,4:55:53.1 PM,0:01:56.648000,27.4,4.29,8.2,166,365,453,-17.1,43.8,79.9,51.1,-52.1,27.8,14.8,13.9,695,1.021,,46.6,53.4
81,4:55:55.3 PM,0:01:58.118000,28,4.23,9.6,137,293,404,-12.9,49.1,80,44.7,-52.2,27.8,20.4,14.9,700,0.855,,39.9,60.1
82,4:55:57.4 PM,0:01:56.348000,27.2,4.3,10.3,136,301,399,-14.3,48.1,80.4,45.1,-52.9,27.4,20.1,15.2,718,0.886,,40.2,59.8
83,4:55:59.6 PM,0:01:55.608000,28.2,4.32,8.8,151,322,439,-14.1,45.2,77.8,43.6,-49.2,28.5,16.1,18.1,660,0.96,,45.1,54.9
84,4:56:01.8 PM,0:01:55.346000,26.5,4.33,9.4,145,329,426,-18,41.8,79.3,49.6,-51.1,28.2,14.1,15.6,708,0.944,,41.7,58.3
85,4:56:04.0 PM,0:01:55.180000,27,4.34,8.5,162,359,453,-14.1,47.9,80.6,49.8,-52.7,27.9,14.2,16.6,680,1.035,,46.6,53.4
86,4:56:06.3 PM,0:01:59.659000,27.8,4.18,8.7,180,389,509,-13.7,48.2,77.6,49.9,-51.2,26.4,13.6,14.2,676,1.02,,47.2,52.8
87,4:56:08.4 PM,0:01:58.999000,27.8,4.2,10,159,344,438,-7.2,55.8,78.4,47.9,-51,27.4,16.8,13.7,707,0.885,,41,59
88,4:56:10.6 PM,0:01:57.548000,27,4.25,9.8,184,409,519,-17.7,43.2,79.8,51.7,-52.1,27.6,14.3,13.8,672,1.036,,46.7,53.3
89,4:56:12.8 PM,0:01:55.675000,28,4.32,8.8,143,307,404,-17.7,41.5,76.8,46.1,-49.6,27.3,15.6,15.1,683,0.883,,41.2,58.8
90,4:56:14.9 PM,0:01:54.714000,27.8,4.36,9,185,400,503,-18.1,44.2,80.9,51.1,-53.9,27.1,13.1,16.7,621,0.945,,43.7,56.3
91,4:56:17.1 PM,0:01:56.537000,28.4,4.29,8.2,184,390,487,-20.3,40.7,80.1,50.4,-52.9,27.1,13.3,16.4,708,0.914,,43.2,56.8
92,4:56:19.2 PM,0:01:58.336000,26.3,4.23,9.9,174,396,494,-18.9,43.6,85.9,52.5,-56.4,29.6,15.8,17.6,640,1.007,,44.1,55.9
93,4:56:21.5 PM,0:01:59.083000,26.9,4.2,9.6,183,408,493,-17.2,44.5,83.6,55.1,-54.4,29.3,13.4,15.2,622,0.915,,41,59
94,4:56:23.7 PM,0:01:58.143000,27,4.23,8.5,143,318,414,-13.7,47.9,80.1,45.6,-52.1,28,18.3,16.2,706,0.916,,41.2,58.8
95,4:56:26.0 PM,0:02:00.144000,27.8,4.16,8.7,177,381,481,-12.4,49.6,77.1,49.2,-50.6,26.5,15.5,12.4,675,0.915,,42.4,57.6
96,4:56:28.1 PM,0:02:01.390000,27,4.12,9,163,361,457,-12.2,49.7,78.4,49.7,-51.1,27.3,15,13.6,625,1.08,,48.6,51.4
97,4:56:30.3 PM,0:02:01.922000,27.8,4.1,9.3,149,322,415,-13.5,48.3,78.6,45.2,-51.4,27.1,17.4,16,668,1.021,,47.2,52.8
98,4:56:32.5 PM,0:02:02.417000,28,4.08,9.3,145,311,422,-11.8,49.8,79.5,44,-51.4,28.1,19.5,15.9,718,0.9,,42,58
99,4:56:34.6 PM,0:01:58.638000,28,4.21,9.2,160,343,449,-14.2,46.3,76.3,48.7,-49.6,26.7,15.5,12,700,0.96,,44.8,55.2
100,4:56:36.8 PM,0:01:56.536000,28.2,4.29,8.8,135,287,393,-11.7,48.7,77.4,43.4,-49.4,27.9,18,16,727,0.868,,40.8,59.2
101,4:56:38.9 PM,0:01:57.606000,27.8,4.25,8.8,157,339,452,-14.5,46.3,78.1,48.9,-50.6,27.4,13.5,15.7,669,0.959,,44.4,55.6
102,4:56:41.1 PM,0:01:57.588000,27.8,4.25,9.2,174,375,474,-18.2,44.3,80.9,49.4,-54.1,26.8,13.7,17.8,625,1.034,,47.9,52.1
103,4:56:43.2 PM,0:01:58.103000,27.2,4.23,9.5,162,358,443,-18.7,44,82.3,48.9,-54.9,27.3,16.6,16.7,660,1.037,,47,53
104,4:56:45.4 PM,0:01:57.958000,29.2,4.24,9.4,191,392,511,-14.8,47.4,80.9,50.1,-53.1,27.8,13.9,16.9,692,0.959,,46.7,53.3
105,4:56:47.5 PM,0:01:55.598000,28,4.33,9.2,198,425,534,-18.1,43.9,80.9,52.7,-53.6,27.3,15.3,12.9,670,0.915,,42.6,57.4
106,4:56:49.6 PM,0:01:55.076000,26.3,4.34,9.7,170,388,471,-17.7,43.5,79.9,51.4,-52.4,27.4,13.9,14.6,659,1.036,,45.5,54.5
107,4:56:51.9 PM,0:01:55.986000,27.6,4.31,8.6,143,311,410,-15.9,47.1,82.2,46.1,-54.6,27.6,20.3,15.8,712,0.899,,41.3,58.7
108,4:56:54.1 PM,0:01:57.135000,28.2,4.27,8.8,163,347,458,-16.9,44,79.6,49.1,-51.9,27.7,15.8,14.7,663,0.989,,46.4,53.6
109,4:56:56.2 PM,0:01:59.420000,26.7,4.19,9.6,182,410,536,-19.4,41.4,80.6,53.1,-52.8,27.8,13.4,14.1,734,1.019,,45.3,54.7
110,4:56:58.5 PM,0:01:59.262000,28.8,4.19,9.2,219,456,557,-18.2,43.3,81.6,54,-53.5,28.1,13,14.6,680,0.885,,42.4,57.6
111,4:57:00.6 PM,0:01:57.901000,26.5,4.24,9.7,167,379,487,-17.7,42.4,79.4,51.8,-51.4,27.9,14,13.5,680,0.944,,41.7,58.3
112,4:57:02.8 PM,0:01:58.397000,27.6,4.22,8.7,180,393,516,-18.1,42.5,79.1,50,-51.7,27.4,13.6,15.5,662,1.02,,46.9,53.1
113,4:57:05.0 PM,0:01:58.306000,28,4.23,8.8,152,327,407,-12.1,49.1,77.8,47.4,-50.3,27.4,17,13.4,699,1.004,,46.8,53.2
114,4:57:07.1 PM,0:01:57.969000,27.8,4.24,9.4,165,356,463,-17,43.2,78.2,48.1,-50.7,27.4,15.4,14.6,647,0.961,,44.5,55.5
115,4:57:09.3 PM,0:01:57.372000,28.4,4.26,10,174,367,473,-19.6,39.8,79.3,49.5,-51.1,28.1,14.5,15.3,640,1.005,,47.6,52.4
116,4:57:11.4 PM,0:01:54.802000,28.6,4.36,9.5,191,402,494,-16.6,44,79.3,52.9,-51.5,27.8,12.9,13.5,634,0.884,,42.1,57.9
117,4:57:13.5 PM,0:01:53.133000,27.5,4.42,9.5,139,302,401,-11.4,48.2,76.8,44.8,-48.4,28.4,18.2,13.8,700,0.992,,45.5,54.5
118,4:57:15.7 PM,0:01:52.793000,28,4.43,9.3,163,348,451,-15.6,44.5,77.6,50.3,-50.1,27.5,14.4,12.8,659,0.855,,39.9,60.1
119,4:57:17.8 PM,0:01:53.193000,28,4.42,9.4,182,389,487,-11.2,49.7,77.5,52.5,-49.7,27.8,14.7,10.3,647,0.93,,43.4,56.6
120,4:57:20.0 PM,0:01:55.456000,27.4,4.33,9.5,158,346,465,-16.3,43.4,78.4,45.2,-50.3,28.1,14.5,18.7,702,0.959,,43.8,56.2
121,4:57:22.2 PM,0:01:55.825000,29.6,4.32,8.5,183,371,458,-12,49.4,78.5,51.7,-50.7,27.8,14,12.8,667,0.944,,46.6,53.4
122,4:57:24.2 PM,0:01:56.072000,26.1,4.31,10.3,168,385,490,-13.3,48.7,79.8,50.8,-52.2,27.6,12.9,16.1,673,0.974,,42.4,57.6
123,4:57:26.5 PM,0:01:54.336000,27.8,4.37,10,163,352,447,-17.7,43.2,80.1,49.6,-52.4,27.8,14.2,16.3,680,0.961,,44.5,55.5
124,4:57:28.7 PM,0:01:51.496000,28,4.48,9.7,185,397,522,-17.5,42.5,78.3,51.5,-50.8,27.5,13.7,13.2,675,0.914,,42.6,57.4
125,4:57:30.8 PM,0:01:51.386000,28.7,4.49,9.1,178,372,469,-11.9,48.8,78.4,51.6,-50.2,28.3,14.9,12,726,0.839,,40.2,59.8
126,4:57:32.9 PM,0:01:50.061000,29.9,4.54,9,190,381,451,-14.6,44.9,79,52.7,-50.1,28.9,16,10.4,673,0.872,,43.4,56.6
127,4:57:34.9 PM,0:01:50.933000,27.2,4.51,9.3,132,291,416,-10.7,48.9,75.9,45.7,-47.9,28,16.6,13.7,744,1.006,,45.6,54.4
128,4:57:37.1 PM,0:01:52.943000,28.8,4.43,9.3,192,401,495,-13.7,47.1,77.8,53.3,-50.4,27.4,13.8,10.7,703,0.886,,42.5,57.5
129,4:57:39.2 PM,0:01:53.729000,28.2,4.4,9.3,211,448,548,-13.2,48.4,78.1,54.2,-51,27.1,14.7,9.2,712,0.9,,42.3,57.7
130,4:57:41.3 PM,0:01:52.541000,28.6,4.44,9.8,196,411,507,-12.1,48.9,77.4,52.5,-50,27.4,14.7,10.2,703,0.87,,41.4,58.6
131,4:57:43.4 PM,0:01:51.607000,28.2,4.48,10.2,158,338,431,-14.6,44.8,76.9,47.8,-49.1,27.9,16.9,12.2,734,0.946,,44.4,55.6
132,4:57:45.5 PM,0:01:49.887000,27.8,4.55,9.5,155,334,446,-14.9,46.5,81.5,47,-52.8,28.7,17.5,17,709,0.9,,41.7,58.3
133,4:57:47.7 PM,0:01:48.553000,29.4,4.61,9.5,174,356,461,-17.2,42.2,79.3,50.3,-50.6,28.6,15.2,13.7,656,0.87,,42.6,57.4
134,4:57:49.7 PM,0:01:48.492000,27.6,4.61,9.4,140,305,396,-14.2,47.4,80.6,46.1,-52.5,28.1,19,15.5,666,0.886,,40.7,59.3
135,4:57:51.9 PM,0:01:51.390000,28,4.49,8.8,142,304,414,-18.3,41.6,79.6,46.1,-51.4,28.1,15.2,18.3,669,1.051,,49,51
136,4:57:54.1 PM,0:01:54.748000,29,4.36,8.4,134,277,370,-16.5,43.2,78.6,46,-50.4,28.2,16.6,16,694,0.856,,41.4,58.6
137,4:57:56.1 PM,0:01:56.189000,28.6,4.3,9.3,165,347,442,-17.7,42.6,79.3,50.9,-51.5,27.8,13.8,14.6,671,0.901,,42.9,57.1
138,4:57:58.2 PM,0:01:56.258000,27.4,4.3,10.2,163,357,466,-20.4,39.6,79.6,50.9,-51.9,27.7,13,15.7,645,0.946,,43.2,56.8
139,4:58:00.4 PM,0:01:52.323000,28.2,4.45,10.1,162,345,426,-20.7,39.2,80.6,49.7,-52.4,28.3,14.9,15.9,694,1.035,,48.6,51.4
140,4:58:02.6 PM,0:01:50.578000,28.1,4.52,9.3,127,271,350,-14.2,45.1,76.6,43.6,-48.7,27.9,17.6,15.5,721,1.022,,47.9,52.1
141,4:58:04.7 PM,0:01:49.667000,28.4,4.56,9.1,163,344,468,-19.8,39.9,79.5,48.9,-51.6,27.9,16,14.6,718,0.856,,40.5,59.5
142,4:58:06.8 PM,0:01:50.599000,29.2,4.52,9.2,156,320,458,-16.9,43.3,77.9,46.5,-50.6,27.3,15.1,16.3,645,0.975,,47.4,52.6
143,4:58:08.9 PM,0:01:53.088000,27.8,4.42,9.4,172,371,493,-17.2,43.4,78.8,50,-51.4,27.4,12.6,16.2,643,0.959,,44.4,55.6
144,4:58:11.0 PM,0:01:54.614000,28.1,4.36,9.3,148,315,433,-18.1,41.6,77.7,47,-50.4,27.3,14.4,16.2,707,0.947,,44.4,55.6
145,4:58:13.1 PM,0:01:55.329000,29,4.34,9.1,158,328,421,-17.2,44.3,80.2,48,-52.7,27.4,16.1,16,706,0.855,,41.3,58.7
146,4:58:15.2 PM,0:01:53.846000,28,4.39,10.6,166,356,458,-16.4,44.1,78.5,50.6,-51.1,27.4,14.1,13.7,639,0.945,,44.1,55.9
147,4:58:17.4 PM,0:01:52.289000,29.4,4.45,9.3,189,385,491,-17.2,42.8,78.2,51.4,-50.7,27.5,13.1,13.7,638,0.884,,43.3,56.7
148,4:58:19.4 PM,0:01:51.193000,28.4,4.5,9.3,214,452,580,-16.3,45.4,79.1,52.2,-52.2,26.9,13.7,13.2,620,0.96,,45.4,54.6
149,4:58:21.5 PM,0:01:50.322000,28.6,4.53,9.1,175,367,461,-14.1,47.3,77.8,49.8,-50.9,26.8,15.5,12.5,656,0.974,,46.4,53.6
150,4:58:23.6 PM,0:01:51.139000,29.4,4.5,8.9,174,355,466,-15.4,45.2,77.8,46.8,-50.6,27.2,16.4,14.5,675,0.976,,47.8,52.2
